t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,-3.4352964403605277,0.5039681259761758,33.233910405192844,14.398900065868197,-20.901383765524287,-28.696624512632862,21.055862499912415,10.331681055709419,-7.809939472063802,5.137693205082441,7.804903603000505,-30.449604455037445,0.07069877216887259
0.01,0.001001001001001001,-3.4353675069575424,0.5039752165752751,33.234573132441824,14.399185405541791,-20.901804276095067,-28.69719891144188,21.056281241693334,10.331884802800063,-7.810098276046644,5.137794341361934,7.805059116304333,-30.450214915246463,0.07069971636098361
0.02,0.002002002002002002,-3.435468547042704,0.5039804882862942,33.23523398977251,14.399465820823897,-20.902202849969218,-28.697786056007075,21.05671453182086,10.33207741363945,-7.8102546173615774,5.137887594047032,7.805227403659827,-30.450823656570158,0.07071757219280633
0.03,0.003003003003003003,-3.4355995599025118,0.5039839523198779,33.23589295630023,14.399741316930898,-20.902579492195255,-28.69838591297238,21.057162353770615,10.332258880570803,-7.810408492135728,5.137972957072071,7.805408465896322,-30.451430674274576,0.0707523359115742
0.04,0.004004004004004004,-3.43576054669988,0.5039856203143491,33.23655001072213,14.400011899812855,-20.90293420771197,-28.698998448013157,21.057624690493377,10.332429195929087,-7.810559896748308,5.138050424928275,7.805602303023203,-30.4520359630458,0.07080400428778474
0.05,0.005005005005005005,-3.435951510474005,0.5039855043352975,33.23720513131687,14.400277576152352,-20.903267001346908,-28.699623625836523,21.05810152441434,10.33258835204232,-7.810708827831382,5.138119992662469,7.805808914228623,-30.452639516987464,0.07087257461594948
0.06,0.006006006006006006,-3.436172456139827,0.5039836168752719,33.23785829594457,14.400538353363242,-20.90357787781505,-28.70026141018174,21.058592837432307,10.332736341232959,-7.810855282270636,5.138181655875886,7.806028297878008,-30.45324132961832,0.07095804471526067
0.07,0.007007007007007007,-3.436423390487102,0.5039799708535737,33.238509482046766,14.400794239589288,-20.903866841717598,-28.700911763820663,21.059098610918813,10.332873155819335,-7.8109992572061255,5.138235410723055,7.806260451512341,-30.453841393869922,0.07106041293017483
0.08,0.008008008008008008,-3.436704322179075,0.5039745796161517,33.23915866664662,14.40104524370271,-20.90413389754099,-28.701574648558303,21.059618825717152,10.332998788117147,-7.811140750033018,5.138281253910786,7.806505371846226,-30.454439702084375,0.07117967813091255
0.09,0.009009009009009009,-3.437015261750753,0.5039674569355973,33.239805826349205,14.401291375302609,-20.90437904965604,-28.702250025233408,21.060153462141358,10.333113230441004,-7.811279758402326,5.13831918269725,7.806763054765736,-30.455036246012167,0.07131583971387417
0.1,0.01001001001001001,-3.4373562216067786,0.5039586170112389,33.240450937342,14.401532644713315,-20.904602302317265,-28.702937853719163,21.0607024999751,10.333216475106045,-7.81141628022163,5.138349194891146,7.807033495326038,-30.455631016810074,0.07146889760197048
0.11,0.011011011011011011,-3.4377272160189047,0.503948074469334,33.24109397539546,14.401769062982613,-20.904803659662363,-28.703638092923956,21.061265918470507,10.333308514429595,-7.8115503136557916,5.138371288850956,7.807316687748799,-30.45622400503918,0.07163885224486768
0.12,0.012012012012012012,-3.438128261123061,0.5039358443633583,33.24173491586381,14.402000641879868,-20.904983125711865,-28.704350700792215,21.061843696346923,10.33338934073288,-7.811681857127653,5.1383854634843,7.807612625419382,-30.456815200662938,0.07182570461914557
0.13,0.013013013013013013,-3.4385593749160144,0.5039219421743903,33.24237373368593,14.402227393894053,-20.905140704368964,-28.705075634305345,21.0624358117896,10.333458946342821,-7.8118109093187345,5.138391718247381,7.807921300883808,-30.457404593045357,0.07202945622836747
0.14,0.014014014014014014,-3.439020577251621,0.5039063838115911,33.24301040338641,14.402449332231674,-20.905276399419485,-28.705812849482747,21.063042242448336,10.33351732359385,-7.811937469169909,5.138390053144517,7.808242705845513,-30.457992170949247,0.07225010910306075
0.15,0.015015015015015015,-3.439511889836662,0.5038891856127756,33.24364489907674,14.402666470814582,-20.905390214532034,-28.706562301382913,21.063662965436016,10.33356446482981,-7.812061535882077,5.138380468727768,7.8085768311618775,-30.458577922534552,0.07248766580060617
0.16,0.016016016016016016,-3.4400333362262656,0.5038703643450766,33.24427719445672,14.402878824277694,-20.905482153258323,-28.70732394410463,21.06429795732713,10.333600362405901,-7.81218310891683,5.138362966096663,7.808923666840545,-30.45916183535678,0.0727421294050344
