t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.0,0.0,-29.744578525797785,-25.076594897353694,23.09838798948733,18.333651234572855,-6.473284672170012,35.72903092193519,-12.502810037434397,-16.512528598447688,40.54676195144667,-21.792353857149944,-6.873716026194422,-2.3151511907519313,19.830117112224904,-28.315359131422177,26.28272520908398,-22.271303762739063,1.1606167671260408,-29.165159445935128,-25.443384736074734,-12.87004070191408,16.81498428961859,-5.666689037235071,-0.14070027068361052,7.931715217865458,2.25164891848916,26.42000324191923,13.07193455597192,15.67100214723253
0.01,0.001001001001001001,-29.74517512105696,-25.077097896006844,23.098848538192602,18.33401567981764,-6.47341692261559,35.72974461403127,-12.503061783674585,-16.512860050761454,40.54757280190695,-21.79278978926468,-6.873856403019223,-2.3151992850018774,19.830513188453597,-28.315925639079417,26.283248211644246,-22.271751367934773,1.1606384265147178,-29.165744478899104,-25.443894813861164,-12.870298726874882,16.815318299039284,-5.666803877992773,-0.14070340165952214,7.931872971242048,2.25169133527382,26.42053117299549,13.072195134922268,15.671313849339048
0.02,0.002002002002002002,-29.745770781173828,-25.077598043846912,23.099276111546338,18.33440877354567,-6.473535023314076,35.73046339419229,-12.503305390412574,-16.51318330480148,40.54837166498219,-21.793241689632932,-6.873972632879068,-2.315257789564065,19.830913990900026,-28.316519489968456,26.28378092838794,-22.272226160188406,1.160665657840048,-29.166311544812196,-25.444391458800794,-12.870543731100293,16.815644468391987,-5.666908554762602,-0.14072160509553328,7.932004451129769,2.251710046848901,26.421080829109915,13.072456269544324,15.67163527960395
0.03,0.003003003003003003,-29.746365506262087,-25.078095340442115,23.099670723709185,18.334830515957886,-6.473638984739697,35.73118727662546,-12.503540860713473,-16.513498370001304,40.54915858475952,-21.79370955565458,-6.874064707539492,-2.315326697167194,19.831319486194324,-28.31714070264336,26.284323365029135,-22.272728156247926,1.160698475632544,-29.166860651866028,-25.444874702381988,-12.870775707833431,16.815962794432288,-5.667003061833542,-0.14075489327872956,7.9321096537732565,2.2517050620285457,26.421652199443493,13.072717959418519,15.671966467270922
0.04,0.004004004004004004,-29.746959295550287,-25.078589783046358,23.100032387883306,18.3352809083866,-6.4737288159806665,35.73191627651857,-12.5037681954097,-16.51380525571639,40.54993360340107,-21.794193386376087,-6.874132617160818,-2.3154060010387703,19.831729640467028,-28.31778929826924,26.2848755278071,-22.27325737611644,1.1607368942814933,-29.167391810828224,-25.445344573846704,-12.870994647196438,16.81627327380793,-5.66708739246294,-0.1408032783145922,7.932188573009106,2.251676388726324,26.422245272408023,13.072980205236327,15.672307441050899
0.05,0.005005005005005005,-29.74755214737991,-25.079081366597407,23.100361116308044,18.335759953292165,-6.473804524740981,35.73265041004031,-12.50398739310286,-16.514103971221893,40.55069676114627,-21.794693182492395,-6.874176350297296,-2.3154956949072707,19.83214441935182,-28.318465300615962,26.285437423486332,-22.27381384304374,1.1607809280318921,-29.167905035037577,-25.445801100190582,-12.871200536190615,16.816575903060723,-5.667161538878822,-0.14086677212633314,7.932241200261835,2.251624033956343,26.422860035632084,13.073243008797276,15.672658229128672
0.06,0.006006006006006006,-29.748144059203717,-25.07957008371441,23.10065692025576,18.336267654259608,-6.47386611734232,35.73338969434075,-12.504198450165202,-16.51439452571076,40.55144809631344,-21.79520894634933,-6.874195893896025,-2.3155957730041545,19.832563787988306,-28.31916873605185,26.28600905935664,-22.274397583517956,1.16083059098115,-29.168400340400346,-25.446244306162534,-12.87139335869565,16.8168706786285,-5.667225492282347,-0.14094538645396498,7.932267524540592,2.2515480038348152,26.423496475946138,13.073506373006161,15.673018859168822
0.07,0.007007007007007007,-29.748735027584345,-25.08005592469477,23.100919810027925,18.336804015995185,-6.47391359872604,35.73413414755199,-12.504401360740685,-16.5146769282922,40.552187645300926,-21.79574068194644,-6.8741912332956625,-2.3157062300657243,19.832987711024828,-28.31989963353734,26.28659044323327,-22.275008627257392,1.1608858970755653,-29.16887774538766,-25.446674214263876,-12.871573095467932,16.817157596847085,-5.667279242850414,-0.14103913285310454,7.93226753243661,2.251448303582073,26.424154579366746,13.073770301870484,15.673389358321021
0.08,0.008008008008008008,-29.74932504819316,-25.08053887751035,23.101149794951393,18.337369044322866,-6.473946972455271,35.73488378878894,-12.504596116745633,-16.514951187990484,40.5529154425875,-21.796288394940333,-6.874162352224919,-2.315827061334835,19.833416152621297,-28.320658024618613,26.28718158345707,-22.275647007202465,1.1609468601065691,-29.16933727103402,-25.447090844747,-12.871739724137958,16.817436653952324,-5.667322779738415,-0.1411480226935095,7.932241208121407,2.2513249375250353,26.424834331079932,13.074034800498088,15.673769753224665
0.09,0.009009009009009009,-29.74991411580939,-25.08101892780305,23.101346883374895,18.337962746180743,-6.473966240717109,35.7356386381503,-12.504782707868987,-16.515217313744095,40.55363152073226,-21.79685209264847,-6.874109232800835,-2.3159582625624515,19.833849076452058,-28.321443943421183,26.287782488894724,-22.2763127595078,1.1610134937067358,-29.1697789409369,-25.447494215613553,-12.871893219206825,16.817707846082143,-5.667356091083129,-0.14127206715734708,7.932188533345728,2.25117790910012,26.42553571542367,13.074299875095011,15.674160070012865
