t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
0.0,0.0,10.207982428970162,-29.623718691833638,18.240036351774865,30.598728618491446,-5.246487324858534,0.4488068948403197,-21.535389119164766,32.65177721664232,-30.396557291204903,26.001689544756598,12.578381419831747,-28.541889944327828,-25.92672019820796,-5.608605885867788,-4.953961027663764,26.15369185057707,7.0494527483062255,33.20889051399028,19.792974973568178,38.97361188297158,33.17581646962456,-37.56947647486248,-10.190478688958,-31.126680825397468,14.04436055042534,33.50353714223358,11.59309149279777,-26.94569950336317,36.94043853536762,-10.339632882546935,-24.7859029042972,39.200803841216015,-21.656491782362124,18.630794139687072,11.998344902957248,-32.37034576577529,-0.6470744068811812,-31.299061623882103,-35.168271439480016,-26.2348636651739,-15.330127256029648,-11.71199774535612,15.5475201144236
0.01,0.001001001001001001,10.208183770579309,-29.62431403500132,18.240398336066065,30.599339329283303,-5.2465950998746775,0.44881422244192676,-21.53582033107664,32.65242982070821,-30.397167826634007,26.002207051394212,12.578630452174064,-28.542462806667668,-25.927240896386152,-5.608720072944254,-4.954062001561989,26.154212545206683,7.049593632768291,33.2095542831625,19.793369441259774,38.97438962940949,33.176478559967066,-37.570227916648946,-10.190683254387297,-31.127303483684994,14.04463844117947,33.50420696680336,11.593322027890052,-26.9462407118633,36.94117561460353,-10.339840760784858,-24.78639919969089,39.201586392938644,-21.65692591758147,18.631165821812566,11.99858464310637,-32.370993974863886,-0.6470883850895692,-31.29969048378268,-35.168976788130934,-26.235388633790453,-15.330436982270681,-11.712234820185493,15.547830586106057
0.02,0.002002002002002002,10.208384242167943,-29.62491995297152,18.240764017723052,30.59996018170163,-5.2466961378430765,0.4488143219101964,-21.53625191483445,32.6530578616837,-30.39778911001263,26.00271941463334,12.578909151448025,-28.543047484418913,-25.927752363377593,-5.608832942991811,-4.954175089321048,26.154724286733998,7.04974951081796,33.210190898418126,19.79376124525491,38.975170782813436,33.17711020963018,-37.570943648068294,-10.190914932945041,-31.127915697227976,14.044901828642448,33.50482769947604,11.593559449500614,-26.946777859089277,36.94191681501471,-10.34006142035041,-24.78688322239818,39.20235777570031,-21.657347956047328,18.63156355611052,11.998865395133926,-32.37165904042502,-0.6470715553768459,-31.30031489454027,-35.16970194816832,-26.235876151412132,-15.33075587383689,-11.712477491573457,15.548155228674204
0.03,0.003003003003003003,10.208583844582952,-29.625536396089675,18.241133427483685,30.600591154005567,-5.246790394893081,0.4488072277868948,-21.536683950557613,32.65366127197229,-30.39842106399369,26.003226626277538,12.579217498901174,-28.54364396995993,-25.928254589957973,-5.608944461854096,-4.95430026236798,26.15522706000236,7.049920374995437,33.21080034740168,19.794150375814965,38.97595530040636,33.177711400747484,-37.57162368757074,-10.191173727531883,-31.128517443754156,14.045150698568381,33.50539934107439,11.593803748668199,-26.947310992732064,36.94266213412346,-10.340294875660755,-24.78735495435717,39.20311801457451,-21.657757928937556,18.631987273193424,11.999187177279323,-32.37234100507989,-0.6470238896526779,-31.300934762514395,-35.170446955491244,-26.236326191847983,-15.331083951288614,-11.712725692248682,15.548494036440562
0.04,0.004004004004004004,10.208782578382058,-29.62616331873486,18.241506599675603,30.6012322250167,-5.2468778288849665,0.44879297571816673,-21.537116519024067,32.65423998922262,-30.39906361070395,26.003728678647494,12.57955547473703,-28.544252256376947,-25.92874756574906,-5.609054595350224,-4.954437492569312,26.155720848503606,7.050106213144995,33.21138261698808,19.794536823319834,38.9767431376676,33.17828211678398,-37.572268050516044,-10.191459641477854,-31.12910870003535,14.045385036891064,33.50592189273166,11.594054918247839,-26.94784015775318,36.94341157033323,-10.340541142483431,-24.78781437709635,39.20386713434566,-21.658155868006627,18.63243690167115,11.999550009388397,-32.3730399112158,-0.6469453606302104,-31.30154999110545,-35.17121184972566,-26.236738728971606,-15.331421237808208,-11.712979354549422,15.548847003310588
0.05,0.005005005005005005,10.208980443829102,-29.626800679323424,18.241883572215823,30.60188337412481,-5.246958399396625,0.44877160245388775,-21.537549701707466,32.65479395633184,-30.399716671746415,26.004225564585415,12.579923058124805,-28.544872337469627,-25.929231279217483,-5.609163309276344,-4.954586752235577,26.15620563437685,7.05030700843078,33.2119376932726,19.794920578269547,38.97753424833509,33.17882234253779,-37.57287674914374,-10.191772678534203,-31.129689441876657,14.04560482972871,33.50639535586858,11.59431295291392,-26.948365396400092,36.94416512293318,-10.340800237934411,-24.788261471731143,39.20460515951015,-21.658541805595164,18.63291236816969,11.999953912913451,-32.373755800985776,-0.6468359418339596,-31.30216048076399,-35.1719966742279,-26.237113736717316,-15.331767759211168,-11.713238410420526,15.54921412278176
0.06,0.006006006006006006,10.209177440889267,-29.627448440311646,18.242264386610312,30.60254458129366,-5.247032067710511,0.44874314584725744,-21.53798358081415,32.655323121448106,-30.40038016820297,26.00471727745951,12.580320227208071,-28.545504207756938,-25.929705717673283,-5.609270569406923,-4.954748014125595,26.1566813984081,7.050522739354108,33.21246556156208,19.7953016312859,38.97832858440817,33.17933206414178,-37.57344979254523,-10.192112842865349,-31.130259644105728,14.04581006338897,33.50681973217255,11.594577849163612,-26.94888674822106,36.94492279210282,-10.341072180476353,-24.78869621896064,39.205332114277105,-21.658915774639436,18.633413597350323,12.000398910912004,-32.374488716308086,-0.6466956076077417,-31.30276612900129,-35.1728014760886,-26.23745118907674,-15.33212354395832,-11.71350279141083,15.549595387942508
0.07,0.007007007007007007,10.209373569224248,-29.628106568197445,18.242649087953563,30.603215827066883,-5.24709879680083,0.4487076448546375,-21.538418239319878,32.655827437972235,-30.40105402063736,26.00520381116855,12.580746959112323,-28.54614786248327,-25.930170867268224,-5.609376341495782,-4.9549212514505285,26.157148120030687,7.050753379772259,33.2129662063673,19.795679973114066,38.97912609615074,33.17981126906529,-37.57398718663765,-10.19248013904095,-31.130819280562118,14.046000724374231,33.507195023579364,11.594849605320624,-26.949404250079482,36.94568457891681,-10.341356989917069,-24.789118599064505,39.20604802256884,-21.659277808680812,18.6339405119292,12.000885028044275,-32.375238698865694,-0.6465243331226319,-31.30336683040122,-35.17362630613699,-26.237751060095842,-15.332488623169098,-11.713772428670914,15.549990791470963
0.08,0.008008008008008008,10.209568828187345,-29.62877503352112,18.24303772492813,30.603897092573874,-5.247158551321002,0.44866513953563797,-21.538853761006358,32.656306864558495,-30.401738149098406,26.005685160146534,12.581203229951502,-28.54680329762484,-25.930626712993828,-5.609480591276882,-4.955106437877698,26.157605777326506,7.050998898918753,33.21343961139667,19.79605559462422,38.97992673209506,33.18025994611581,-37.574488934139474,-10.192874572028087,-31.13136832408671,14.046176799387208,33.5075212322571,11.595128221539344,-26.949917936167687,36.946450485349786,-10.341654687408209,-24.789528591900044,39.206752908021066,-21.65962794187517,18.634493032697428,12.001412290569364,-32.37600579010567,-0.646322094384955,-31.30396247663341,-35.17447121894551,-26.238013323872373,-15.33286303063592,-11.714047252951254,15.550400325633568
0.09,0.009009009009009009,10.209763216818507,-29.62945381086513,18.243430349804164,30.60458835953578,-5.247211297591364,0.4486156710534552,-21.53929023049759,32.656761365114555,-30.402432473123547,26.006161319367447,12.581689014833442,-28.547470509896364,-25.931073238679193,-5.609583284464858,-4.955303547534176,26.15805434702808,7.051259261425101,33.21388575955111,19.796428486813134,38.98073043904589,33.18067808544075,-37.57495503454795,-10.193296147183581,-31.131906746511213,14.046338275336813,33.507798360592446,11.595413699809313,-26.950427838020193,36.947220514281334,-10.34196529544414,-24.789926176899478,39.20744679398279,-21.659966209002278,18.635071078541568,12.00198072634016,-32.3767900312385,-0.6460888682443011,-31.304552956467717,-35.17533627283484,-26.238237954553757,-15.333246802839646,-11.714327194600758,15.550823982283513
0.1,0.01001001001001001,10.209956733839284,-29.630142878852904,18.24382701843893,30.605289610271527,-5.2472570035871415,0.4485592816754644,-21.539727733296047,32.65719090880062,-30.403136911742667,26.0066322843501,12.582204287864254,-28.54814949675801,-25.931510426988535,-5.609684386755316,-4.955512555010149,26.15849380452146,7.051534427344049,33.21430463292013,19.79679864080579,38.98153716208529,33.181065678529194,-37.575385484118264,-10.193744870246416,-31.1324345186477,14.046485139344307,33.50802641117938,11.595706043960075,-26.950933984526472,36.94799466950104,-10.342288837861036,-24.79031133306734,39.2081297035159,-21.66029264547517,18.63567456646462,12.002590364796927,-32.377591463237344,-0.6458246324015668,-31.30513815579,-35.176221529879214,-26.238424926335405,-15.333639978966165,-11.714612183565707,15.551261752859014
0.11,0.011011011011011011,10.210149377647722,-29.6308422201467,18.244227790276327,30.606000827703912,-5.247295638926672,0.44849601477407114,-21.540166355818748,32.65759547002776,-30.403851383482237,26.00709805116309,12.582749022151662,-28.548840256422622,-25.931938259418487,-5.609783863824898,-4.955733435362061,26.15892412384992,7.051824352174275,33.21469621277922,19.79716604785696,38.98234684457777,33.18142271821369,-37.57578027584453,-10.194220747330286,-31.132951610278234,14.046617378749726,33.50820538681015,11.596005259666375,-26.951436401943155,36.94877295571367,-10.342625339836157,-24.790684038978053,39.20880165939451,-21.660607287349492,18.636303411607454,12.003241236959607,-32.37841012683722,-0.6455293654170179,-31.30571795761916,-35.17712705591212,-26.238574213459472,-15.334042600924086,-11.714902149389097,15.551713628381421
