t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.0,0.0,26.767347607748118,3.0857442565276787,-13.060923730264143,-2.208452643990197,8.039999260396616,9.551485047254765,26.87739333110147,14.60650916839655,6.4022501252099335,-29.169595848663487,7.8054154246949325,-31.736919016773474,19.809620450300706,17.93299162186299,-20.808014112099226,6.96590288075958,26.874015533594974,-7.140878508879018,-39.498078027408894,-2.1179299194159156,-8.135846215584124,17.12918851445634,-13.933296720401671,-34.32685001408954,33.03006734977773,1.5777680271449377,0.044147887311914547,-22.265581737664778
0.01,0.001001001001001001,26.767882863620468,3.0858049587736174,-13.061186869620991,-2.2084988438418973,8.040158976776679,9.551675384914216,26.87792799476108,14.606798357495515,6.4023755423216056,-29.17017959298109,7.805568910090359,-31.737555545478212,19.810015874022323,17.933349853712024,-20.808432540908104,6.966039081957958,26.874552610281,-7.14102201874314,-39.49886962011954,-2.117973715369172,-8.136009064110914,17.12952915488484,-13.933577061873779,-34.32753728669799,33.03072547008117,1.5777983386959136,0.04414867723092716,-22.266029898570096
0.02,0.002002002002002002,26.768429117161013,3.0858473408305214,-13.061440452803526,-2.208562465371651,8.040315208578667,9.551857150167237,26.878471231779955,14.607089046666152,6.402519022769207,-29.170770907787652,7.805731272529354,-31.738170236552907,19.810411618274873,17.93369511334952,-20.808859396482966,6.966190353007431,26.87510195139828,-7.141193929255062,-39.49966338299635,-2.1180219912024367,-8.136172928052645,17.129858326530595,-13.933862365409414,-34.32823504711826,33.031400929018766,1.5778202593200272,0.0441248457405774,-22.266429692784524
0.03,0.003003003003003003,26.768986396418082,3.085871396873785,-13.06168449205781,-2.2086435329145186,8.040467971166342,9.55203033939026,26.87902305857598,14.607381221873744,6.402680570608704,-29.171369766992168,7.80590252559635,-31.738763094816267,19.810807723584396,17.934027407188044,-20.809294698946122,6.966356693747503,26.875663603580175,-7.14139427021099,-39.500459348872006,-2.118074751314277,-8.136337815054109,17.130175999235355,-13.934152668086504,-34.328943305991885,33.032093750486084,1.577833813579336,0.04407639989648271,-22.266781135239203
0.04,0.004004004004004004,26.76955473057569,3.085877121828977,-13.061918999407004,-2.208742070466942,8.040617280585622,9.552194949792373,26.879583492131243,14.607674869031886,6.402860189597196,-29.171976143254046,7.806082683714213,-31.739334124741678,19.811204231076395,17.934346740005207,-20.809738468829188,6.966538104535705,26.876237614514313,-7.141623071730918,-39.50125755192169,-2.118132000914003,-8.136503733913115,17.130482140884606,-13.934448009005699,-34.32966207408467,33.03280395986065,1.5778390254957217,0.04400334739822953,-22.267084241454302
0.05,0.005005005005005005,26.77013414995821,3.0858645113766574,-13.062143986654434,-2.208858101688996,8.040763153566067,9.552350979414781,26.880152549995174,14.60796997400549,6.403057883191356,-29.172590007976964,7.806271762144735,-31.739883330454997,19.81160118248079,17.934653114940048,-20.810190727076385,6.966734586245162,26.87682403294406,-7.141880364265943,-39.50205802766841,-2.118193746021103,-8.136670694586885,17.130776717398824,-13.934748429299189,-34.330391362281006,33.033531583999476,1.5778359185559387,0.043905696588137665,-22.26733902752582
0.06,0.006006006006006006,26.77072468603528,3.0858335619574366,-13.062359465386768,-2.208991649906048,8.040905607522651,9.552498427130569,26.88073025028785,14.608266522613992,6.403273654545678,-29.173211331302593,7.806469776989266,-31.74041071573251,19.81199862013703,17.934946533489573,-20.810651495047573,6.966946140262115,26.87742290867004,-7.142166178605731,-39.50286081298847,-2.1182599934647595,-8.136838708198585,17.13105969272499,-13.935053972139618,-34.331131181577966,33.034276651236695,1.5778245157167983,0.04378345645014221,-22.26754551011471
0.07,0.007007007007007007,26.771326371426877,3.085784270777282,-13.062565446977338,-2.209142738109821,8.041044660557818,9.552637292644755,26.881316611703426,14.608564500634703,6.4035075065105085,-29.173840082104196,7.806676745189513,-31.740916283999038,19.81239658699937,17.935226995505513,-20.811120794521003,6.967172768483401,26.878034292551668,-7.142480545886144,-39.50366594611712,-2.1183307508834512,-8.137007787044006,17.131331028828324,-13.935364682749086,-34.331881543079355,33.03503919138125,1.5778048394104927,0.043636636608791565,-22.267703706438372
0.08,0.008008008008008008,26.771939239908658,3.0857166358130717,-13.062761942589574,-2.2093113889588674,8.041180331463805,9.55276757649464,26.88191165351369,14.608863893806369,6.403759441629883,-29.174476227980108,7.806892684528482,-31.741400038326255,19.812795126642307,17.93549449919124,-20.811598647695817,6.967414473313899,26.878658236508684,-7.14282349759703,-39.504473466654396,-2.118406026724631,-8.137177944598372,17.131590685684273,-13.935680608408235,-34.33264245798958,33.0358192357147,1.5777769115500586,0.043465247328359845,-22.267813634264478
0.09,0.009009009009009009,26.772563326417472,3.0856306558183975,-13.062948963180583,-2.2094976247784377,8.041312639725263,9.552889280050461,26.882515395571772,14.60916468783288,6.404029462139143,-29.175119735247097,7.807117613631577,-31.74186198143112,19.81319428326618,17.935749041098862,-20.812085077194286,6.9676712576639295,26.87929479352275,-7.14319506559016,-39.505283415571206,-2.1184858302444876,-8.137349195523312,17.131838621270727,-13.936001798465455,-34.33341393760741,33.03661681698901,1.577740753534982,0.043269299512071785,-22.267875311907147
0.1,0.01001001001001001,26.773198667057116,3.0855263303296168,-13.06312651950484,-2.209701467559758,8.041441605522154,9.553002405516349,26.883127858315987,14.609466868387182,6.404317569962362,-29.175770568933597,7.807351551967855,-31.74230211567452,19.81359410170294,17.9359906161265,-20.812580106063766,6.967943124946613,26.87994401763901,-7.143595282087333,-39.506095835215525,-2.1185701715077836,-8.137521555673947,17.1320747915605,-13.936328304346148,-34.33419599331962,33.03743196942452,1.5776963862569462,0.04304880470143815,-22.26788875822547
0.11,0.011011011011011011,26.77384529910429,3.085403659672157,-13.063294622118018,-2.209922938958701,8.041567249732928,9.553106955931579,26.88374906277381,14.609770421115341,6.40462376670955,-29.1764286927728,7.807594519851429,-31.742720443060044,19.813994627422073,17.936219217515735,-20.813083757778415,6.9682300790751945,26.880605963967703,-7.1440241796886355,-39.50691076931883,-2.1186590613877754,-8.137695042106158,17.13229915051401,-13.936660179562127,-34.33498863659445,33.03826472870787,1.5776438301057218,0.04280377507569943,-22.267853992624367
0.12,0.012012012012012012,26.774503261014786,3.085262644967074,-13.063453281380953,-2.2101620602938614,8.041689593937983,9.553202935172136,26.884379030565988,14.610075331640807,6.404948053673671,-29.17709406919564,7.807846538443036,-31.743116965232954,19.814395906536717,17.936434836849234,-20.813596056240623,6.968532124460326,26.88128068868577,-7.1444817913808665,-39.50772826300272,-2.1187525115662087,-8.137869673083967,17.132511650072264,-13.93699747972108,-34.335791878975016,33.03911513199008,1.5775831049752058,0.04253422345137544,-22.26777103505779
0.13,0.013013013013013013,26.775172592429858,3.0851032881378666,-13.06360250746373,-2.210418852544025,8.041808660423412,9.553290347952574,26.885017783910815,14.610381585568845,6.40529043182744,-29.177766659323655,7.808107629751749,-31.743491683479288,19.814797985809918,17.936637464048534,-20.814117025782206,6.968849266007308,26.881968249038465,-7.144968150546123,-39.50854836278574,-2.1188505345333914,-8.138045468087096,17.132712240150013,-13.937340262536152,-34.33660573207245,33.03998321788459,1.5775142302696052,0.04224016328191823,-22.267639906034283
0.14,0.014014014014014014,26.775853334182862,3.0849255919175427,-13.063742310349902,-2.2106933363450363,8.041924472185032,9.55336919982818,26.885665345628503,14.610689168491145,6.405650901819928,-29.178446422961695,7.808377816636852,-31.743844598725165,19.815200912661087,17.936827087372016,-20.814646691165326,6.969181509113299,26.88266870334099,-7.145483290970547,-39.50937111659038,-2.1189531435883433,-8.138222447818656,17.132900868629225,-13.937688587835611,-34.337430207559045,33.040869026465444,1.5774372249097712,0.04192160865746567,-22.267460626624867
0.15,0.015015015015015015,26.776545528306077,3.08472955985595,-13.063872699840857,-2.2109855319860645,8.042037052932697,9.553439497197454,26.886321739145743,14.610998065990618,6.406029463972956,-29.179133318590516,7.808657122809864,-31.744175711536222,19.815604735172606,17.937003693413036,-20.815185077583152,6.96952885966448,26.883382110980115,-7.146027246853238,-39.5101965737503,-2.1190603528390213,-8.138400634212989,17.133077481352746,-13.938042517572613,-34.33826531716115,33.04177259926547,1.5773521073396835,0.04157857430469274,-22.267233218473283
0.16,0.016016016016016016,26.777249218037742,3.084515196327362,-13.063993685560302,-2.211295459405265,8.042146427094892,9.553501247304865,26.886986988500365,14.611308263646361,6.406426118277303,-29.179827303359257,7.808945572836726,-31.74448502211724,19.816009502096623,17.937167267098232,-20.81573221066028,6.969891324033195,26.884108532415816,-7.146600052815336,-39.51102478501772,-2.1191721772026204,-8.138580050443672,17.133242022118257,-13.938402115835073,-34.339111072651974,33.0426939792745,1.5772588955330868,0.04121107558675748,-22.266957703808572
0.17,0.017017017017017015,26.777964447829344,3.084282506538327,-13.064105276958886,-2.211623138184837,8.042252619823614,9.55355445824394,26.887661118346163,14.611619747038816,6.406840864388697,-29.180528333077763,7.809243192140138,-31.744772530311913,19.816415262862012,17.93731779168601,-20.816288116452867,6.970268909075037,26.884848029182894,-7.147201743909264,-39.51185580257103,-2.1192886324059463,-8.138760720931662,17.133394432672446,-13.93876744885561,-34.3399674858442,33.04363321093768,1.5771576070002837,0.040819128503338374,-22.266634105459993
0.18,0.018018018018018018,26.778691263353092,3.0840314965357796,-13.064207483318965,-2.2119685875454778,8.042355656999543,9.55359913896063,26.888344153957853,14.611932501755096,6.407273701623622,-29.181236362208807,7.80955000700205,-31.74503823560281,19.816822067581523,17.937455248765186,-20.81685282144855,6.970661622125925,26.885600663892607,-7.147832355628142,-39.512689680022596,-2.1194097349858643,-8.138942671353597,17.133534652705467,-13.93913858502161,-34.34083456858247,33.044590340153746,1.5770482587950811,0.04040274969075975,-22.266262446874293
