cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
0.0,0.0,0.0,0.0,0.0,0.050091342794069335,0.0,-0.01348267159947003,0.9933985189630383,0.0,0.0,0.0,0.0,-0.33280670473288765,0.0,0.0,0.04223885524602047,0.022704070910299533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6426693727278147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
