cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,initial_theta,delta_theta
0.0,0.0,0.47719867920383113,0.0,0.0,1.777008891111564,0.0,-22.552246360988185,100.27117098664363,0.0,0.0,0.0,0.0,-330.92516944211576,0.0,0.0,0.0,-145.61194332278302,-0.2495832712333748,0.0,0.0,1e-05
