cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.0019837015406176817,-0.0027233803722649624,0.0,0.0,0.0,0.0,0.01210522419189534,1.003279471712302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0156937027758115,-0.023170407001992462,0.0,0.0
