cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,initial_theta,delta_theta
0.0,-0.07137915134791145,0.0,9.527226228363764,0.0,-0.14919423540865878,0.0,0.0,9.049998884238533,0.0,0.0,0.0,0.0,-0.0758294133935596,0.0,0.0,0.0,-0.47721836599633405,0.0,0.0,-1.0,0.0001
