cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,initial_theta,delta_theta
0.0,-0.39248455083932793,0.0,50.07478421466609,0.0,-0.7837174458900673,0.0,0.0,0.07357732358004876,0.0,0.0,0.0,0.0,-0.38923182981975757,0.0,0.0,0.0,-50.0012580800385,0.0,0.0,-1.0,1e-05
