cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
3.001000975210404,2.994994970900044,0.10010010427568786,0.0,-0.5005004981534356,0.0,-0.9999999969040392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.01
