cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3,x^4,ax^3,bx^3,a^2x^2,abx^2,b^2x^2,a^3x,a^2bx,ab^2x,b^3x,a^4,a^3b,a^2b^2,ab^3,b^4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8375873962572881,0.38193951512860663,-0.3110661569081309,0.21494145683473254,0.07516819893375086,-0.5439573691638924,0.0,0.07085410339471064,-0.04372006898445689,-0.10169486648330113,0.0,0.0,0.0,0.0,0.0
