cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3,x^4,ax^3,bx^3,a^2x^2,abx^2,b^2x^2,a^3x,a^2bx,ab^2x,b^3x,a^4,a^3b,a^2b^2,ab^3,b^4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588726488065607,0.10622026549488281,-0.2939279985431433,0.17419539116768337,-0.21436502168923485,-0.31793607522268647,0.0,0.02847369783787226,-0.08019645102548849,-0.041717343967608365,0.0,0.0,0.0,0.0,0.0
