cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
1.599999978028335,5.999999988228439,0.14014014165450558,0.0,-0.30030029981045414,0.0,-0.999999999578925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
