cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
2.5816461718240644,5.5411418743853345,0.0,-0.7471548298380081,-0.3447286548263834,0.0,-1.190370771562009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
