cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
-0.09839369813178694,0.5858005246410779,0.4285704051450498,-0.9696058433440432,0.5879963344221083,0.0,1.066988871200615,0.42531310958370383,-0.05462042188197359,0.0,0.5134486980100886,-0.05794280546819605,0.0,0.0,0.0,0.0,0.005
