cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
0.5860800271507325,2.1146557522856795,0.0,0.9513586069936545,0.3359300325249425,0.028980075704634133,1.8113866906616762,0.3103732557627063,0.0,0.0,0.7023838326927774,0.0,0.0,0.0,0.0
