cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
1.801201245507331,4.74824827014205,0.2402402352194854,0.0,-0.3503503513301002,0.0,-0.9999999998452642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.01
