cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
0.13374220120930477,0.49935337358519805,0.8734121929128317,-0.8032663674535261,0.24841574457272317,-0.1590087371750704,0.8172887526288733,0.061643731951495445,-0.08804497370372232,0.0,0.5175795561348137,-0.11621275366605523,0.0,0.0,0.0,-1.0,0.005
