cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
19.342756703628165,-0.014180898555662243,40.29678728716564,8.06093254734857,0.0,0.0,0.0,1.7217725082721207,5.599374453772108,0.23057474671500924,0.0,0.0,0.0,0.050072570829401,0.0,0.0,-40.138544130875594,-2.9429962382290404,0.46920254904334985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03390185855919916,0.0,0.0,0.0,-20.906711393194914,-0.48123553006385145,0.23867055144768037,0.0,0.0,-1.0,0.0001
