cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
0.0,0.0019929525737354264,0.0,0.0,0.0,0.0,0.0,-0.003449064008387568,0.9964090962615716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028781746332229026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012416717521337753,-0.08975941546948207,0.0,0.0,0.0
