cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
0.0,0.0019889333220371543,-0.0034743529151068557,0.0,0.0,0.0,0.0,0.014165687008261832,0.9973201260516451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021351558814556144,0.001058383631281911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03205764296676612,-0.07701120426645877,-0.0043436807833345855,0.0,0.0
