cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
0.11056054203743446,0.4244526571328933,-0.047128087642100754,-7.129397008495387,0.0,-1.2360101633914329,0.0,-0.10732502760346613,0.0,0.2536795443734021,0.0,0.0,0.0,1.205515912489097,0.0,0.0,-0.06027098375954724,11.363235838398268,-0.5030927306666783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39195719044891875,0.0,0.0,0.0,0.10417414759779604,-4.233911464663156,0.24942002625854356,0.0,0.0,1.0,0.0001
