cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
0.08243759647438809,-1.4284177080170322,0.048990783937594325,8.027910498485689,0.0,-4.37457122918751,0.0,-0.09912792282324871,4.112741203203868,-0.07815848282993497,0.0,0.0,0.0,-4.459430252778591,0.0,0.0,0.0,-5.864653805607741,-0.16065063025485124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5152804208702335,0.0,0.0,0.0,0.0656251218738186,-1.9495206843333737,-0.08252256580843272,0.0,0.0,-1.0,0.0001
