cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
0.0,0.0019915644086992887,-0.0015231152914454735,0.0,0.0,0.0,0.0,0.011813233665997383,1.0009958336796718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04838830949629404,-0.020410844942531016,-0.0009760060210672921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053030639494054545,0.021861855166093132,0.004666137699418726,0.0,0.0
