cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
0.0,0.039308100721358576,0.0,-0.6604607787209876,0.0,-0.09970136878292163,0.0,0.0,-1.6942884421472486,0.0,0.0,0.0,0.0,0.08847294276331086,0.0,0.0,0.0,3.3930227683155074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02606523684010253,0.0,0.0,0.0,0.0,-1.0379227013244656,0.0,0.0,0.0,1.0,0.0005
