cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
0.5303644424344908,-0.05697213041007934,0.0,-0.32103980355154904,0.0,0.0,0.39872841224918126,0.0,0.0,0.0,-0.4064497166389071,-0.06962752978684107,0.0,0.0,0.0,-0.2537226230652191,0.0,0.0,0.0,0.0,0.0
