cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-51.01947424014783,-38.25929670484807,0.0,39.70929575766084,0.0,0.0,53.33545889313896,0.0,0.0,0.0,20.417352661803818,0.0,0.0,0.0,0.0,2.631410198093777,0.0,0.0,0.0,0.0,0.0
