cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-46.275398535544525,-33.675694757411755,0.0,36.4909619449066,0.0,0.0,47.6862601001595,0.0,0.0,0.0,17.989070886073083,0.0,0.0,0.0,0.0,2.2888556865472727,0.0,0.0,0.0,0.0,0.0
