cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-50.95284240448265,-39.86567264490377,0.0,38.94960423518905,0.0,0.0,54.44699343956811,0.0,0.0,0.0,21.278328673585055,0.0,0.0,0.0,0.0,2.791662054702624,0.0,0.0,0.0,0.0,0.0
