cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.10574857031355937,0.0,0.0,0.0,0.0,0.017724609661839492,0.0,-5.0,0.05
