cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.09674911870164693,0.0,0.0,0.0,0.0,0.02014077474797615,0.0,-5.0,0.05
