cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.20534042176947295,0.0,0.0,0.0,0.0,0.019499868941478267,0.0,-10.0,0.05
