cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.09637554476870032,0.0,0.0,0.0,0.0,0.020241762121861694,0.0,-5.0,0.05
