cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
-0.49861149447721237,0.5616066523806267,0.20863359556611016,-1.0959424865550034,0.09731260199347698,0.0,0.6704447175176562,0.19503861953005397,0.0,0.0,0.46451076243749934,0.0,0.0,0.0,0.0
