cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
1.8000000297432512,4.500000022456662,0.12012011810923659,0.0,-0.15015015116082994,0.0,-1.0000000018860462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
