cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
-0.3477981673818237,0.525278191496818,0.1888851210389535,-0.9252135148709675,0.10197938797802084,0.0,0.8505122271357927,0.19337811387310896,0.0,0.0,0.5188348148954253,0.0,0.0,0.0,0.0
