t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
0.0,0.0,-18.88857205662765,-12.797431205999855,-3.2975931799078677,-26.76463361658389,-20.216543325604682,38.502938264718175,23.490670825316673,-15.5105484077529,33.5355472945451,-6.421856815630918,-5.185530856755019,-33.6834220657167,-30.286138229273536,28.209137711641436,16.121970332999926,-22.96679439448999,25.278492309671417,-23.78707912700934,36.348964246249075,-13.042274660726738,14.073822583329743,28.525426480412698,-32.36507897647097,-21.44822124969187,4.7126339606892325,-0.15462597300277423,-2.2347162525462285,30.090042524840086,-25.888783483905605,14.468632457645262,-9.010410732158103,23.61599368360303,-34.5161882426796,-25.741692139459758,43.01472802477172,11.212495596853909,-5.180189524805384,-12.759537931489474,34.0358317225951
0.04,0.001001001001001001,-18.89008855181549,-12.79846018717705,-3.297865976205065,-26.76677802785953,-20.218169139321276,38.506017994441976,23.4925486019872,-15.511789354019578,33.538217817070496,-6.422378144765164,-5.185956368258386,-33.6861235759184,-30.28856177093974,28.21138543316918,16.123256781965342,-22.96863924589472,25.280503692547015,-23.788987994779905,36.351869882367424,-13.043324616265798,14.074940413544928,28.527701485350782,-32.36767586200117,-21.44994595131667,4.713009169450574,-0.15465058949267235,-2.2348992082316226,30.09243828335164,-25.89086226590624,14.46978015861504,-9.011141721993205,23.617873852159967,-34.51895058052748,-25.743762703136916,43.01816445988545,11.213388501678086,-5.180608247444692,-12.760562895606563,34.03855202288597
0.08,0.002002002002002002,-18.891614135163792,-12.799571921249349,-3.298066518323092,-26.76900500647161,-20.219876596383525,38.50899377591737,23.49441563879899,-15.512843189372909,33.54078673625501,-6.422941148526528,-5.186472170370483,-33.688822005054455,-30.290974560570707,28.213780160646728,16.124633543199554,-22.970484706634718,25.28250991896583,-23.790907590148834,36.3547121321372,-13.04446462878636,14.076007430999946,28.53001186509509,-32.370317580343425,-21.451651768586903,4.713569955160871,-0.15473955315380714,-2.2349853758145937,30.09476513029624,-25.893049198354163,14.470909252664095,-9.011671983841506,23.61972029245572,-34.521600909079545,-25.74588198297798,43.021529110875086,11.214283723822016,-5.181040240980057,-12.761557347351525,34.04137702184385
0.12,0.003003003003003003,-18.89314909773394,-12.800766108841133,-3.2981947781248895,-26.771314362879245,-20.221665582197062,38.511865721238095,23.496271414236436,-15.513710127833258,33.54325374673034,-6.423546018508695,-5.187078097511714,-33.69151674903401,-30.293376590501595,28.216322289416016,16.126100256765643,-22.9723310849796,25.284510862759095,-23.792837924362342,36.35749052967428,-13.045694882036761,14.077023343457002,28.53235812242507,-32.373003260338244,-21.453338744134605,4.714316960011056,-0.15489266611467442,-2.2349748204015287,30.09702353345701,-25.895344353105344,14.472020051754729,-9.012001871472396,23.621533236839515,-34.52413939436784,-25.748050692631768,43.0248212983029,11.215181094920435,-5.181485617238178,-12.762521130580282,34.04430706453521
0.16,0.004004004004004004,-18.894693750904867,-12.802042532217008,-3.298250655149101,-26.773705862420265,-20.223535973465545,38.51463386383869,23.498115389221454,-15.514390273763315,33.545618552096,-6.424192992223816,-5.187774036727745,-33.694207172216785,-30.295767897068266,28.219012273978937,16.127656566475643,-22.97417867321556,25.2865063300635,-23.79477903933261,36.360204631413666,-13.04701559221469,14.077987821038544,28.53474078672703,-32.37573205598812,-21.455006889785217,4.715250893279069,-0.1551097130786651,-2.2348676401315064,30.099213954509935,-25.897747813012785,14.473112870930443,-9.012131690556679,23.623312907564326,-34.526566189823555,-25.750269589686624,43.02804035781817,11.216080445785908,-5.18194448636003,-12.763454111576179,34.047342557771344
0.2,0.005005005005005005,-18.89624842637709,-12.803401055268578,-3.29823397659668,-26.776179224469193,-20.225487637599485,38.51729815852499,23.499947007113168,-15.514883621500882,33.54788086500121,-6.424882352926141,-5.188559927653999,-33.69689260765528,-30.298148560781428,28.221850627653026,16.12930211954593,-22.97602774772038,25.288496059096865,-23.796731007612173,36.36285401528643,-13.048427007844152,14.07890049603227,28.537160413885392,-32.37850314671856,-21.456656186780762,4.716372531716791,-0.15539046144323673,-2.2346639666581964,30.101336848096246,-25.90025967114982,14.474188028751048,-9.012061698678783,23.625059516550298,-34.5288814355317,-25.752539475252032,43.03118563950396,11.216981606376171,-5.182416956743262,-12.764356179048022,34.05048397046976
0.24,0.006006006006006006,-18.89781347618639,-12.804841623516223,-3.298144497245094,-26.778734121529432,-20.227520432057048,38.5198584814087,23.50176569374476,-15.515190055075633,33.55004040720957,-6.425614429472119,-5.189435762515981,-33.69957235732056,-30.300518706544032,28.224837922205744,16.13103656624693,-22.977878569027542,25.290479719883205,-23.79869393237417,36.365438280008554,-13.049929409646328,14.07976096263846,28.539617586198972,-32.381315737597774,-21.458286585958813,4.7176827198603775,-0.15573466142961334,-2.234363965663311,30.103392660973114,-25.902880029945447,14.475245847734751,-9.011792105507963,23.626773265181647,-34.53108525753302,-25.75486119353371,43.03425650730791,11.21788440576741,-5.182903134988535,-12.765227244137687,34.05373183403005
0.28,0.007007007007007007,-18.899389272726637,-12.806364264124905,-3.2979818992908387,-26.781370178260993,-20.229634203617053,38.52231462974432,23.503570857497945,-15.515309348008303,33.55209690964706,-6.426389596216154,-5.190401586164508,-33.70224569231199,-30.30287850391263,28.22797478746486,16.132859559547267,-22.97973138187919,25.29245691392703,-23.800667947398097,36.36795704448298,-13.051523110403764,14.080568776659506,28.542112912321333,-32.38416905951504,-21.45989800788719,4.719182370260144,-0.15614204622218666,-2.2339678374007184,30.105381831240646,-25.905609000231532,14.476286654808217,-9.011323073127945,23.62845434413649,-34.53317776717224,-25.757235631400132,43.03725233855725,11.218788672133574,-5.183403125850021,-12.766067240437035,34.0570867427242
0.32,0.008008008008008008,-18.9009762087811,-12.807969085932578,-3.297745792120955,-26.78408697044542,-20.231828787584337,38.524666321666984,23.505361889415745,-15.515241163191712,33.55405011243401,-6.427208272941185,-5.191457496144791,-33.70491185305114,-30.305228167403406,28.231261910902433,16.134770754752317,-22.981586415267675,25.294427173836894,-23.80265321706062,36.37040994731614,-13.053208454817264,14.081323455131436,28.544647027224137,-32.387062369317675,-21.4614903429543,4.720872463625614,-0.1566123321167696,-2.2334758172701554,30.1073047876433,-25.90844670020138,14.477310781765581,-9.010654716524916,23.63010293324915,-34.53515906049181,-25.75966371793817,43.04017252355853,11.219694232731861,-5.183917032190323,-12.766876124013875,34.06054935410113
0.36,0.009009009009009009,-18.902574697561622,-12.809656279489275,-3.297435712014212,-26.786884023889673,-20.23410400692752,38.52691319582987,23.507138163354426,-15.514985052853914,33.55589976490161,-6.428070924823162,-5.192603642798281,-33.70757004946043,-30.307567956843634,28.234700037189565,16.136769809137114,-22.983443882465462,25.296389962898438,-23.804649936330964,36.37279664645031,-13.054985819354808,14.082024475897137,28.547220592182523,-32.38999494990637,-21.463063451415056,4.722754048880674,-0.1571452186768338,-2.232888176419313,30.109161948944216,-25.911393254279034,14.478318565737403,-9.00978710423417,23.631719201404728,-34.53702921767039,-25.762146423995368,43.04301646528246,11.220600913894542,-5.184444954940058,-12.767653873446728,34.06412038940496
