t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0,0.0,-0.6891004454310519,16.2121886669558,0.9213130082316049,-3.519508690119511,-5.920103528503128,-33.80051866740537,-21.664116314973846,0.33685730004430225,-34.297408990474544,-36.60249431947252,35.45765249401586,16.08103244132998,40.5274127533846,-0.2356508773361975,27.582656089206953,-33.127397118383726,21.36514543214367,-16.383583943720087,39.652891588200085,15.057794265102709,40.99211624514576,-12.008101255213244,24.785583435293375,-20.31078288683116,37.62209790202751,-10.898648102554695,2.317375528927053,19.455507518630636,-7.880180292385335,-24.75237025898308,-32.841137487439866,13.96822873535011,-33.91569855043538,-19.290398190614948,-1.208884660736756
0.04,0.001001001001001001,-0.6891564318357671,16.213477288927322,0.921384273943418,-3.5198018908296937,-5.920578458455398,-33.80322554528841,-21.665860708029058,0.3368738665272456,-34.300153949509955,-36.60543369942092,35.46048013681839,16.082312415820336,40.530645076919114,-0.23567711423324866,27.584853442337135,-33.13005576116607,21.366842453506674,-16.384907053287083,39.656054041594,15.058998572608788,40.99538403731533,-12.009067066989635,24.787563898093676,-20.31241031311955,37.625096812462274,-10.899521944011,2.3175511821607078,19.45705788834015,-7.880820550162563,-24.754351012894457,-32.84377258570073,13.969340633375603,-33.91842308668632,-19.291942290716015,-1.2089877354387264
0.08,0.002002002002002002,-0.6890568007249562,16.214822305263436,0.9215600524046906,-3.5201690833378603,-5.921070595394492,-33.80588507855584,-21.667594910565523,0.3367272707637112,-34.30284189356984,-36.608403989926174,35.46325729789129,16.083572048628845,40.5339091790312,-0.23564358371889485,27.586991880271682,-33.13275098713762,21.368555744436232,-16.386268503787146,39.6592081017851,15.06019301862246,40.99860553290014,-12.009970616469428,24.789642769417238,-20.31401709579389,37.62814709780988,-10.900410644718344,2.31778827895581,19.45860375312197,-7.881489750283844,-24.75623953821599,-32.846483174375194,13.970424482930664,-33.92129234071289,-19.293501604142765,-1.2091497998280905
0.12,0.003003003003003003,-0.6888013376093997,16.21622314379018,0.921840892575964,-3.520609796786516,-5.921580104747857,-33.808497223491536,-21.66931869028764,0.3364176754992761,-34.30547290264193,-36.61140511346018,35.465983634136755,16.08481140947409,40.537204134490324,-0.23555034968896993,27.589071367174295,-33.13548270461412,21.37028529353504,-16.387667726167702,39.662353478565656,15.061377454586985,41.00178091044051,-12.010811856357725,24.791820170475543,-20.315603554904154,37.63124866639069,-10.901314157060122,2.318087015164412,19.460145014450667,-7.882187924815763,-24.758035660929913,-32.84926941413275,13.971479948822179,-33.92430574548726,-19.295076114213195,-1.2093710092002745
0.16,0.004004004004004004,-0.6883898433259744,16.217679192800922,0.9222273917706518,-3.521123548755469,-5.92210713441936,-33.81106195673012,-21.671031811684834,0.3359452948849212,-34.308047099715225,-36.61443697698985,35.46865880163376,16.08603056163945,40.5405289764069,-0.2353974780778048,27.591091879126925,-33.13825082235142,21.372031039618673,-16.38910413795803,39.66548987014852,15.062551724726843,41.00491033223022,-12.011590748924073,24.794096210525197,-20.317170013629298,37.63440147595708,-10.902232447975193,2.318447575657715,19.46168159395985,-7.882915108773619,-24.7597392400371,-32.85213145163384,13.972506726588419,-33.92746268689329,-19.29666580266852,-1.2096515141574538
0.2,0.005005005005005005,-0.6878221341467826,16.219189801082948,0.9227201957185718,-3.5217098455061033,-5.922651814885829,-33.81357927534523,-21.67273403623037,0.3353103945263769,-34.31056465095172,-36.61749947174108,35.471282455302216,16.087229561875144,40.54388269614182,-0.23518503648453729,27.59305340405501,-33.14105524936758,21.373792871264413,-16.390577143475724,39.66861696314853,15.063715666250244,41.007993944441026,-12.012307265774567,24.79647098662495,-20.31871679826666,37.63760553359979,-10.903165498915108,2.318870134024469,19.463213433303224,-7.883671339924207,-24.761350167117413,-32.85506941948447,13.97350454253447,-33.93076250298446,-19.298270649751846,-1.2099914605639654
0.24,0.006006006006006006,-0.6870980419329604,16.220754277953127,0.9233199986310997,-3.5223681822414687,-5.923214259283675,-33.81604919695546,-21.674425122593757,0.33451329161467414,-34.31302576588393,-36.620592472957135,35.473854248548335,16.088408460257522,40.547264243229144,-0.23491309378142866,27.594955941644393,-33.143895894768015,21.37557062635667,-16.39208613404892,39.67173443257394,15.064869109549631,41.011031877223985,-12.012961387618496,24.798944583381243,-20.320244238227428,37.64086089570693,-10.90411330577682,2.3193548522295635,19.46474049403551,-7.884456658579516,-24.762868365876276,-32.85808343617845,13.974473153768718,-33.934204483234865,-19.29989063428964,-1.2103909895006846
0.28,0.007007007007007007,-0.6862174143330766,16.22237189330385,0.9240275432668144,-3.5230980433820367,-5.923794563485059,-33.818471759848244,-21.676104826866894,0.33355435513669274,-34.315430697637694,-36.623715839651425,35.476373832891476,16.08956730000524,40.550672525313594,-0.23458171970457797,27.596799503249773,-33.14677266757362,21.377364091630135,-16.39363048825406,39.67484194182769,15.066011878399785,41.01402424478739,-12.013553104029581,24.801517072683005,-20.32175266603823,37.64416766797557,-10.905075878810266,2.319901880233281,19.466262757513537,-7.885271107381689,-24.76429379167802,-32.86117360602736,13.975412348241225,-33.93778786778735,-19.301525733775932,-1.2108502372183805
0.32,0.008008008008008008,-0.6851801150258136,16.224041877660554,0.9248436209963646,-3.523898902856961,-5.924392806163084,-33.820847023121715,-21.677772902804005,0.33243400616412866,-34.31777974317972,-36.62686941435445,35.478840857572905,16.090706117251816,40.55410640810503,-0.23419098442743214,27.598584111794498,-33.149685476552236,21.3791730022121,-16.395209572169147,39.67793914271848,15.067143790153173,41.016971145451265,-12.014082413201796,24.80418851342665,-20.32324241734886,37.64752600547611,-10.906053242500272,2.32051135557172,19.467780224817822,-7.886114731079605,-24.765626431066664,-32.86434001907853,13.976321944784852,-33.941511846702525,-19.303175924459012,-1.211369335090068
0.36,0.009009009009009009,-0.6839860240064086,16.225763422252026,0.9257690718651486,-3.524770224410615,-5.925009048845469,-33.82317506684483,-21.67942910207547,0.3311527182189334,-34.32007324358907,-36.630053022854845,35.48125496914678,16.09182494077423,40.55756471535151,-0.23374095811749743,27.600309801661503,-33.152634230053415,21.38099704116521,-16.39682273964224,39.68102567548168,15.068264655932161,41.01987266167804,-12.014549321699743,24.80695895123223,-20.32471383094614,37.65093611276929,-10.907045435422104,2.3211834028989853,19.469292916694894,-7.886987576297505,-24.766866301274565,-32.867582751021224,13.977201793159912,-33.945375559213126,-19.304841181430334,-1.2119484095623756
