t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.0,-1.40078676894397,24.61943136978391,13.117619214824863,6.5680448831953235,1.1380773157347859,25.037021606165236,-28.889858842731226,9.412891975044271,-18.852418668521757,8.67841495556604,16.713676761194126,-5.662540445848684,-35.57256821779877,-13.607203722371498
0.04,0.001001001001001001,-1.4008999331896526,24.621391916222205,13.118658260137034,6.568559481461495,1.138167215484245,25.039012988118795,-28.892176168784385,9.413639836661694,-18.853936982133472,8.679097786562263,16.715004423247816,-5.662994044556477,-35.57542146064718,-13.608301903291725
0.08,0.002002002002002002,-1.4010524831393227,24.623408142239406,13.119698289300109,6.569087236741509,1.138269944267282,25.04109700466447,-28.89459374474748,9.414464467364986,-18.85544159718195,8.679741415305363,16.716298005073,-5.663509498291169,-35.5783400362127,-13.609325730090845
0.12,0.003003003003003003,-1.4012444328445564,24.62547971465985,13.120739066881328,6.569628070119754,1.138385446160302,25.043273786474256,-28.897111642582853,9.415365800397591,-18.85693195049434,8.680345860736166,16.717557486964647,-5.664086514011677,-35.58132405109635,-13.61027522607146
0.16,0.004004004004004004,-1.4014757987274458,24.62760628852527,13.121780360381079,6.570181894163646,1.1385136582989737,25.045543456766953,-28.899729943207923,9.41634376243578,-18.858407468202206,8.680911142506602,16.71878285621663,-5.664724762466629,-35.58437361463717,-13.61115041676091
0.2,0.005005005005005005,-1.401746599518942,24.629787507110326,13.122821940361229,6.570748612973827,1.1386545106978792,25.047906130844293,-28.90244873639392,9.417398273516467,-18.859867565941126,8.681437280981829,16.719974107100423,-5.665423878074953,-35.58748883850789,-13.611951329856788
0.24,0.006006006006006006,-1.402056856189105,24.632023001942006,13.12386358057211,6.571328122242016,1.1388079260660549,25.050361915605414,-28.905268120656643,9.418529246952351,-18.861311649055228,8.681924297240853,16.721131240848614,-5.666183458799329,-35.59066983629193,-13.612677995184525
0.28,0.007007007007007007,-1.4024065918692679,24.634312392823414,13.124905058078026,6.5719203093165754,1.1389738196186505,25.05291090903972,-28.908188203138824,9.419736589234478,-18.862739112806914,8.682372213075578,16.72225426564328,-5.667003066013652,-35.593916723041524,-13.613330444666886
0.32,0.008008008008008008,-1.4027958317661242,24.63665528786233,13.125946153381145,6.572525053275902,1.1391520988849426,25.055553199698053,-28.911209099483795,9.42102019992239,-18.86414934259205,8.682781050988208,16.72334319660916,-5.66788222436572,-35.59722961481662,-13.613908712305168
0.36,0.009009009009009009,-1.4032246030677442,24.639051283505022,13.126986650543612,6.573142225009715,1.1393426635129498,25.058288866142277,-28.914330933700043,9.42237997152198,-18.86554171416084,8.683150834186923,16.7243980558116,-5.668820421636517,-35.60060862820439,-13.614412834171889
0.4,0.01001001001001001,-1.4036929348415306,24.641499964575797,13.128026337307777,6.573771687308356,1.139545405070907,25.06111797637331,-28.917553838016257,9.423815789351249,-18.866915593844634,8.683481586579736,16.725418872259198,-5.669817108597473,-35.60405387981906,-13.614842848414716
0.44,0.011011011011011011,-1.4042008579241252,24.64400090432276,13.129065005214354,6.574413294960183,1.13976020684587,25.064040587237788,-28.920877952726425,9.425327531394105,-18.86827033878896,8.683773332766446,16.72640568191113,-5.6708716988672565,-35.60756548578181,-13.615198795271406
0.48,0.012012012012012012,-1.4047484048032783,24.646553664470286,13.130102449718425,6.575066894857167,1.139986943639725,25.06705674381348,-28.924303426024558,9.426915068142447,-18.869605297193036,8.684026098028607,16.72735852768907,-5.671983568769686,-35.61114356118057,-13.615480717095432
0.52,0.013013013013013013,-1.4053356094916962,24.649157795278732,13.13113847030311,6.575732326108787,1.140225481562899,25.070166478773743,-28.927830413828566,9.4285782624267,-18.870919808556007,8.684239908317409,16.728277459493587,-5.673152057194462,-35.614788219509556,-13.615688658392028
0.56,0.014014014014014014,-1.4059625073928836,24.65181283561185,13.132172870590797,6.576409420164331,1.1404756778260723,25.073369811731215,-28.931459079592756,9.43031696923505,-18.87221320393022,8.684414790239382,16.729162534224976,-5.6743764654625055,-35.61849957208835,-13.615822665864307
0.6,0.015015015015015015,-1.4066291351590046,24.654518313012492,13.133205458451783,6.577098000943684,1.140737380530211,25.07666674856117,-28.935189594108504,9.432131035521634,-18.873484806181796,8.68455077103983,16.73001381580841,-5.675656057197753,-35.622277727460386,-13.615882788469117
0.64,0.016016016016016016,-1.4073355305407838,24.65727374378708,13.134236046110214,6.577797884976718,1.1410104284552465,25.080057280704825,-28.9390221352925,9.434020300003915,-18.87473393025879,8.68464787858389,16.730831375223254,-5.676990058207361,-35.62612279077079,-13.61586907748226
0.68,0.017017017017017015,-1.4080817322294783,24.66007863309939,13.13526445024717,6.578508881551368,1.1412946508477466,25.083541384453124,-28.94295688796204,9.435984592949568,-18.875959883467235,8.684706141335127,16.731615290536478,-5.678377656372331,-35.63003486312353,-13.615781586572705
0.72,0.018018018018018018,-1.4088677796909537,24.662932475074154,13.136290492100807,6.579230792870477,1.1415898672079343,25.087119020211436,-28.94699404359677,9.438023735953122,-18.877161965755338,8.684725588331572,16.732365646939986,-5.679818001550645,-35.63401404091777,-13.61562037188536
0.76,0.01901901901901902,-1.4096937129919014,24.665834752911056,13.137313997563398,6.579963414217495,1.1418958870764246,25.09079013174577,-28.951133800086268,9.440137541702716,-18.878339470006175,8.684706249159092,16.73308253679173,-5.681310205495065,-35.638060415163615,-13.61538549213201
0.8,0.02002002002002002,-1.410559572618245,24.668784939009562,13.138334797275173,6.580706534131116,1.1422125098210647,25.09455464541113,-28.955376361462836,9.442325813737298,-18.879491682339154,8.684648153922003,16.733766059660457,-5.68285334178782,-35.642174070777145,-13.615077008689953
0.84,0.02102102102102102,-1.4114653992857835,24.671782495105173,13.139352726714836,6.581459934588902,1.1425395244242793,25.098412469362675,-28.959721937618845,9.4445883461946,-18.88061788242057,8.68455133321084,16.73441632237389,-5.684446445794444,-35.64635508585502,-13.61469498570788
0.88,0.022022022022022022,-1.4124112337431323,24.674826872417555,13.140367626286654,6.582223391199963,1.1428767092713348,25.1023634927505,-28.96417074400794,9.446924923550297,-18.881717343783553,8.684415818067173,16.7350334390702,-5.686088514639116,-35.65060353092876,-13.614239490218514
0.92,0.023023023023023025,-1.413397116567025,24.677917511811046,13.141379341403978,6.582996673406737,1.143223831939956,25.10640758489881,-28.96872300132941,9.44933532034874,-18.882789334157767,8.6842416399454,16.73561753125255,-5.68777850720385,-35.654919468199004,-13.613710592257506
0.96,0.024024024024024024,-1.4144230879500534,24.681053843968037,13.142387722569127,6.5837795446959015,1.1435806489917406,25.11054459447045,-28.97337893519496,9.451819300925658,-18.88383311580913,8.684028830671409,16.73616872784651,-5.689515344153975,-35.65930295074998,-13.613108364988078
1.0,0.025025025025025023,-1.415489187480928,24.684235289575664,13.143392625449511,6.584571762818433,1.1439469057658385,25.114774348617715,-28.9781387757772,9.45437661912331,-18.88484794588995,8.683777422398043,16.73668716526013,-5.691297907992334,-35.66375402174471,-13.612432884830863
1.04,0.026026026026026026,-1.4165954539173489,24.68746125952625,13.144393910949873,6.585373080018831,1.1443223361753718,25.119096652120536,-28.983002757438943,9.457007017998516,-18.885833076799763,8.683487447557289,16.737172987446442,-5.693125043144704,-35.66827271360127,-13.611684231598419
1.08,0.02702702702702703,-1.417741924951598,24.690731155131918,13.14539144528059,6.586183243273489,1.1447066625070963,25.12351128651317,-28.987971118342646,9.459710229524074,-18.886787756557247,8.683158938809099,16.73762634596818,-5.694995556078901,-35.67285904715074,-13.610862488633822
1.12,0.028028028028028028,-1.4189286369689593,24.694044368353786,13.146385100021908,6.587001994538177,1.145099595224817,25.128018009200577,-28.99304410003906,9.462485974284068,-18.88771122918355,8.682791928986813,16.738047400064413,-5.696908215460107,-35.67751303077743,-13.609967742952785
1.16,0.029029029029029027,-1.4201556247991007,24.69740028204606,13.147374752184033,6.587829071004611,1.1455008327770881,25.13261655256581,-28.99822194703428,9.46533396116359,-18.888602735097393,8.682386451039086,16.738436316718886,-5.698861752344921,-35.68223465954212,-13.609000085388688
1.2,0.03003003003003003,-1.4214229214605514,24.700798270215397,13.148360284262981,6.588664205366017,1.145910061409745,25.137306623069783,-29.003504906334307,9.46825388703345,-18.8894615115223,8.681942537968293,16.73879327072976,-5.70085486041663,-35.68702391428904,-13.60795961073994
1.24,0.031031031031031032,-1.4227305578984315,24.704237698295813,13.149341584292111,6.589507126091624,1.1463269549838353,25.142087900344855,-29.008893226966215,9.471245436430431,-18.89028679290633,8.681460222765368,16.739118444780523,-5.702886196264207,-35.69188076073768,-13.606846417919035
1.28,0.03203203203203203,-1.4240785627155994,24.707717923439397,13.150318545889256,6.590357557709961,1.146751174799528,25.146960036283797,-29.014387159475035,9.474308281233728,-18.891077811354698,8.68093953834103,16.73941202951169,-5.704954379707502,-35.69680514856019,-13.605660610102706
1.32,0.03303303303303303,-1.425466961897398,24.711238294823055,13.15129106829937,6.591215221100838,1.147182369426603,25.15192265412576,-29.01998695539536,9.477442080338156,-18.891833797075627,8.680380517453397,16.739674223593095,-5.707057994171053,-35.70179701044566,-13.604402294882515
1.36,0.03403403403403403,-1.4268957785301981,24.714798153971454,13.152259056432628,6.592079833795842,1.1476201745421328,25.15697534754093,-29.02569286669678,9.480646479324822,-18.892553978839846,8.67978319263195,16.739905233796378,-5.709195587108919,-35.70685626115246,-13.603071584415273
1.4000000000000001,0.035035035035035036,-1.4283650325139505,24.7183968350963,13.153222420897887,6.592951110287173,1.1480642127759926,25.162117679715703,-29.0315051452021,9.48392111012991,-18.89323758445413,8.679147596097875,16.7401052750674,-5.711365670482867,-35.711982796549904,-13.60166859557263
1.44,0.036036036036036036,-1.4298747402689806,24.722033665452017,13.154181078031467,6.59382876234461,1.148514093564843,25.16734918244022,-29.037424041977435,9.487265590712292,-18.89388384124923,8.678473759680788,16.74027457059823,-5.713566721296187,-35.717176492650786,-13.600193450089193
1.48,0.037037037037037035,-1.4314249144372695,24.72570796570787,13.155134949921171,6.594712499340367,1.1489694130152541,25.17266935520025,-29.04344980669311,9.490679524720703,-18.89449197658265,8.677761714731856,16.740413351898365,-5.715797182185335,-35.722437204636265,-13.598646274708553
1.52,0.03803803803803804,-1.4330155635784896,24.729419050336496,13.156083964425479,6.5956020285815775,1.1494297537766456,25.178077664275435,-29.049582686954395,9.49416250116119,-18.895061218356613,8.6770114920334,16.74052185886483,-5.7180554620715105,-35.72776476587485,-13.597027201326538
1.56,0.03903903903903904,-1.4346466918610798,24.733166228018774,13.157028055187876,6.596497055650119,1.1498946849247411,25.183573541846055,-29.055822927601046,9.497714094065666,-18.895590795551687,8.676223121704986,16.74060033985083,-5.720339936874188,-35.73315898693729,-13.595336367131102
1.6,0.04004004004004004,-1.436318298748664,24.736948802064862,13.157967161646246,6.59739728474944,1.1503637618562434,25.18915638511049,-29.062170769974642,9.501333862162314,-18.8960799387764,8.675396633106137,16.740649051732532,-5.7226489502884945,-35.73861965460923,-13.593573914738183
1.6400000000000001,0.04104104104104104,-1.4380303786821351,24.74076607085124,13.158901229037284,6.598302419058062,1.1508365261954518,25.194825555415658,-29.068626451152696,9.50502134854869,-18.896527880833307,8.674532054735714,16.740668259973685,-5.72498081462822,-35.74414653090384,-13.591739992322927
1.68,0.04204204204204204,-1.4397829207577533,24.74461732827345,13.159830208395874,6.59921216108935,1.1513125057135565,25.200580377402797,-29.075190203148527,9.508776080368348,-18.8969338573019,8.67362941412811,16.740658238687594,-5.727333811736115,-35.74973935207645,-13.589834753745674
1.72,0.043043043043043044,-1.4415759084016178,24.748501864214223,13.160754056549406,6.600126213057155,1.1517912142613556,25.20642013817102,-29.081862252075883,9.512597568491868,-18.89729710713872,8.672688737746377,16.74061927069618,-5.72970619396296,-35.75539782764365,-13.587858358672097
1.76,0.044044044044044044,-1.4434093190409039,24.7524189650266,13.161672736106953,6.6010442772468805,1.152272151716152,25.21234408646108,-29.088642817277343,9.516485307203146,-18.897616873295135,8.671710050872438,16.74055164758562,-5.732096185216772,-35.76112163940913,-13.585810972686925
1.8,0.04504504504504504,-1.445283123772269,24.756367914031532,13.162586215443312,6.6019660563914995,1.1527548039435929,25.218351431861997,-29.095532110415515,9.52043877389186,-18.89789240335311,8.670693377494564,16.74045566975827,-5.734501982083324,-35.76691044049906,-13.583692767400697
1.84,0.04604604604604605,-1.4471972870278584,24.760347992029505,13.163494468677836,6.602891254052024,1.153238642775228,25.224441344043054,-29.10253033452609,9.524457428753037,-18.898122950179395,8.669638740192301,16.740331646480403,-5.736921755018959,-35.77276385440943,-13.581503920549002
1.8800000000000001,0.04704704704704705,-1.4491517662393623,24.76435847782547,13.164397475648038,6.603819575001888,1.1537231260025653,25.230612952013896,-29.109637683031853,9.52854071449463,-18.898307772598457,8.668546160019071,16.740179895925387,-5.739353649616537,-35.778681474068385,-13.579244616083706
1.92,0.04804804804804805,-1.451146511500595,24.76839864876651,13.16529522187793,6.604750725614685,1.1542076973884106,25.236865343415417,-29.11685433871675,9.532688056054088,-18.898446136084534,8.667415656382678,16.7400007452119,-5.741795787945098,-35.78466286091631,-13.576915044255685
1.96,0.04904904904904905,-1.4531814652290953,24.77246778129139,13.166187698541075,6.605684414254669,1.1546917866962774,25.243197563844188,-29.12418047265923,9.536898860324852,-18.89853731347314,8.666247246923982,16.739794530436775,-5.744246269963657,-35.79070754400682,-13.574515401688616
2.0,0.050050050050050046,-1.4552565618272586,24.776565151491234,13.167074902418303,6.606620351669402,1.1551748097386592,25.249608616213212,-29.131616243124064,9.54117251589377,-18.898580585692308,8.665040947394028,16.73956159670204,-5.746703175009293,-35.79681501913165,-13.572045891443421
2.04,0.05105105105105105,-1.4573717273435458,24.780690035680404,13.167956835850086,6.607558251383899,1.155656168444954,25.256097460151828,-29.13916179441193,9.545508392790415,-18.898575242513893,8.663796771529924,16.739302298135794,-5.749164563359493,-35.80298474797282,-13.569506723072967
2.08,0.05205205205205205,-1.4595268791343223,24.784841710976615,13.16883350668353,6.608497830095598,1.1561352509498273,25.26266301144756,-29.146817255666164,9.549905842249286,-18.898520583325134,8.662514730929816,16.7390169979065,-5.751628477868438,-35.80921615728529,-13.566898112666726
2.12,0.05305305305305305,-1.4617219255269132,24.789019455889242,13.16970492821396,6.609438808069472,1.156611431702798,25.269304141532775,-29.154582739636105,9.5543641964859,-18.898415917920747,8.661194834927285,16.738706068230247,-5.754092945676718,-35.81550863811347,-13.564220282885067
2.16,0.05405405405405406,-1.4639567654844705,24.793222550914727,13.170571119121094,6.6103809095325365,1.1570840715998243,25.276019677018965,-29.16245834139658,9.558882768487772,-18.898260567315674,8.659837090465562,16.73836989037066,-5.756555979993644,-35.82186154504515,-13.561473462982969
2.2,0.055055055055055056,-1.4662312882732775,24.7974502791379,13.17143210339975,6.611323863067046,1.1575525181376551,25.282808399281496,-29.170444137023186,9.563460851821294,-18.89805386457864,8.658441501971945,16.738008854631023,-5.7590155819511315,-35.82827419550628,-13.558657888822939
2.24,0.056056056056056056,-1.4685453731331268,24.801701926837982,13.172287910285096,6.612267402001585,1.1580161055917058,25.289669044097582,-29.178540182223152,9.568097720455489,-18.897795155686595,8.657008071232845,16.737623360338223,-5.761469742527805,-35.83474586910017,-13.555773802877006
2.2800000000000002,0.057057057057057055,-1.470898888951432,24.805976784097943,13.173138574172402,6.6132112647992995,1.158474155218196,25.29660030134029,-29.186746510921648,9.572792628603667,-18.89748380040004,8.65553679726989,16.73721381581818,-5.763916444541741,-35.84127580699466,-13.552821454217693
2.32,0.058058058058058054,-1.473291693941747,24.810274145415914,13.173984134531281,6.614155195442457,1.1589259754812786,25.303600814731265,-29.195063133803586,9.577544810583936,-18.89711917315918,8.654027676217554,16.736780638362344,-5.7663536647099525,-35.847863211360966,-13.549801098497934
2.36,0.05905905905905906,-1.475723635327385,24.814593310317164,13.174824635814398,6.615098943812537,1.15937086230586,25.310669181654838,-29.203490036811143,9.58235348069958,-18.8967006640008,8.652480701202776,16.736324254184954,-5.768779375772472,-35.85450724486766,-13.546712997919984
2.4,0.06006006006006006,-1.4781945490308417,24.818933583965233,13.175660127360624,6.616042266065019,1.1598080993567974,25.317803953036133,-29.21202717959731,9.587217833140242,-18.89622767949564,8.6508958622271,16.735845098370678,-5.7711915486785825,-35.86120703023342,-13.543557421193372
2.44,0.06106106106106106,-1.4807042593697444,24.823294277770646,13.17649066329262,6.616984924998047,1.1602369583451257,25.325003633285633,-29.220674493936063,9.592137041904868,-18.895699643705978,8.649273146051804,16.735343614812326,-5.773588154832463,-35.8679616498421,-13.540334643482066
