t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.0,0.0,33.256322345959376,7.731208991058258,21.015826593368754,-38.914242945646905,-27.953092536319986,23.269059058477847,13.585366190914154,-1.2159666740502748,31.98212199561532,-36.199907230366506,12.705713700286777,-20.62855558289392,0.4520304375632864,-37.87036771283406,4.233092937471854,-44.095237174759625,0.8252494692241839,24.973456432537084,-14.49191199063986,26.59826116161512,22.127734616540582
0.04,0.001001001001001001,33.258981586437436,7.731818528990326,21.017505729134815,-38.91736567738601,-27.955331269110108,23.27091690719134,13.58644833952454,-1.2160676284185608,31.984669094782678,-36.20280968765686,12.706729505895888,-20.630207619267445,0.45205479377169533,-37.8734072456273,4.233430573813503,-44.098769378809294,0.8253065906869916,24.975445876531648,-14.49307540091072,26.600387953093364,22.129500510453536
0.08,0.002002002002002002,33.261513504493735,7.732366713344489,21.019189599047525,-38.92047119788776,-27.95756650927348,23.272802614175045,13.587481603920711,-1.2161021875175992,31.987164639957598,-36.20574751703808,12.707826811396535,-20.631838354754944,0.45208381156734057,-37.876373253701274,4.233769819526903,-44.10231178641841,0.8253094085253279,24.977523447230443,-14.494233105970464,26.602508269346572,22.131265753151247
0.12,0.003003003003003003,33.26391843254641,7.73285401607674,21.020878186848652,-38.92356023585206,-27.959798396719247,23.27471638081101,13.588465840454461,-1.2160706189936246,31.989608389246033,-36.208720363520335,12.709005799042222,-20.633448070254406,0.45211768709818084,-37.879265609044786,4.234110680042463,-44.10586402124618,0.825257556745887,24.979689054228746,-14.495385293105999,26.604622438308475,22.133030230408814
0.16,0.004004004004004004,33.266196683310824,7.733280906047199,21.022571470420097,-38.92663349681266,-27.962027068956388,23.27665842612835,13.589400905925134,-1.2159731794374273,31.99200011383032,-36.21172789077711,12.710266631449153,-20.63503703011298,0.4521566096703101,-37.88208419149559,4.23445316500829,-44.10942571404579,0.8251506650552409,24.9819426177236,-14.496532131255352,26.60673076369269,22.134793827753562
0.2,0.005005005005005005,33.26834854991262,7.733647849082215,21.02426942183773,-38.929691663283165,-27.964252661126466,23.27862898689923,13.590286657538329,-1.2158101142617939,31.99433959785209,-36.21476978116033,12.711609451621918,-20.636605482370744,0.4522007616871534,-37.88482888864418,4.234797288284421,-44.11299650262284,0.8249883588474496,24.98428406854083,-14.497673771084367,26.608833525094507,22.136556430476848
0.24,0.006006006006006006,33.27037430604269,7.733955308041747,21.025972007428344,-38.932735394902146,-27.96647530603355,23.280628317738444,13.591122952866892,-1.2155816575870053,31.996626638288454,-36.217845735709815,12.713034382944976,-20.638153658992803,0.45225031859285403,-37.887499595750775,4.235143067938886,-44.116576031787936,0.8247702592025716,24.986713348128806,-14.498810345063738,26.610930978087552,22.13831792364701
0.28,0.007007007007007007,33.27227420615321,7.734203742891798,21.027679187829786,-38.9357653285768,-27.968695134171504,23.28265669120646,13.591909649814273,-1.2152880321343058,31.998861044821766,-36.22095547415723,12.714541529139948,-20.639681776089628,0.45230544881979884,-37.89009621567583,4.235490526245651,-44.12016395330379,0.824495982896374,24.98923040851914,-14.499941967546386,26.61302335431516,22.14007819212355
0.32,0.008008008008008008,33.27404848569434,7.734393610781656,21.029390918054258,-38.938782078624556,-27.97091227374864,23.284714397915778,13.592646606580317,-1.2149294491272724,32.00104263970331,-36.22409873492448,12.716130974188777,-20.641190034125675,0.45236631374022784,-37.892618658824134,4.235839689684457,-44.123759925826946,0.8241651424215511,24.991835212254475,-14.501068734845171,26.615110861576586,22.141837120572596
0.36,0.009009009009009009,33.27569736139085,7.734525366125702,21.031107147554803,-38.94178623691211,-27.973126850709928,23.286801746640506,13.593333681629536,-1.2145061082010364,32.003171257611186,-36.22727527511688,12.717802782222845,-20.642678618116285,0.45243306762186963,-37.89506684310271,4.23619058894264,-44.12736361484443,0.8237773460207739,24.994527732283437,-14.502190725310962,26.617193683907995,22.14359459348365
