t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,-0.20000568923479775,-4.766702678396048,22.632492282299943,-4.311706196209183,-24.820855014576754,-16.641661765604862,-27.88751982581217,35.94539650658275,14.663003703381966,-9.650098141918502,-9.680102083685288,43.9754901962535,-18.054905555473287
0.04,0.001001001001001001,-0.20002279570343945,-4.767089029859822,22.634293071817453,-4.312060881103397,-24.82284892171796,-16.643005138635388,-27.889751506351374,35.94826589535106,14.664167426455966,-9.650878150802386,-9.680883564006246,43.97900063307562,-18.056361300912812
0.08,0.002002002002002002,-0.19993682299636398,-4.7675276629459935,22.636087875841735,-4.312388232387599,-24.824840750420556,-16.644413557492896,-27.89196804271719,35.95117061385659,14.665301233366543,-9.65169944462975,-9.68177071139245,43.98258158287922,-18.05777034335402
0.12,0.003003003003003003,-0.19974788628702916,-4.768018677891905,22.637876948115213,-4.312688422987887,-24.826830640096798,-16.645886962288348,-27.89416986519084,35.954110845771346,14.666405179917621,-9.652562343848874,-9.682763470452329,43.98623392476637,-18.059132891919262
0.16,0.004004004004004004,-0.19945609151554491,-4.7685621747324,22.639660536352004,-4.312961640839866,-24.828818732052664,-16.647425289791435,-27.896357411890815,35.957086774082306,14.667479311383016,-9.653467176721183,-9.683861783796747,43.9899585558989,-18.060449138768295
0.2,0.005005005005005005,-0.19906153545400984,-4.769158253023589,22.641438882291258,-4.313208088912871,-24.83080516939354,-16.64902847344769,-27.898531129001388,35.96009858103585,14.668523662478925,-9.654414279413682,-9.685065592024086,43.993756391577186,-18.06171925910509
0.24,0.006006006006006006,-0.19856430579210363,-4.7698070115393545,22.643212221746953,-4.313427985239678,-24.832790096929386,-16.650696443388327,-27.90069147100675,35.96314644808015,14.669538257341829,-9.655403996089351,-9.686374833687175,43.99762836530912,-18.062943411198653
0.28,0.007007007007007007,-0.19796448124287727,-4.7705085479402864,22.644980784654066,-4.313621562951326,-24.83477366107932,-16.652429126432843,-27.902838900930792,35.96623055580551,14.670523109511711,-9.656436678995115,-9.687789445242235,44.00157542886848,-18.064121736417693
0.32,0.008008008008008008,-0.19726213166870762,-4.771262958414704,22.646744795111122,-4.313789070316635,-24.836756009775527,-16.65422644608437,-27.90497389058256,35.96935108388255,14.671478221920584,-9.65751268854704,-9.689309360980062,44.00559855234161,-18.065254359278992
0.36,0.009009009009009009,-0.19645731822740797,-4.772070337291435,22.64850447141908,-4.313930770785983,-24.838737292366446,-16.656088322517757,-27.907096920807355,35.97250821099828,14.672403586886263,-9.658632393412313,-9.69093451293966,44.00969872416138,-18.066341387509382
0.4,0.01001001001001001,-0.19555009353850855,-4.7729307766240225,22.650260026116527,-4.314046943038849,-24.840717659519164,-16.658014672560398,-27.90920848174349,35.9757021147899,14.673299186111393,-9.65979617058759,-9.692664830804498,44.013876951127294,-18.067382912121317
0.44,0.011011011011011011,-0.19454050186974417,-4.773844365746025,22.652011666011155,-4.314137881034632,-24.842697263120897,-16.660005409665725,-27.9113090730847,35.97893297177632,14.674164990687737,-9.661004405473248,-9.694500241781611,44.01813425841059,-18.068379007501946
0.48,0.012012012012012012,-0.19342857934380656,-4.77481119079708,22.653759592207546,-4.314203894066168,-24.844676256179515,-16.66206044387938,-27.91339920434812,35.98220095728738,14.67500096110575,-9.662257491943034,-9.696440670463717,44.02247168954317,-18.069329731515747
0.52,0.013013013013013013,-0.19221435416543928,-4.775831334219419,22.655504000131202,-4.314245306815393,-24.84665479272303,-16.66417968179799,-27.91547939514788,35.98550624539068,14.675807047269492,-9.663555832408607,-9.69848603867455,44.026890306388935,-18.070235125620727
0.56,0.014014014014014014,-0.1908978468689716,-4.776904874224517,22.65724507954887,-4.314262459410508,-24.84863302769793,-16.666363026520486,-27.91755017547412,35.988849008815954,14.676583188516945,-9.664899837878401,-9.700636265297593,44.031391189096304,-18.071095214998266
0.6,0.015015015015015015,-0.18947907058640476,-4.778031884229584,22.65898301458512,-4.314255707484005,-24.850611116866297,-16.668610377591925,-27.91961208597747,35.99222941887698,14.677329313645817,-9.666289928010237,-9.702891266088384,44.035975436030384,-18.071910008696708
0.64,0.016016016016016016,-0.1879580313361798,-4.779212432263632,22.66071798373524,-4.314225422230854,-24.85258921670162,-16.67092163093972,-27.921665678258837,35.99564764539097,14.678045340944946,-9.667726531157022,-9.70525095347058,44.04064416368339,-18.07267949978881
0.68,0.017017017017017015,-0.1863347283327697,-4.78044658034284,22.662450159874382,-4.314171990466128,-24.854567484283177,-16.673296678802192,-27.923711515164374,35.999103856595355,14.678731178231414,-9.66921008440491,-9.707715236315956,44.045398506561696,-18.07340366554321
0.72,0.018018018018018018,-0.1846091543172511,-4.78173438381501,22.66417971026306,-4.314095814681289,-24.85654607718895,-16.675735409649374,-27.925750171085514,36.00259821906199,14.679386722893529,-9.670741033603178,-9.710284019708501,44.0502396170479,-18.074082467610122
0.76,0.01901901901901902,-0.1827812959090206,-4.783075890672902,22.665906796548963,-4.313997313098342,-24.858525153386896,-16.67823770809595,-27.927782232263887,36.00613089760864,14.680011861939816,-9.6723198333851,-9.7129572046928,44.05516866523617,-18.0747158522214
0.8,0.02002002002002002,-0.1808511339788291,-4.784471140836287,22.66763157476514,-4.313876919721001,-24.860504871124572,-16.68080345480622,-27.929808297100944,36.00970205520782,14.680606472054208,-9.673946947178985,-9.715734688006844,44.060186838739085,-18.07530375040528
0.84,0.02102102102102102,-0.17881864404331382,-4.7859201654026045,22.669354195324555,-4.313735084381997,-24.862485388816896,-16.683432526390998,-27.931828976472058,36.0133118528928,14.681170419657635,-9.675622847208567,-9.718616361799455,44.06529534246419,-18.075846078216003
0.88,0.022022022022022022,-0.17668379668121031,-4.787422985866124,22.671074803011123,-4.313572272785586,-24.864466864932044,-16.68612479529629,-27.933844894044846,36.016960449660914,14.681703560976198,-9.677348014481838,-9.721602113332489,44.07049539835812,-18.07634273697864
0.92,0.023023023023023025,-0.17444655797142938,-4.788979613305622,22.672793536967163,-4.313388966544327,-24.86644945787531,-16.68888012968365,-27.935856686601454,36.02064800237398,14.682205742116198,-9.679122938767373,-9.724691824667957,44.075788245116435,-18.076793613549366
0.96,0.024024024024024024,-0.17210688995318144,-4.790590047540568,22.6745105306774,-4.313185663209102,-24.868433325870836,-16.691698393302058,-27.937865004364458,36.02437466565587,14.682676799146236,-9.68094811855716,-9.727885372340257,44.08117513785699,-18.077198580591585
1.0,0.025025025025025023,-0.16966475110832713,-4.792254276255952,22.676225911949526,-4.312962876291356,-24.870418626841115,-16.69457944535121,-27.939870511326045,36.02814059178719,14.68311655818666,-9.682824061014866,-9.731182627013645,44.08665734775459,-18.07755749686816
1.04,0.026026026026026026,-0.16712009686612617,-4.7939722740959025,22.6779398028914,-4.312721135276473,-24.87240551828412,-16.697523140336042,-27.941873885580087,36.03194593059705,14.683524835506626,-9.684751281908436,-9.734583453125135,44.0922361616347,-18.077870207550173
1.08,0.02702702702702703,-0.16447288013054623,-4.795744001726346,22.679652319884916,-4.312460985627183,-24.874394157147947,-16.700529327912356,-27.943875819656636,36.03579082935184,14.683901437629105,-9.68673030552583,-9.738087708512962,44.097912881523804,-18.07813654454257
1.12,0.028028028028028028,-0.1617230518302809,-4.797569404867055,22.681363573556624,-4.3121829887758265,-24.876384699702896,-16.70359785272341,-27.945877020858397,36.039675432641076,14.684246161444099,-9.688761664572679,-9.741695244030785,44.103688824153885,-18.078356326827066
1.16,0.029029029029029027,-0.1588705614916089,-4.799448413293488,22.683073668745195,-4.311887722104313,-24.878377301410794,-16.706728554227272,-27.94787821159861,36.0435998822602,14.684558794330423,-9.690845900050558,-9.745405903147773,44.10956532041861,-18.078529360822724
1.2,0.03003003003003003,-0.15591535783420762,-4.801380939808985,22.684782704465775,-4.311575778910523,-24.88037211679148,-16.709921266514865,-27.949880129739785,36.0475643170904,14.684839114286396,-9.692983561114481,-9.749219521534762,44.11554371477844,-18.078655440764628
1.24,0.031031031031031032,-0.15285738939000984,-4.803366879187923,22.686490773871316,-4.311247768359911,-24.882369299286324,-16.713175818118437,-27.951883528932623,36.05156887297535,14.685086890069776,-9.695175204908212,-9.753135926636604,44.121625364611944,-18.078734349101055
