t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,3.3594989706732585,-38.86454708423606,24.92266388627335,-5.935341155634928,-10.247642984866191,31.442619959989646,15.839246438752008,-15.653830356601071,3.4723052570831525,-0.34423274399055537,34.14643418130639,25.09024347770548,17.489110519854933,1.0347420939839245,4.886483823531456,34.55526713010007,6.419735386911187,-19.674666153514607,-18.079811830528058,-28.2902347401926,-40.06181066388962,-8.091496434219223,-10.185822119423921,-18.265630215214603,-40.23264207652887,-25.638519447231385,14.576042120620057,20.86198618374766,6.312602880246301,31.53387880488379,9.889631272110144,30.57882794038779,25.411256244431673,-5.904927085829335,-33.770727059646056,-12.16816268638358,11.180475925568416,10.984987110472376,5.125578648219941,-19.668775243587298,2.8230724467965995,-11.14681682671312,34.99262037094512,25.382262310612447,15.360428424876662,-22.699837043202496,-21.17435882341625,-38.144391095788194
0.04,0.001001001001001001,3.3597577209365292,-38.86765855311235,24.92464790149818,-5.935823483167665,-10.248468398804585,31.4451341132646,15.840507807375328,-15.655086856535684,3.4725812461863366,-0.3442684619158543,34.149165187152086,25.09224162427954,17.490497854495338,1.034824863565183,4.8868622737391565,34.55802379196898,6.4202412794818375,-19.6762402156047,-18.08125850528548,-28.292504553484683,-40.065020633543895,-8.09214434035198,-10.186649221766213,-18.267094390722754,-40.23586182648903,-25.64057829965494,14.577203397830578,20.86364278699865,6.313102022961215,31.536390708858324,9.890413893615252,30.58126858548246,25.41328897823881,-5.905411320052656,-33.77343579629934,-12.169140982685102,11.181370163004619,10.985863007943829,5.125985665696465,-19.67035733174939,2.823290627148268,-11.147719042295313,34.995417602010306,25.38428797738477,15.361654969104434,-22.70166252231738,-21.17605811478841,-38.14744526014786
0.08,0.002002002002002002,3.360031039808966,-38.87072484333102,24.926642185462704,-5.936298626336256,-10.249292109284243,31.44759667982014,15.841794119237822,-15.656387566763485,3.4729624225397218,-0.3443747257972428,34.15189135903216,25.094199182856926,17.491966193430283,1.034885750323926,4.887126341955553,34.560927648528924,6.420759562748906,-19.677778688894882,-18.082696991481445,-28.294749867886647,-40.06819940052744,-8.092803676731222,-10.187467188678587,-18.26864932443263,-40.239081647459805,-25.642635578131678,14.5783738778985,20.86536518666341,6.313488208181358,31.538785563147115,9.891192028841935,30.58367780788818,25.415304480435825,-5.905922676089562,-33.77604830156199,-12.170135254735667,11.182304579267957,10.986838059157682,5.126409172381617,-19.671977133354186,2.8235303756826005,-11.148821931115682,34.99817669833217,25.386246278524006,15.362944409167797,-22.703309017404454,-21.177776952835853,-38.150509769036404
0.12,0.003003003003003003,3.3603188163087276,-38.87374637646762,24.92864710371992,-5.936766412470934,-10.25011401460858,31.45000690325285,15.843105401489328,-15.657732684991622,3.4734486124098582,-0.3445513189393061,34.15461282609811,25.09611609736774,17.493515702627974,1.0349251643269923,4.8872761025085225,34.56397874546149,6.421290207164172,-19.67928105166364,-18.084127464958538,-28.296971335359927,-40.07134777431919,-8.09347452300452,-10.188276037249372,-18.27029476732645,-40.24230070577082,-25.64469088715644,14.579553359234927,20.867153598165782,6.313761181438614,31.541063042847053,9.89196591616731,30.586055293489764,25.417302839111073,-5.906461509310049,-33.77856426808091,-12.171145270124354,11.18327869114033,10.987911667404742,5.126848929815473,-19.673634758474435,2.8237917339836125,-11.150125304494093,35.00089802861055,25.388137662202585,15.3642968640847,-22.704776609995402,-21.179515507681753,-38.15358396853843
0.16,0.004004004004004004,3.3606209741652204,-38.87672359219024,24.93066299458878,-5.937226688080278,-10.250934021849803,31.452364033050472,15.844441723536365,-15.659122409631909,3.4740396628104313,-0.3447980478017888,34.15732971405574,25.09799228524383,17.49514651319639,1.0349434773447976,4.887311705295477,34.56717713349043,6.421833107347041,-19.68074679604767,-18.085550122019995,-28.299169585418348,-40.07446654198752,-8.094156947419298,-10.189075793251547,-18.27203044708183,-40.245518129841535,-25.64674386152741,14.580741638297845,20.869008248939064,6.313920713394955,31.54322281349945,9.892735809395825,30.588400717997423,25.419284122090932,-5.907028209333378,-33.780983386775034,-12.172170803579943,11.18429201349199,10.989083199840639,5.127304692866799,-19.675330325039447,2.824074747828927,-11.15162894791356,35.00358199410987,25.389962584711505,15.365712491251918,-22.706065321702166,-21.18127395287785,-38.15666724102577
0.2,0.005005005005005005,3.360937471702513,-38.87965694789516,24.93269016853652,-5.937679319069904,-10.251752046935938,31.45466732495647,15.845803196870566,-15.660556939670903,3.4747354412946785,-0.34511474207917153,34.16004214509944,25.09982763733516,17.496858721097073,1.0349410230837104,4.887233375569845,34.57052286788341,6.422388081976024,-19.682175428444502,-18.08696517956585,-28.301345225442486,-40.07755646815942,-8.09485100673898,-10.189866491159155,-18.273856067815878,-40.248733010694835,-25.648794166236662,14.581938509632659,20.87092937849299,6.313966599997067,31.54526453083879,9.893501977519634,30.590713747123154,25.421248376703492,-5.907623199810255,-33.78330534689773,-12.17321163709623,11.185344059435248,10.990351988056855,5.127776209802557,-19.677063958539296,2.8243794674228355,-11.153332620053456,35.00622902853079,25.391721510078202,15.367191486887664,-22.707175113897815,-21.183052465222378,-38.15975900505555
0.24,0.006006006006006006,3.3612683017517337,-38.88254691837389,24.93472890749891,-5.938124190987749,-10.252568014697674,31.456916041305924,15.847189974908568,-15.662036474514327,3.4755358357441146,-0.34550125478338345,34.162750237870895,25.101622017826738,17.498652386827036,1.0349180973867278,4.887041413696905,34.57401600795525,6.4229548736257005,-19.68356646992034,-18.088372875263566,-28.303498840963595,-40.080618294987,-8.095556746160671,-10.190648174147954,-18.275771309839094,-40.25194440244396,-25.650841496389567,14.583143765913361,20.872917238489162,6.313898662610778,31.547187840550183,9.894264704532867,30.592994036758146,25.423195629534014,-5.9082469382354,-33.785529836103784,-12.17426756010672,11.186434340456778,10.991717328631967,5.1282632223167735,-19.678835791716615,2.8247059476405414,-11.155236051726758,35.00883959792182,25.39341490967499,15.368734086553806,-22.708105887384317,-21.184851224529492,-38.16285871526202
0.28,0.007007007007007007,3.361613491592386,-38.885393995510746,24.936779464137928,-5.938561209295484,-10.253381858874848,31.459109451332367,15.848602252843616,-15.663561213805973,3.4764407541539475,-0.3459574623299765,34.16545410744296,25.103375264156472,17.50052753506804,1.0348749584024644,4.886736194878704,34.57765661657234,6.423533148549951,-19.684919456622808,-18.08977346775317,-28.305630995917024,-40.083652742109884,-8.096274199234536,-10.19142089408041,-18.277775829419536,-40.25515132275234,-25.652885577153683,14.584357197984408,20.87497209282476,6.313716748135371,31.548992378034928,9.89502428929972,30.595241233150247,25.42512588617267,-5.908899915790688,-33.78765654052035,-12.17533836970827,11.187562366528681,10.993178483662957,5.128765465518535,-19.680645964245603,2.825054248283573,-11.157338944723634,35.011414200630654,25.395043261817552,15.370340565758294,-22.708857482046486,-21.186670413350065,-38.1659658622422
0.32,0.008008008008008008,3.3619731029225495,-38.888198688010135,24.938842061036425,-5.938990299665555,-10.254193522082295,31.461246831445184,15.850040267509284,-15.665131357221174,3.4774501244155758,-0.34648326462807316,34.16815386532923,25.105087186934398,17.502484154302653,1.034811826722412,4.8863181688476764,34.58144475965783,6.424122496412294,-19.686233940198186,-18.09116723688695,-28.307742232865067,-40.08666050661265,-8.097003387784989,-10.192184711475026,-18.27986925855786,-40.25835275326599,-25.654926163737738,14.585578594903447,20.87709421772435,6.313420729097787,31.550677768183483,9.895781045476282,30.597454973080602,25.427039130955116,-5.909582657219213,-33.789685144821185,-12.17642387093312,11.188727646198528,10.99473468127642,5.129282667878915,-19.68249462239794,2.8254244343463757,-11.15964097056407,35.01395336729478,25.396607051352937,15.372011240638647,-22.70942967649146,-21.188510216643756,-38.169079972434936
0.36,0.009009009009009009,3.3623472318579886,-38.890961521152846,24.94091688982933,-5.939411408303334,-10.255002955734861,31.463327465477004,15.851504297255719,-15.666747104234924,3.4785638940965504,-0.34707858517439044,34.170849619520006,25.10675756986366,17.50452219639648,1.0347288854863657,4.885787859528429,34.585380505697145,6.424722429964214,-19.68750948821285,-18.092554484003717,-28.309833073189104,-40.089642262976035,-8.097744321833838,-10.192939695459993,-18.282051204773882,-40.26154764001821,-25.656963041401355,14.586807743984984,20.879283901839642,6.313010503726679,31.552243625155274,9.89653530148615,30.59963488403854,25.4289353266965,-5.910295720730766,-33.79161533230351,-12.177523877068753,11.189929686658598,10.996385116119644,5.129814551136597,-19.684381918695248,2.825816576294121,-11.162141769162675,35.01645766087108,25.39810676923642,15.373746468727438,-22.709822187673204,-21.190370821402073,-38.17220060799319
