t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,3.3058644851623957,40.0626308498387,-35.81894920630353,4.131702849988876,37.38551215764034,-11.708983302596854,-19.605219736752606,-29.25277228435447,-22.231375702529288,38.300839952467676,-34.5137693815742,-35.46521986965838,24.877793479540728,16.7867191168976,-23.716084119696692,-14.923459791631958,24.86088162339702,-29.648180276377587,40.840093487465765,28.129163283911083
0.04,0.001001001001001001,3.3061287291340604,40.06583495966732,-35.821825049583694,4.132023997453524,37.388493127105946,-11.709929374886014,-19.606797473439403,-29.25512383026851,-22.233156498176893,38.30390290814008,-34.51653615740091,-35.46806834910045,24.87977701274728,16.7880503194957,-23.717984859865265,-14.924664583613627,24.862870220238385,-29.65056095408834,40.843349943525936,28.1314035277495
0.08,0.002002002002002002,3.306313893215995,40.06907369037874,-35.82465148641465,4.132375179279786,37.3914408309346,-11.710971877382198,-19.608342209335596,-29.257415115762647,-22.23489181864134,38.30698529158269,-34.51931002185468,-35.470935346081156,24.881825877555205,16.78930861394261,-23.719998252338428,-14.925920178708514,24.864946682854892,-29.652870551419923,40.84658077972229,28.133643633306953
0.12,0.003003003003003003,3.306419761777165,40.07234655237081,-35.82742833193039,4.132756128116254,37.3943553523955,-11.712110345704188,-19.609853925651684,-29.259646352159404,-22.236581924631867,38.31008692854751,-34.52209086522771,-35.47382069313304,24.88394046705618,16.79049410201532,-23.722124385695665,-14.927226662646987,24.86711156368251,-29.655108995418413,40.849785787182476,28.135883453890255
0.16,0.004004004004004004,3.30644611810589,40.075653047791846,-35.830155406888096,4.133166564056628,37.397236789488,-11.713344283361476,-19.61133259277289,-29.261817766116398,-22.238227085099012,38.313207649302484,-34.52487857764332,-35.47672422562497,24.886121153095626,16.79160689168823,-23.724363358857772,-14.928584110271906,24.86936541701704,-29.657276210193114,40.852964756287825,28.13812284483002
0.2,0.005005005005005005,3.3063927442432903,40.07899267051993,-35.83283253755141,4.133606194521518,37.40008525502683,-11.714673161271074,-19.612778170271014,-29.26392959945394,-22.239827577281485,38.31634728867834,-34.527673049070096,-35.47964578180298,24.888368285771755,16.79264709716878,-23.72671528030288,-14.92999258552077,24.871708798355503,-29.65937211672815,40.85611747647185,28.140361663330633
0.24,0.006006006006006006,3.306259420822793,40.082364906142914,-35.8354595555757,4.134074714141305,37.4029008767205,-11.716096417242758,-19.614190606930666,-29.265982108989395,-22.241383686754073,38.31950568611699,-34.530474169334475,-35.48258520282721,24.890682192914042,16.793614838935387,-23.729180267226027,-14.931452141406012,24.874142263692786,-29.661396632703994,40.85924373601873,28.142599768319492
0.28,0.007007007007007007,3.30604592691572,40.08576923193925,-35.83803629789537,4.134571804640037,37.40568379724264,-11.717613455434018,-19.615569840789888,-29.267975566378144,-22.242895707476332,38.32268268572177,-34.5332818281319,-35.48554233280447,24.893063179541468,16.794510243777513,-23.73175844464149,-14.932962819993802,24.876666368773016,-29.663349672328998,40.86234332186202,28.144837020295604
0.32,0.008008008008008008,3.305752039882952,40.089205116859866,-35.84056260661346,4.135097134720308,37.40843417429631,-11.719223645776156,-19.616915799195244,-29.26991025796101,-22.24436394184187,38.325878136309875,-34.53609591503653,-35.48851701881604,24.89551152730099,16.795333444837702,-23.73444994442705,-14.934524652381691,24.879281668295114,-29.665231146181032,40.86541601938382,28.147073281177768
0.36,0.009009009009009009,3.305377535232654,40.092672021511255,-35.84303832889367,4.135650359949103,37.41115218067114,-11.720926323373067,-19.618228398871466,-29.271786484617902,-22.245788700727918,38.32909189146725,-34.53891631950966,-35.491509110940264,24.89802749388677,16.796084581655457,-23.73725490430939,-14.936137658675463,24.881988715072072,-29.667040961059303,40.86846161221458,28.149308414152436
0.4,0.01001001001001001,3.3049221864840357,40.096169398140056,-35.845463316854946,4.136231122644569,37.41383800429305,-11.7227207878744,-19.61950754600576,-29.27360456162749,-22.24717030354497,38.33232380960635,-34.54174293090684,-35.49451846226945,24.90061131244079,16.79676380021275,-23.74017346678987,-14.937801847965558,24.88478805914352,-29.668779019846443,40.87147988203375,28.151542283521472
0.44,0.011011011011011011,3.304385765037102,40.09969669061922,-35.8478374274688,4.136839051763702,37.416491848266574,-11.72460630282488,-19.620753136346856,-29.2753648185326,-22.248509078286176,38.335573754026974,-34.5445756384839,-35.4975449289207,24.90326319093561,16.79737125298104,-23.74320577800992,-14.93951721830346,24.88768024684121,-29.670445221380945,40.87447060837152,28.15377475454991
0.48,0.012012012012012012,3.303768040048348,40.10325333443609,-35.85016052245943,4.137473762790933,37.41911393090959,-11.726582094991771,-19.621965055318956,-29.27706759901109,-22.24980536157624,38.33884159298051,-34.547414331401804,-35.50058837004014,24.905983311540023,16.79790709896958,-23.746351986555343,-14.941283756678443,24.89066581980715,-29.672039460340038,40.87743356841175,28.15600569331392
0.52,0.013013013013013013,3.3030687783123294,40.106838756682535,-35.85243246820696,4.1381348576276045,37.42170448578028,-11.728647353672518,-19.62314317815072,-29.278713260751847,-22.251059498719474,38.34212719973785,-34.55025889873057,-35.503648647799984,24.90877182996863,16.798371503774874,-23.74961224219892,-14.943101438995079,24.893745313964136,-29.67356162713309,40.880368536796475,28.158234966549085
0.56,0.014014014014014014,3.3022877441490404,40.11045237604739,-35.854653135653656,4.138821924482349,37.424263761696224,-11.730801229984799,-19.62428737001941,-29.280302175335596,-22.252271843746758,38.34543045266131,-34.55310922945221,-35.50672562738812,24.911628874816316,16.79876463963107,-23.752986694580695,-14.944970230051924,24.896919258438594,-29.675011607805608,40.88327528543191,28.160462441499202
0.6,0.015015015015015015,3.301424699297018,40.1140936028114,-35.85682240021352,4.139534537762368,37.42679202274541,-11.733042836141339,-19.62539748621036,-29.28183472812015,-22.25344275946104,38.348751235280666,-34.5559652124629,-35.509819176989524,24.914554546878822,16.799086685461155,-23.756475491825476,-14.946890083521804,24.90018817443567,-29.676389283953934,40.88615358329644,28.162687985765714
0.64,0.016016016016016016,3.3004794028120865,40.11776183884497,-35.85894014168522,4.140272257965634,37.42928954828906,-11.735371244711967,-19.626473372291947,-29.283311318129694,-22.25457261748107,38.35208943637368,-34.55882673657436,-35.51292916775909,24.917548918460657,16.799337826928678,-23.76007877909715,-14.948860941934148,24.903552574066673,-29.677694532650726,40.88900319625059,28.16491146715795
0.68,0.017017017017017015,3.2994516109716527,40.121456477608845,-35.86100624416855,4.141034631574054,37.43175663295607,-11.737785487875554,-19.6275148643062,-29.28473235794773,-22.25566179828303,38.35544495005127,-34.561693690514645,-35.516055473785315,24.92061203267179,16.799518256489897,-23.7637966970895,-14.950882736659775,24.907012959129055,-29.6789272263813,40.89182388684922,28.167132753544355
0.72,0.018018018018018018,3.2983410771844524,40.12517690415807,-35.8630205959845,4.141821190947618,37.43419358662887,-11.74028455666458,-19.62852178897522,-29.286098273613206,-22.2567106912397,38.3588176758475,-34.56456596292835,-35.51919797204433,24.923743902714644,16.799628173446084,-23.76762938045338,-14.952955387898605,24.910569819839264,-29.680087232990946,40.89461541415612,28.169351712704813
0.76,0.01901901901901902,3.2971475519056543,40.12892249514936,-35.86498308959906,4.142631454219597,37.436600734420594,-11.742867400205276,-19.629493963923586,-29.287409504519445,-22.257719694656867,38.362207518814564,-34.56744344237639,-35.522356542343715,24.92694451116302,16.79966778399584,-23.77157695616019,-14.955078804670736,24.914223633518933,-29.681174415643266,40.89737753356129,28.171568212184287
0.8,0.02002002002002002,3.295870782557219,40.13269261885225,-35.866893621550865,4.143464925192833,37.43897841664331,-11.74553292495634,-19.630431197916902,-29.288666503315344,-22.258689215806516,38.365614389622976,-34.57032601733541,-35.52553106725558,24.930213809234797,16.799637301287166,-23.775639541801837,-14.957252884811316,24.917974863235056,-29.682188632789686,40.90010999660092,28.173782119147877
0.84,0.02102102102102102,3.2945105134534165,40.13648663516414,-35.868752092382834,4.144321093237217,37.44132698876719,-11.74827999394946,-19.63133329111661,-29.289869735808406,-22.259619670956557,38.36903820466692,-34.57321357619696,-35.528721432038395,24.933551716060336,16.799536945469118,-23.77981724382742,-14.959477514969695,24.921823956394903,-29.683129738150186,40.902812550780375,28.17599330023752
0.88,0.022022022022022022,3.293066485731404,40.140303895629565,-35.8705584065778,4.14519943318841,37.44364682137039,-11.751107426034924,-19.632200035351254,-29.2910196808691,-22.26051148539665,38.37247888617504,-34.57610600726653,-35.53192752454705,24.936958117948617,16.79936694374282,-23.784110155717173,-14.961752570613271,24.92577134329668,-29.683997580705366,40.90548493940036,28.17820162143043
0.92,0.023023023023023025,3.291538437286774,40.144143743463935,-35.87231247249834,4.146099405247942,37.44593830007953,-11.754013995135795,-19.63303121440429,-29.29211683033603,-22.261365093459773,38.37593636232653,-34.57900319876249,-35.53514923513056,24.94043286765341,16.799127530411628,-23.78851835609437,-14.964077916036508,24.929817435637077,-29.684792004699947,40.90812690138639,28.18040694789951
0.96,0.024024024024024024,3.2899261027139826,40.14800551358198,-35.874014202330834,4.147020454884763,37.44820182550048,-11.756998429514207,-19.633826604318582,-29.293161688921433,-22.26218093853921,38.37941056737267,-34.58190503881516,-35.53838645651701,24.94397578364178,16.79881894693019,-23.79304190677614,-14.96645340437556,24.933962624977067,-29.68551284965781,40.910738171121785,28.182609143875855
1.0,0.025025025025025023,3.2882292132515833,40.151888532631105,-35.8756635120338,4.1479620127383985,37.45043781313942,-11.760059411053517,-19.634585973717638,-29.29415477411642,-22.262959473100505,38.38290144176375,-34.58481141546595,-35.541639083685126,24.947586649367476,16.798441441952264,-23.797680850764298,-14.968878877628946,24.938207281167546,-29.686159950408644,40.913318478284374,28.184808072513537
