t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,-32.00334187423965,1.4782593110117566,-35.678601791158485,-6.535213544835085,-1.2190685141672977,-6.665138535217984,36.23353304184996,-3.3197990436600184,-16.379629588301682,-16.345181808213848,13.055494979657176,28.15447964264027,-23.79629032887012,-12.340795801698754,13.560493820860378,-5.107183379418666,-14.028686171838222,4.128603513202473,20.917628096509787,-33.06477588735093,31.5478505864351,-27.474039183294586,13.544341013979055,0.1597278983395427,28.280217521867925,16.960495904820824,-2.707603972055367,-35.88635123075664,-8.880176018356563,-20.03699190938816,-27.282261917712045,36.99607352713023,15.037527763271857,-9.539784482255495,-3.249110326826965,-19.77861717811459,32.985885267528026,5.604293578159246,1.1568705586233152,19.309698439690848,22.81316183749354,-23.056183861062134,34.11507968482605,-30.24771239884508,1.203882535700367,30.751018037189056,-25.779723438243533,36.01683299860131
0.04,0.001001001001001001,-32.00591357370228,1.4783741365500083,-35.68146344971096,-6.535743456444361,-1.2191738773121261,-6.665683420140981,36.236431106864956,-3.320073822459746,-16.38094551467878,-16.346492903312758,13.05653689984974,28.156725569695062,-23.798195896302197,-12.341786100644176,13.561575979634743,-5.107599467807356,-14.02981774713141,4.12892986516646,20.919298757796987,-33.06742875025814,31.550365983476677,-27.47624010209375,13.545420134863374,0.15973073259067375,28.28247806613064,16.961848934463447,-2.7078302398922833,-35.88922465819387,-8.880892518076342,-20.038600525898925,-27.28444467660527,36.999030295824525,15.038719891107705,-9.540558852322082,-3.2493773608104912,-19.78020155855638,32.98851879082751,5.604737007264897,1.1569514622576869,19.31123976976667,22.814975542018793,-23.05803348530712,34.11780220536895,-30.250141160423926,1.2039697050937779,30.753465962315744,-25.78178639969246,36.019710092355304
0.08,0.002002002002002002,-32.00839868881395,1.4784495536622884,-35.68428509190425,-6.536289650546812,-1.2193638341517454,-6.666182956291147,36.23918958554663,-3.320266228631356,-16.382320715823663,-16.347813451909495,13.057605095175601,28.158991454171414,-23.800089809821383,-12.342712097336566,13.562779930840414,-5.108109960393281,-14.030853870373887,4.129381811575963,20.920741716673565,-33.07007584908864,31.55279878733077,-27.47848726864927,13.54647888349864,0.15974707055881007,28.284623980590705,16.963328295138027,-2.708044984690383,-35.89199944024859,-8.881558249106439,-20.040255056557587,-27.286818118128814,37.00174204685486,15.039852490762254,-9.541351261930046,-3.2496024584564887,-19.781816109446396,32.99111514239878,5.605203449153978,1.1570468441141402,19.312882052773475,22.816927188787396,-23.05992942061302,34.120524525576585,-30.252443644659717,1.2041277593902118,30.755916598427252,-25.783796723806358,36.02259805188368
0.12,0.003003003003003003,-32.01079693326293,1.4784856758456915,-35.68706552772676,-6.536852114096861,-1.2196381035053183,-6.666637199054099,36.241809087341274,-3.3203765126628015,-16.383755529503325,-16.349143177891847,13.058699206278792,28.161277705860186,-23.801972137918302,-12.34357368215308,13.564105402237914,-5.108714732339423,-14.031794481714783,4.1299590214792765,20.921957236842772,-33.07271682716081,31.555148280404286,-27.480780591607136,13.547517823409603,0.15977671377891664,28.286654650917143,16.964933882277915,-2.7082484650031606,-35.894675155156726,-8.882172952352745,-20.04195494881074,-27.289381868165805,37.00420820514858,15.040925627688951,-9.542162005894827,-3.2497857424699155,-19.78346085461999,32.99367426431654,5.605693062793563,1.1571567776418041,19.314625060459445,22.819016924676212,-23.061872239097895,34.123246381457136,-30.254620743555833,1.2043563979290788,30.75837059788045,-25.785755037727522,36.025496950293274
0.16,0.004004004004004004,-32.01310803207131,1.4784826257348698,-35.68980359013534,-6.537430808725599,-1.2199964435260633,-6.667046165857927,36.244290215121595,-3.3204048866574043,-16.385250298791885,-16.35048182489129,13.059818857797682,28.163584733446417,-23.80384293876389,-12.344370736087457,13.565552047323774,-5.109413681246055,-14.032639555543748,4.130661080467442,20.92294555321096,-33.075351329381945,31.557413790083615,-27.483119985542913,13.548537527515741,0.1598194809677115,28.28856951680896,16.966665581425005,-2.7084409630855752,-35.89725138698084,-8.882736383810498,-20.04369966194674,-27.292135463278242,37.00642824349288,15.041939367747785,-9.542991401423345,-3.2499273034702036,-19.78513581813543,32.996196131200925,5.606205967656666,1.15728133207956,19.316468550317243,22.821244850485524,-23.06386248775163,34.12596749889948,-30.256673303599424,1.2046552976851,30.76082862199669,-25.787661925582636,36.028406878327935
0.2,0.005005005005005005,-32.015331721027174,1.4784405349851606,-35.69249813546288,-6.538025670577358,-1.2204386512173981,-6.667409836268815,36.24663356470354,-3.320351524041709,-16.386805372162293,-16.351829156641532,13.060963658319166,28.165912943977133,-23.805702260279443,-12.345103130600235,13.567119445365146,-5.110206727169686,-14.033389099476175,4.1314874907624235,20.923706871282178,-33.07797900189224,31.559594688483912,-27.48550537051445,13.549538577892568,0.15987520822353424,28.29036807112735,16.968523268336366,-2.708622784532759,-35.89972772478313,-8.883248313748116,-20.045488666844076,-27.295078349578322,37.00840168079343,15.042893776874084,-9.543839788168407,-3.2500272001483217,-19.786841023903804,32.998680750218305,5.606742243736918,1.157420571928158,19.318412265058658,22.82361102109147,-23.065900688332096,34.12868759336664,-30.25860212614694,1.205024113426306,30.763291341272996,-25.78951792842884,36.0313279442269
0.24,0.006006006006006006,-32.01746774613538,1.4783595441516968,-35.6951480438401,-6.5386366101725235,-1.2209645619557654,-6.6677281520742255,36.24883972440766,-3.320216559321489,-16.38842110358513,-16.353184957341007,13.062133200303961,28.168262742307547,-23.807550140225093,-12.345770727509025,13.568807101387407,-5.111093812620948,-14.03404315334987,4.132437671319016,20.924241366751165,-33.08059949172319,31.56169039219331,-27.487936671642107,13.550521565545605,0.15994374920467005,28.29204985904306,16.970506808955868,-2.7087942579315527,-35.90210376184664,-8.883708525964655,-20.04732144568698,-27.298209881584654,37.010128080617946,15.043788920788487,-9.544707528289642,-3.2500854594516992,-19.788576495294254,33.00112816104889,5.607301931588678,1.1575745564621989,19.320455932093076,22.8261154455191,-23.067987337275415,34.131406369563734,-30.26040796776625,1.2054624778763325,30.765759435580456,-25.791323544199,36.03426027358289
0.28,0.007007007007007007,-32.01951586308808,1.478239802563945,-35.697752219633514,-6.539263512295989,-1.221574049021335,-6.6680010173536,36.250909274664245,-3.320000087884954,-16.390097852633847,-16.354549032019225,13.063327059983258,28.170634530525934,-23.80938660630703,-12.346373378918837,13.570614446116103,-5.112074902541636,-14.03460178823521,4.133510957944102,20.924549185292854,-33.08321244647039,31.56370036201463,-27.49041381871691,13.551487090195941,0.1600249752869056,28.293614477202006,16.97261605925067,-2.708955734524502,-35.90437909494724,-8.884116817121418,-20.04919749165017,-27.30152932106971,37.01160705002938,15.044624864746876,-9.545595006520635,-3.2501020767960975,-19.790342254715874,33.003538435820616,5.607885032392014,1.1577433392824168,19.322599263010225,22.828758086938073,-23.070122905620025,34.13412352108125,-30.262091540535014,1.2059700018810016,30.768233594349322,-25.793079227644505,36.03720400920013
0.32,0.008008008008008008,-32.021475836756345,1.4780814681951067,-35.700309591901124,-6.5399062359108235,-1.2222670231377246,-6.668228298536512,36.25284278766141,-3.3197021658524393,-16.39183598459572,-16.355921206906842,13.06454479722696,28.173028707357542,-23.81121167630392,-12.346910927192486,13.572540835875019,-5.113149984261013,-14.03506510546055,4.134706603437052,20.92463044254683,-33.0858175139809,31.565624102706945,-27.4929367458368,13.552435760076264,0.16011877570101657,28.295061572912047,16.974850864912693,-2.7091075878859403,-35.90655332367888,-8.884472996148226,-20.051116308554665,-27.305035835905525,37.012838238713314,15.045401673329112,-9.54650263024189,-3.2500770163036368,-19.792138323177586,33.00591167900855,5.608491508042204,1.15792696790859,19.324841953067818,22.831538862583333,-23.072307838944045,34.13683873001507,-30.263653512294955,1.2065462745791655,30.770714516740348,-25.794785390274136,36.04015931095245
0.36,0.009009009009009009,-32.02334744070414,1.477884707525813,-35.70281911486762,-6.540564614096815,-1.2230434320218224,-6.668409824448228,36.25464082703531,-3.3193228099720864,-16.393635870587698,-16.3573013298093,13.065785955383763,28.17544566754799,-23.81302535821291,-12.347383204961288,13.5745855524425,-5.114319067431446,-14.035433235654398,4.136023777755279,20.92448522429521,-33.088414342055344,31.567461162729334,-27.495505391071166,13.553368191736178,0.16022505765081038,28.29639084335357,16.977211060925352,-2.709250213609793,-35.908626049834275,-8.884776883724815,-20.053077410496464,-27.308728498915226,37.013821338402934,15.046119410265336,-9.54743082955928,-3.250010211066314,-19.79396471982739,33.00824802729911,5.6091212812635725,1.158125483413296,19.3271836806846,22.834457643603475,-23.0745425573155,34.13955166656438,-30.26509450686149,1.2071908635777702,30.773202911801828,-25.796442400287784,36.04312635564134
