t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0,0.0,32.68554279615909,-32.73145025461998,-10.260640935866137,-1.900417848978328,-24.37817111465884,-2.6983144558816616,1.6105691271282854,-20.735682916414223,-8.066711481715302,-17.400160649200163,39.93840742744881,-20.809495817345237,-11.297480711874766,39.00395649648349,32.03196709917622,36.59272373337336,19.9744720030128,20.267444393359103,17.22690868722081,17.014306516214702,4.360297140520675,-9.69625351206056,11.55472921190767,2.444385421069531,-16.54578564429623,32.73841010421274,-15.572153993940004,-17.904420473685335,-37.30589731900196,-27.73529634083684,27.57279265285813,-8.28719631133624,38.80761837035573,-28.420866412871952,-27.8241598415178,-31.219666861382898
0.04,0.001001001001001001,32.68815356036669,-32.7340687753484,-10.261463569452797,-1.9005795988044503,-24.38012646994203,-2.698531360928838,1.6106936915337557,-20.73735079081659,-8.067359989840645,-17.401563555556308,39.941590003766024,-20.81116744959209,-11.298391714785614,39.00707081349585,32.0345247999108,36.595642248638846,19.97606146777571,20.26905488310553,17.2282765671154,17.015666126958784,4.360634665778866,-9.697037162260623,11.555651201689852,2.4445743975561998,-16.54712165809831,32.741023202429446,-15.573409958020186,-17.905855018907822,-37.30889101942709,-27.737517311487366,27.57499099901784,-8.287860942063217,38.81071301050954,-28.42315072910813,-27.826389554861347,-31.22217672733059
0.08,0.002002002002002002,32.69075587891894,-32.7368761896812,-10.262323634728563,-1.9008031544488084,-24.382001318742702,-2.698786584838586,1.610752337197006,-20.739091090517984,-8.068022489719857,-17.40293668606595,39.94468311298837,-20.81290710731021,-11.299197003627166,39.01035665617955,32.03725974193219,36.598579806607,19.97768690558454,20.270723460795402,17.229650801147063,17.01696964993213,4.361027824802406,-9.697867725471168,11.556575923555174,2.444797981785811,-16.548452781199718,32.7436272618034,-15.574551740620985,-17.907303035168958,-37.31192479165971,-27.73974291879461,27.577168803892192,-8.28851768497871,38.81383034289961,-28.42553988909157,-27.82866715314271,-31.22462522719493
0.12,0.003003003003003003,32.69335024084019,-32.73987211685223,-10.263220852083284,-1.9010884742339909,-24.38379501085595,-2.6990808744462176,1.610745481021422,-20.740904006560125,-8.068699704123235,-17.404279636659627,39.94768629784295,-20.814715333037842,-11.299895957637217,39.01381333362197,32.04017199493074,36.601536694347736,19.979348319775283,20.27245099177754,17.23103073795539,17.018216420699787,4.361476346713156,-9.698745258167465,11.55750343789114,2.4450561466418472,-16.549778639948784,32.746221741722735,-15.57557930181228,-17.908764290613846,-37.31499850968229,-27.74197280383105,27.579326049090138,-8.289166966041643,38.81697047797268,-28.428033897246333,-27.830992436583575,-31.227012359411027
0.16,0.004004004004004004,32.695937152833814,-32.743056129874546,-10.264154920727576,-1.901435516285787,-24.385506894131748,-2.6994149743695397,1.6106735800697751,-20.742789716164058,-8.069392411222795,-17.405591994993948,39.95059918283103,-20.816592697180962,-11.300487941468434,39.01744007650316,32.04326158825943,36.60451319799294,19.981045750730797,20.27423836865493,17.23241569700572,17.019405742263462,4.36197990003285,-9.699669826585946,11.55843380910579,2.4453488863293438,-16.55109886196351,32.7488061341836,-15.576492643408386,-17.91023854006891,-37.318112042526174,-27.744206619753584,27.581462721686417,-8.289809245022063,38.82013355247827,-28.430632750749325,-27.833365213245038,-31.229338118202325
0.2,0.005005005005005005,32.69851713967705,-32.746427754911004,-10.265125517766416,-1.9018442386628294,-24.38713631466737,-2.6997896270595314,1.610537131876079,-20.744748382724072,-8.070101445367134,-17.406873339800764,39.95342147452579,-20.818539798368636,-11.300972305168154,39.02123603650803,32.04652851018946,36.60750960239848,19.98277927622147,20.276086511854494,17.233804968687362,17.020536884393472,4.362538092184455,-9.700641506817329,11.559367105313308,2.4456762164297072,-16.55241307633465,32.751379964396634,-15.57729180940435,-17.911725524993763,-37.3212652541323,-27.746444032055265,27.583578814227955,-8.290445016043279,38.823319729511695,-28.433336438480975,-27.8357852991783,-31.231602493442654
0.24,0.006006006006006006,32.70109074466922,-32.74998647060321,-10.266132297230417,-1.9023145995105768,-24.388682617005532,-2.7002055728767473,1.6103366747821044,-20.74678015580417,-8.07082769788709,-17.408123240201775,39.95615296189515,-20.820557263831862,-11.30134838417925,39.02520028571312,32.0499727070953,36.61052619079703,19.984549011764063,20.27799637022381,17.235197814415276,17.02160908292193,4.36315046898043,-9.701660384892012,11.560303397986209,2.4460381739299346,-16.553720913812512,32.7539427914106,-15.577976886472538,-17.913224973411424,-37.32445800319376,-27.748684718821824,27.585674324752635,-8.291074808178124,38.826529198562355,-28.436144939901197,-27.83825251856461,-31.233805470503874
0.28,0.007007007007007007,32.703658530133985,-32.75373170736306,-10.267174889066826,-1.902846557239986,-24.390145144338295,-2.700663550192302,1.610072788296349,-20.748885171136962,-8.071572117931748,-17.40934125498956,39.95879351664995,-20.82264574980536,-11.301615499363283,39.02933181595388,32.05359408257191,36.61356324444176,19.986355110998726,20.279968921654305,17.236593466735886,17.022621538997456,4.36381651409747,-9.702726556857295,11.561242761573132,2.446434817225128,-16.55502200697725,32.75649420875359,-15.578548004518977,-17.91473659981645,-37.32769014298028,-27.75092837099302,27.587749256819897,-8.291699186099477,38.82976217556728,-28.43905822385164,-27.840766703843514,-31.235947030088766
0.32,0.008008008008008008,32.70622107797633,-32.75766284663149,-10.26825289809253,-1.9034400707312247,-24.391523238716577,-2.701164295512251,1.6097460934730563,-20.751063550624995,-8.072335713334377,-17.41052693187603,39.96134309361742,-20.824805941951837,-11.301772957047126,39.0336295381784,32.057392496486884,36.61662104224101,19.98819776608443,20.282005173730344,17.23799112943789,17.023573418301645,4.3645356485373,-9.703840128845902,11.562185273081274,2.4468662260931278,-16.556315990392253,32.75903384509198,-15.579005337298732,-17.9162601050605,-37.3309615211445,-27.753174692628846,27.589803619552555,-8.292318750785167,38.833018902970174,-28.44207624728536,-27.843327695828588,-31.238027148048864
0.36,0.009009009009009009,32.70877899029507,-32.76177922010951,-10.269365902911462,-1.9040950995627839,-24.392816241265233,-2.7017085436241524,1.6093572533086926,-20.753315402344565,-8.073119551507787,-17.411679806709316,39.96380173113944,-20.82703855580805,-11.30182004909424,39.03809228179456,32.06136776397102,36.61969986038411,19.990077208112787,20.28410616440372,17.23938997766877,17.02446385022754,4.365307230073036,-9.705001217135289,11.563131011622326,2.447332501640002,-16.557602500740376,32.761561364907635,-15.579349103089452,-17.917795176214817,-37.334271979510184,-27.755423401180654,27.591837427689107,-8.292934140277426,38.83629964978591,-28.445198953925317,-27.845935343809654,-31.240045795186795
