t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,0.0,-20.154540546515086,2.0408806324601256,30.704637220217045,15.464013365091105,-16.09070155537078,34.35813300102443,-22.136526206887098,-8.212393700811287,-25.335435448196723,-26.069431567073103,29.70000434194032,-29.472067805334902,17.588538637668993,-4.3202684445806145,13.45963175483002,-4.1712791121037505,1.9058880907904072,-24.375686689429678,36.55663218297083
0.04,0.001001001001001001,-20.156156664102166,2.0410376877103658,30.707088024104642,15.465240032053858,-16.091996141732345,34.360881335347244,-22.138306041154344,-8.213054029509724,-25.337465595563636,-26.07151901130248,29.70237174917186,-29.474435832480633,17.589941497559924,-4.320625260386855,13.460706035698278,-4.171613199172938,1.906029533403079,-24.377645885589097,36.55954991663523
0.08,0.002002002002002002,-20.157704713540156,2.041226614709015,30.709597245258337,15.466492312358717,-16.09334628229135,34.363619655120864,-22.140199407510895,-8.213641295704027,-25.339555718811663,-26.07367361296462,29.70476411294831,-29.476780199946777,17.59133801552462,-4.320984323270224,13.461747966411735,-4.171893492152296,1.9061713042246717,-24.37960123368311,36.5624512040091
0.12,0.003003003003003003,-20.159184836889573,2.0414469757043,30.712164848118135,15.467770488863716,-16.094751943440357,34.366347814072505,-22.142205986891742,-8.214155549816713,-25.341705839271707,-26.07589511534,29.707181705059064,-29.479100928728567,17.592728287055568,-4.321345726065248,13.462757669402746,-4.172120073754613,1.9063130602351555,-24.381553181041568,36.56533648341915
0.16,0.004004004004004004,-20.160597176713424,2.0416983219510603,30.714790789742004,15.469074851054943,-16.096213096680607,34.36906566468818,-22.144325407003628,-8.21459684962846,-25.34391597425865,-26.078183253218654,29.709624797906596,-29.481398046937045,17.594112403202036,-4.3217095547935696,13.463735260614618,-4.172293049123115,1.9064544550807463,-24.38350216928956,36.56820618409679
0.2,0.005005005005005005,-20.16194187603145,2.0419801937101334,30.717475019526162,15.47040569509222,-16.097729718548763,34.371773058140555,-22.14655724245127,-8.21496526044939,-25.346186136911268,-26.080537752701492,29.712093664555766,-29.483671589902666,17.595490450651923,-4.322075888684581,13.464680849428257,-4.172412545813161,1.9065951390709055,-24.385448634451397,36.57106072645977
0.24,0.006006006006006006,-20.163219078287494,2.0422921202496855,30.72021747892278,15.471763323862271,-16.099301790528834,34.37446984421509,-22.148901014874184,-8.215260855308491,-25.3485163360153,-26.0829583309942,29.71458857878022,-29.485921600282317,17.596862511815168,-4.322444800203588,13.465594538593738,-4.172478713771351,1.9067347591753008,-24.38739300704879,36.573900522390545
0.28,0.007007007007007007,-20.16442892732983,2.0426336198489006,30.723018101155436,15.473148047039446,-16.10092929894935,34.37715587123451,-22.151356193095264,-8.21548371516094,-25.350906575809894,-26.085444696193957,29.7171098151059,-29.488148128169577,17.598228664908756,-4.322816355087542,13.466476424166657,-4.172491725311791,1.9068729590210254,-24.389335712193414,36.57672597551118
0.32,0.008008008008008008,-20.1655715674042,2.0430041998044906,30.725876810932636,15.474560181153986,-16.102612234865916,34.379830985981734,-22.153922193282344,-8.215633929113016,-25.353356855777758,-26.087996547069178,29.719657648851626,-29.490351231207903,17.599588984043304,-4.323190612388352,13.46732659544916,-4.17245177508918,1.9070093788903917,-24.39127716967391,36.57953748145468
0.36,0.009009009009009009,-20.166647143159373,2.043403356440496,30.728793524159823,15.476000049667872,-16.104350593929226,34.382495033621545,-22.156598379124198,-8.215711594664311,-25.355867170419344,-26.090613572832517,29.72223235616676,-29.492530974706508,17.60094353931125,-4.323567624523796,13.468145134935531,-4.1723590800683725,1.9071436557196355,-24.393217794037508,36.58233542813249
0.4,0.01001001001001001,-20.167655799665017,2.043830575121881,30.7317681476502,15.477467983058252,-16.106144376238646,34.385147857620915,-22.159384062022397,-8.215716817966884,-25.35843750901137,-26.093295452907427,29.72483421406592,-29.494687431758543,17.60229239687664,-4.323947437336045,13.468932118262234,-4.172213879489984,1.9072754230988875,-24.395157994666405,36.585120195998044
0.44,0.011011011011011011,-20.16859768244165,2.0442853302724378,30.734800578834857,15.478964318908465,-16.10799358618149,34.38778929966825,-22.16227850130066,-8.215649714101,-25.36106785535008,-26.09604185668853,29.7274635004607,-29.49682068336128,17.60363561906653,-4.32433009015781,13.469687614162307,-4.172016434831608,1.9074043112737833,-24.39709817584901,36.58789215830603
0.48,0.012012012012012012,-20.16947293750247,2.044767085397537,30.73789070547256,15.480489402006654,-16.109898232258065,34.39041919959169,-22.165280904433306,-8.215510407367063,-25.363758187479604,-26.098852443296153,29.730120494188423,-29.49893081853788,17.604973264464014,-4.324715615886118,13.47041168442403,-4.171767029764135,1.907529947149101,-24.39903873684621,36.590651681367255
0.52,0.013013013013013013,-20.170281711406826,2.0452752931122804,30.741038405359703,15.482043584451974,-16.111858326892676,34.393037395276494,-22.168390427294625,-8.215299031593315,-25.366508477405844,-26.101726861325332,29.732805475037818,-29.501017934460343,17.606305388002845,-4.325104041063723,13.471104383853767,-4.171465970102643,1.9076519542948265,-24.400980071952862,36.59339912479874
0.56,0.014014014014014014,-20.17102415132512,2.0458093951756178,30.74424354604088,15.483627225768375,-16.113873886230646,34.39564372258173,-22.171606174430917,-8.215015730458838,-25.36931869079629,-26.10466474858966,29.735518723771676,-29.503082136573163,17.60763204106371,-4.325495385968136,13.471765760242922,-4.171113583751295,1.9077699529550616,-24.402922570554562,36.5961348417689
0.6,0.015015015015015015,-20.17170040511489,2.0463688225310013,30.74750598452057,15.485240693025927,-16.11594492992155,34.39823801525635,-22.174927199357132,-8.214660657831391,-25.37218878666627,-26.10766573186034,29.738260522146373,-29.505123538717257,17.608953271572123,-4.325889664708286,13.472395854338933,-4.17071022064164,1.9078835600601987,-24.404866617179962,36.59885917923749
0.64,0.016016016016016016,-20.17231062140784,2.046952995354168,30.750825566976424,15.486884360969668,-16.118071480888794,34.4008201048547,-22.17835250488001,-8.214233978119552,-25.375118717052068,-26.110729426600887,29.741031152928272,-29.507142263253623,17.610269124097957,-4.326286885328785,13.472994699820246,-4.170256252663676,1.907992389242794,-24.406812591548736,36.601572478189986
0.68,0.017017017017017015,-20.172854949707595,2.0475613231086354,30.75420212847476,15.488558612155906,-16.120253565085683,34.40338982065178,-22.181881043449703,-8.213735866638611,-25.378108426671456,-26.113855436697865,29.743830899906936,-29.509138441186238,17.61157963995661,-4.326687049921782,13.473562323275216,-4.16975207358904,1.9080960508575777,-24.408760868615378,36.60427507386618
0.72,0.018018018018018018,-20.173333540497932,2.0481932046094986,30.757635492688706,15.490263837095933,-16.122491211238188,34.40594698955812,-22.185511717541857,-8.21316650998964,-25.381157852572155,-26.11704335418812,29.746660047905106,-29.511112212283603,17.612884857311794,-4.3270901547463865,13.474098744184884,-4.169198098985616,1.9081941520060453,-24.41071181860904,36.6069672959827
0.76,0.01901901901901902,-20.1737465453612,2.048848028096126,30.761125471619675,15.492000434407052,-16.124784450574577,34.40849143603456,-22.189243380072217,-8.212526106451088,-25.384266923768806,-26.120292758983013,29.749518882785434,-29.513063725198414,17.614184811279973,-4.327496190355627,13.4746039749096,-4.168594766122892,1.908286296566072,-24.412665807069555,36.60964946894914
0.8,0.02002002002002002,-20.174094117106712,2.049525171314334,30.76467186532267,15.493768810970836,-16.127133316542125,34.411022982007005,-22.19307483484571,-8.211814866382285,-25.387435560869022,-26.123603218590098,29.75240769145385,-29.514993137584707,17.615479534036417,-4.327905141730913,13.47507802067945,-4.167942533867324,1.908372085227,-24.414623194879866,36.61232191207744
0.84,0.02102102102102102,-20.174376409908824,2.050224001608624,30.768274461636068,15.495569382098497,-16.12953784451112,34.41354144678121,-22.19700483704209,-8.211033012638108,-25.390663675689172,-26.12697428783283,29.755326761859592,-29.516900616211913,17.616769054922887,-4.328316988423947,13.475520879588464,-4.167241882567004,1.9084511155306338,-24.416584338295056,36.61498493978433
0.88,0.022022022022022022,-20.17459357945444,2.050943876025049,30.771933035916508,15.497402571703217,-16.131998071466406,34.416046646957795,-22.201032093740093,-8.210180780994104,-25.393951170860515,-26.130405508568778,29.75827638299178,-29.518786337075188,17.618053400556928,-4.328731704706054,13.475932542592599,-4.166493313924891,1.9085229819185872,-24.418549588968162,36.61763886178641
0.92,0.023023023023023025,-20.174745783099652,2.0516841414252647,30.775647350779476,15.49926881247932,-16.134514035686717,34.418538396347515,-22.205155264482087,-8.209258420581284,-25.397297939426398,-26.133896409406965,29.76125684487251,-29.520650485501342,17.619332594942765,-4.329149259724846,13.476312993511458,-4.165697350859871,1.908587275786408,-24.420519293972998,36.620283983287685
0.96,0.024024024024024024,-20.17483318003521,2.0524441346123052,30.779417155846296,15.501168546088056,-16.137085776412096,34.421016505886946,-22.20937296188115,-8.20826619432976,-25.40070386443119,-26.1374465054249,29.764268438546388,-29.522493256249756,17.620606659583796,-4.3295696176681835,13.476662209033766,-4.164854537354916,1.9086435855449033,-24.422493795824217,36.62292060515917
1.0,0.025025025025025023,-20.17485593146058,2.0532231824686007,30.783242187498146,15.503102223349838,-16.139713333499664,34.42348078355465,-22.213683752272427,-8.20720437942037,-25.404168818501745,-26.141055297885913,29.767311456066487,-29.52431485360762,17.62187561359664,-4.329992737935331,13.47698015872658,-4.16396543829163,1.908691496689071,-24.424473432494807,36.62554902411032
1.04,0.026026026026026026,-20.174814200766203,2.054020602106732,30.787122168637787,15.505070304442668,-16.14239674706809,34.42593103428799,-22.21808615641055,-8.206073267743399,-25.407692663422107,-26.144722273957417,29.77038619047658,-29.52611549147879,17.62313947382675,-4.3304185753152495,13.477266805048265,-4.163030639270445,1.908730591875033,-24.42645853743127,36.62816953285196
1.08,0.02702702702702703,-20.17470815372373,2.054835701033386,30.791056808459704,15.507073259106516,-16.14513605713111,34.428367059900594,-22.222578650214867,-8.204873166363429,-25.411275249702314,-26.14844690643078,29.77349293578967,-29.527895393465634,17.624398254965566,-4.330847080171913,13.47752210336522,-4.162050746415797,1.9087604510053464,-24.4284494395667,36.63078242025052
1.12,0.028028028028028028,-20.174537958683818,2.055667777326955,30.795045802229335,15.50911156685335,-16.14793130322042,34.43078865900067,-22.227159665564063,-8.203604397989341,-25.414916416142102,-26.152228653443462,29.7766319869627,-29.529654792943163,17.625651969669143,-4.3312781986365625,13.477746001972395,-4.161026386165596,1.9087806513230468,-24.430446463332032,36.63338797147321
