t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0.0,0.0,-30.31157175106557,-10.942031611592832,25.09243800884847,-19.114513134916056,-32.587003763187205,36.04073361092702,-17.973818138120585,-21.575511552279888,-2.048754613500973,-12.269909191295644,-10.505886084101613,17.683538834205027,-11.981092959276424,7.151944788549381,24.95725499295908,27.85992579256374,6.75664275519141,25.451386477679268
0.04,0.001001001001001001,-30.314006900559082,-10.942914405307809,25.09444400919389,-19.116052582945777,-32.58962236802542,36.04361655604684,-17.975266376874277,-21.57724664004968,-2.0489211793085023,-12.270901747302686,-10.50672696333922,17.684947208777224,-11.982058369310227,7.152504573234126,24.959246265440704,27.862144112003165,6.757174415801661,25.45341285411166
0.08,0.002002002002002002,-30.316517970859753,-10.943780282628008,25.09651266279773,-19.11757069562115,-32.5921386513116,36.046538720001834,-17.976771452577385,-21.578942042501335,-2.049069126113965,-12.271910989712756,-10.507600412070792,17.686391316133857,-11.983010313688364,7.153008204013005,24.961233444473244,27.864262546995057,6.757726485551818,25.455411018705163
0.12,0.003003003003003003,-30.319104729365097,-10.94462924410298,25.098643872590014,-19.119067438464356,-32.59455275474963,36.04950022566204,-17.978333318275045,-21.580598276783416,-2.0491982697423565,-12.272936396351644,-10.508506164764558,17.68787126252265,-11.983949006403014,7.153455309499504,24.96321656161919,27.866281054687498,6.7582990719590965,25.457380702048702
0.16,0.004004004004004004,-30.321766945719336,-10.945461295641092,25.100837531537014,-19.120542780826973,-32.59686478489602,36.05250120352135,-17.97995193085476,-21.582215859872868,-2.0493084234303796,-12.273977445153177,-10.509443978084668,17.68938715821869,-11.984874663555093,7.153845521675627,24.965195643210134,27.8681995681828,6.758892286916777,25.45932165635857
0.2,0.005005005005005005,-30.32450439154104,-10.946276448473913,25.10309352231556,-19.121996695818922,-32.59907481295158,36.055541791706915,-17.98162725079577,-21.583795308669902,-2.049399397862245,-12.275033614528736,-10.510413630822477,17.690939117406103,-11.98578750323064,7.154178476011347,24.96717071043891,27.870017996425897,6.759506246640667,25.461233655336414
0.24,0.006006006006006006,-30.327316840134863,-10.947074719124247,25.105411716977397,-19.12342916023737,-32.60118287457003,36.05862213598373,-17.983359241901105,-21.58533714009239,-2.049471001200043,-12.276104383732923,-10.51141492383819,17.692527258055136,-11.986687745381374,7.1544538115866825,24.96914177945437,27.87173622409712,6.760141071611798,25.46311649403289
0.28,0.007007007007007007,-30.33020406618772,-10.947856129377799,25.107791976604087,-19.12484015449569,-32.60318896968343,36.06174238975429,-17.985147871012625,-21.58684187116969,-2.0495230391085837,-12.277189233225085,-10.512447680013018,17.694151701794574,-11.987575611709197,7.154671171216551,24.97110886145857,27.873354111509304,6.760796886515246,25.4649699887168
0.32,0.008008008008008008,-30.3331658454499,-10.948620706258465,25.110234150953065,-19.126229662552504,-32.60509306234426,36.06490271405298,-17.986993107709267,-21.588310019135786,-2.0495553147746013,-12.278287645026447,-10.513511744211993,17.69581257377934,-11.988451325554385,7.154830201578565,24.97307196280631,27.874871494509296,6.761473820174934,25.466793976749724
0.36,0.009009009009009009,-30.336201954401457,-10.949368482007225,25.112738078095354,-19.127597671840924,-32.60689508058414,36.06810327753486,-17.98889492398871,-21.589742101521598,-2.049567628920211,-12.279399103072564,-10.514606983257575,17.69751000255316,-11.989315111787269,7.154930553343961,24.975031085106863,27.876288184383853,6.762172005484276,25.46858831646594
0.4,0.01001001001001001,-30.339312169904243,-10.950099494064636,25.11530358404562,-19.128944173198015,-32.6085949162892,36.0713442564588,-17.990853293932634,-21.591138636246345,-2.0495597798104925,-12.280523093560873,-10.51573328591418,17.69924411990619,-11.990167196703165,7.154971881311826,24.976986225327813,27.87760396777006,6.762891579332514,25.470352887057555
0.44,0.011011011011011011,-30.34249626883997,-10.95081378505692,25.11793048238512,-19.13026916079456,-32.61019242509232,36.07462583466441,-17.992868193355775,-21.59250014170788,-2.0495315632550724,-12.281659105293054,-10.516890562883706,17.701015060727414,-11.991007807920358,7.154953844546818,24.97893737590081,27.878818606570402,6.763632682526583,25.472087588464653
0.48,0.012012012012012012,-30.345754027734582,-10.951511402785641,25.12061857387823,-19.13157263206519,-32.611687426282366,36.077948203542654,-17.994939599438908,-21.59382713687182,-2.049482772603567,-12.28280663001195,-10.51807874681217,17.702822962851734,-11.99183717428092,7.154876106520574,24.980884524829197,27.879931837872636,6.764395459708347,25.473792341270336
0.52,0.013013013013013013,-30.349085222369297,-10.952192400220982,25.12336764608318,-19.132854587638946,-32.613079702730786,36.08131156199985,-17.9970674903459,-21.595120141359384,-2.049413198734743,-12.283965162732828,-10.51929779230752,17.704667966901578,-11.99265552575419,7.154738335256999,24.98282765579736,27.88094337387474,6.765180059267027,25.475467086600432
0.56,0.014014014014014014,-30.352489627378574,-10.952856835498595,25.12617747295771,-19.134115031270287,-32.614369000836,36.08471611641469,-17.999251844824965,-21.596379675533825,-2.0493226300392346,-12.285134202068704,-10.520547675968674,17.706550216122924,-11.993463093342694,7.1545402034816465,24.984766748281686,27.881852901815137,6.765986633246644,25.47711178602771
