t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
0.0,0.0,39.50115031943577,11.267640457027374,-16.565378081997526,-0.2932473194812875,-34.25956210078555,14.643375532619855,-37.6649290959228,28.87417140611796,-22.683715888528333,35.28825149121204,10.693133195983659,13.016086842788624,-14.72426364544146,-30.60544736120186,-10.733502179810309,19.58098450732905,-30.80999853224226,-6.441286882505211,-34.104202725284544,27.3303324390178,-9.657020366790471,20.65414278028015,1.8551789240111878,16.27414427403415,15.445282475537212,28.1710226017536,33.556446274238816,32.27246354874472,-19.528524767401755,0.8355213507073355,13.518407525161981,12.678821133848544,-30.686883045511205,-0.38238807409194453,-32.04233735767529,-29.94453264237299,-11.489175106428666
0.04,0.001001001001001001,39.504300116429015,11.268539871959748,-16.56670720595077,-0.2932759294951003,-34.262310975554655,14.644537093855204,-37.66794723964676,28.87647626511919,-22.685538845363045,35.291072964218806,10.693981414319838,13.017123217755572,-14.725443727084123,-30.60790110987556,-10.734372702394325,19.58254723368109,-30.812467940225833,-6.441807098095824,-34.10693776402936,27.332506556709834,-9.65779456171391,20.655784570194736,1.8553268328965271,16.275434455989107,15.446511030098092,28.17327597164592,33.55912533797164,32.27504319983537,-19.53009508278275,0.8355788447413418,13.519487269987557,12.679832668368073,-30.689350296432757,-0.38242306510961,-32.04491264448433,-29.946932680936733,-11.490104140224872
0.08,0.002002002002002002,39.507477409271345,11.269444251009155,-16.568124928217575,-0.29334520733952507,-34.265124539127406,14.64562342938475,-37.67088657918354,28.87876112741759,-22.68734905655183,35.29390429859458,10.694844507242719,13.01818307276119,-14.726562904446508,-30.610243464565173,-10.73522297131117,19.584147403562454,-30.81481822866224,-6.4422620918727596,-34.10967621584345,27.334581298032553,-9.658750730030517,20.657322380060204,1.855483739487532,16.27667319084527,15.447632145859613,28.17543681578799,33.561714150581004,32.27758544962533,-19.53159954820555,0.8357067777715023,13.520659719840163,12.68098392286184,-30.69178797905806,-0.38249092297478193,-32.04742802974368,-29.949252425685945,-11.491077360800716
0.12,0.003003003003003003,39.510681523855695,11.270353228386748,-16.56963069069351,-0.2934554528647066,-34.26800257048876,14.646634455736402,-37.67374762851604,28.8810267347802,-22.68914648055029,35.29674606513283,10.69572264122058,13.019266431793518,-14.727621481604388,-30.612474858791106,-10.736052412760733,19.5857850576886,-30.817049561297893,-6.4426520689936835,-34.11241817792139,27.336557083152446,-9.659888309991043,20.658755769928373,1.8556502815537645,16.27786087659198,15.448645821207334,28.177505298402863,33.56421266242,32.280090187372515,-19.53303816179039,0.8359048728636527,13.521924599833595,12.682275155788492,-30.694196376498287,-0.38259199244866027,-32.04988372682483,-29.951491645597905,-11.492095243699616
0.16,0.004004004004004004,39.513911746079025,11.271266454047279,-16.57122394628924,-0.293606944113239,-34.27094486836252,14.647570086500316,-37.676530855148975,28.88327381890673,-22.69093109427116,35.29959878398599,10.69661599873875,13.020373316032096,-14.72861979668185,-30.61459572309144,-10.736860477692023,19.58746023702519,-30.819162085349415,-6.442977213682984,-34.11516376834954,27.33843427695485,-9.661206787804375,20.660084346387336,1.8558270667464019,16.27899789220838,15.449552062381724,28.179481562518895,33.56662080956362,32.28255732407809,-19.534410911288035,0.8361728584226131,13.523281634447759,12.683706706671112,-30.696575744844367,-0.38272658880293414,-32.052279912708826,-29.953650121388804,-11.493158235450078
0.2,0.005005005005005005,39.51716732170964,11.272183593810714,-16.57290415860348,-0.29379993732024723,-34.27395125110031,14.648430232033606,-37.67923668015668,28.885503101746554,-22.692702893272234,35.30246292537651,10.69752477864014,13.021503743815815,-14.729558221668018,-30.61660648424693,-10.73764664231325,19.589172982620195,-30.821155930510226,-6.443237689011691,-34.11791312607316,27.34021318810107,-9.662705697116913,20.661307762230994,1.8560146721514805,16.28008459757679,15.450350883529078,28.181365729726082,33.5689385130108,32.28498679195395,-19.53571777379998,0.8365104681641247,13.524730547497846,12.685278996161058,-30.69892631298439,-0.3828949981762143,-32.05461672765602,-29.955727645561602,-11.494266753908763
0.24,0.006006006006006006,39.52044745624744,11.273104329483715,-16.574670801606025,-0.29403466690304175,-34.27702155659386,14.64921479921061,-37.68186547821767,28.887715295792688,-22.694461891937056,35.30533891031361,10.69844919647789,13.02265773060822,-14.7304371622655,-30.61850756454359,-10.738410408589129,19.590923335443392,-30.823031208040774,-6.443433636696865,-34.12066641086733,27.34189406812951,-9.664384618437293,20.662425716150874,1.8562136438588244,16.281121333365505,15.451042306783073,28.183157899957738,33.5711656779125,32.28737854388158,-19.536958715477923,0.8369174410759191,13.526271062070656,12.686992526086662,-30.70124828244646,-0.3830974779110724,-32.05689427488554,-29.957724022465726,-11.495421188589205
0.28,0.007007007007007007,39.52375131477838,11.274028358981472,-16.57652335933176,-0.29431134544003834,-34.2801556422105,14.649923691219037,-37.6844175776353,28.889911104352695,-22.696208123648585,35.30822711131639,10.699389484881278,13.023835288959965,-14.73125705777128,-30.62029938107243,-10.739151304725898,19.592711336233243,-30.824788009941102,-6.443565176919861,-34.123423803311674,27.343477110598297,-9.666243178508154,20.663437952450764,1.8564244965465397,16.282108420881347,15.451626362376597,28.184858151296574,33.573302192824855,32.28973255286192,-19.53813369120257,0.8373935213678646,13.52790290042836,12.688847879485543,-30.70354182726605,-0.38333425687187195,-32.05911262026329,-29.95963906836843,-11.49662190097599
0.32,0.008008008008008008,39.52707802182485,11.27495539645042,-16.578461325586606,-0.2946301636386652,-34.28335338475166,14.650556807402387,-37.686893260344,28.892091221796523,-22.69794164095584,35.311127853143546,10.700345893936133,13.025036428468153,-14.732018380990773,-30.621982345065838,-10.739868885644418,19.59453702535103,-30.826426408204576,-6.4436324081629035,-34.12618550476899,27.34496245026736,-9.6682810496261,20.66434426078446,1.8566477130810484,16.283046161892244,15.45210308878347,28.18646653980441,33.575347928986716,32.29204881145567,-19.539242644241945,0.8379384584111198,13.529625783879965,12.690845720618729,-30.705807093877016,-0.38360553574355216,-32.061271791997214,-29.961472611537616,-11.497869224824191
0.36,0.009009009009009009,39.53042666119353,11.275885172392332,-16.580484203666323,-0.2949912902920127,-34.28661468043432,14.651114043149121,-37.68929276190063,28.894256333781264,-22.699662515733717,35.3140414135302,10.701318691580967,13.026261155732334,-14.732721638185772,-30.623556861270195,-10.740562733441715,19.596400442642242,-30.82794645415185,-6.44363540706347,-34.128951737367835,27.34635016231817,-9.670497948910523,20.665144475916932,1.8568837441327122,16.283934838420127,15.452472532889626,28.187983099374772,33.57730273962063,32.29432733121364,-19.540285505889173,0.8385520066662256,13.53143943262071,12.69298679496422,-30.708044201025597,-0.38391148731150426,-32.06337178033887,-29.963224492335993,-11.49916346644392
