t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
0.0,0.0,5.7444457958999005,-0.6313732166991506,-32.982034902533165,-31.271270739757334,26.179478747705275,9.437323987152231,-35.38388909718581,22.642190255743035,11.81606632956849,5.18889604767412,26.575683519187333,13.37933968660396,-17.929459447205414,-14.070603057649926,-9.058519923294032,-9.925313430253915,-20.660395034458993,2.8493377225820367,8.948031690624715,14.562090416517302,-41.962271242889315,30.083270821907064,-17.762698094978088,28.693851946557242,22.938815007546104,11.482127368570143,-20.490193772705357,7.2505312199172955,25.119242532132535,21.94930926755052,33.21017678211396,-26.51750396341201,-6.079884841162249,16.53989075717136,-26.0150537953344,16.24918664379983,32.747993435877994,11.039453134286783,29.16191647350962,-37.72740602222358,-21.493915988688475,-29.451669044625167,11.249467963826234,-9.07034898633168,-32.55115008410175
0.04,0.001001001001001001,5.7448948784818805,-0.6314349277531554,-32.98468556046091,-31.273784568768228,26.18156634892109,9.438076377869201,-35.38673055070084,22.643997236749804,11.817008903473559,5.189306170867506,26.577798287694318,13.380398329614911,-17.930904681639312,-14.071732550437238,-9.059255917347308,-9.926115227356846,-20.662052198320602,2.8495638063533155,8.94873829674912,14.563252321119954,-41.96563496350447,30.085665652614203,-17.76412248062144,28.6961350226268,22.940647758005102,11.483044847776302,-20.49184427498915,7.2511053801317376,25.12124770344036,21.95105592871552,33.21282603843372,-26.51963627218297,-6.080376332221853,16.541207547394194,-26.01713928222115,16.25048314273425,32.750604937928294,11.040324947827193,29.16424682445776,-37.730428490079966,-21.495647963181394,-29.454031386460695,11.250362915925205,-9.071080195094105,-32.553758914028386
0.08,0.002002002002002002,5.745111263415963,-0.6316080735206225,-32.987366109107384,-31.27631705545377,26.183650445256816,9.438923483561958,-35.38966829890624,22.645751342986753,11.817877362270325,5.18974782199326,26.579852070755752,13.381475571320804,-17.932315339095982,-14.07289590991992,-9.059914457430716,-9.926810616313222,-20.66355929653444,2.849776409891172,8.949449492299204,14.564387812165675,-41.96891403163988,30.08811643803848,-17.76553535184636,28.69852247126931,22.942545229395584,11.483950646601746,-20.4934634286067,7.251648068019482,25.123146276933497,21.952999031156956,33.215420174538515,-26.521777394292524,-6.0808201973160365,16.542551399921877,-26.019288050574918,16.25172358337061,32.75320847988374,11.041045720880838,29.166595639433957,-37.73336981723843,-21.497310297103763,-29.45634535079385,11.251209704075897,-9.071803424018494,-32.55644057118964
0.12,0.003003003003003003,5.745094824141582,-0.6318927273511958,-32.99007517033182,-31.278868220061202,26.185731414094754,9.43986563098036,-35.392702783518985,22.647452365536584,11.818671856804578,5.190220497776146,26.58184514556887,13.382571342072733,-17.93369150329802,-14.0740934460727,-9.060495199019824,-9.927399124080042,-20.664916069591595,2.8499753509138,8.950165281266306,14.565497400954818,-41.97210890796074,30.090622973914677,-17.766937099128477,28.701014695206226,22.944507540885155,11.484844252252264,-20.49505110271484,7.252159082540029,25.124938217687866,21.95513897748642,33.21795983683654,-26.523927043667637,-6.081216585106066,16.54392196580146,-26.021500032368387,16.25290786967965,32.75580420995534,11.041614855768358,29.168962927119946,-37.73623064246844,-21.4989024280016,-29.458611442630446,11.252008142064469,-9.072518441766219,-32.559195819635434
0.16,0.004004004004004004,5.744845364040698,-0.6322889239312944,-32.99281137480365,-31.28143810290552,26.18780962374962,9.440903200030737,-35.395834420705384,22.649100128432877,11.819392533981675,5.190723682539773,26.583777805675663,13.383685568387161,-17.93503325005512,-14.075325464179034,-9.06099781718256,-9.927880261200348,-20.66612235122069,2.850160469960048,8.950885692165752,14.566581629797984,-41.97522004068838,30.093184995679707,-17.76832810821923,28.70361216318215,22.946534781341732,11.48572513501083,-20.496607175970954,7.252638213381204,25.1266234575853,21.957476136750017,33.22044565367844,-26.526084971239843,-6.0815656569981025,16.54531893149097,-26.023775181251967,16.25403595496363,32.75839228320922,11.042031844700517,29.1713487021803,-37.73901162322102,-21.50042380757194,-29.460830171236683,11.252758066565013,-9.07322499783051,-32.562025449533515
0.2,0.005005005005005005,5.74436261716119,-0.6327966590072072,-32.99557336272015,-31.28402676446388,26.189885433904376,9.442036623513205,-35.39906360106521,22.650694488823028,11.82003953701448,5.191256848025412,26.585650360771186,13.384818172656265,-17.93634064732445,-14.076592264919768,-9.06142200645211,-9.92825352174405,-20.667178068706875,2.8503316305262723,8.951610778043946,14.56764107239951,-41.978247865345814,30.095802178109743,-17.769708760321244,28.70631540950004,22.948627008797725,11.486592748720215,-20.49813153657816,7.253085240908718,25.128201895212698,21.96001084311013,33.22287823530826,-26.52825096510223,-6.081867587176919,16.54674201915399,-26.026113472268772,16.255107841985144,32.760972861707145,11.042296270086537,29.173752984883503,-37.74171343513671,-21.50187390163647,-29.463002050125834,11.253459337309897,-9.073922822466049,-32.564930276535435
0.24,0.006006006006006006,5.7436462491761695,-0.63341588908221,-32.998359784477756,-31.286634285469518,26.191959196043634,9.443266386831523,-35.40239068957818,22.65223533715549,11.820613005691499,5.19181945322973,26.58746313651504,13.38596907285998,-17.937613755287085,-14.07789414447346,-9.061767480731199,-9.928518383225173,-20.668083243256316,2.8504887192181103,8.952340616476333,14.568676334254208,-41.98119280449513,30.098474134937575,-17.77107943225719,28.709125033508915,22.95078424987764,11.48744653125093,-20.49962408233687,7.253499936090147,25.12967339575083,21.962743394383953,33.22525817383597,-26.53042485064374,-6.082122562686671,16.548190986911752,-26.028514901534642,16.25612358308528,32.763546114658645,11.042407804832155,29.176175800719275,-37.74433677158087,-21.503252190117085,-29.46512759703726,11.254111837230328,-9.074611626627668,-32.56791114109182
0.28,0.007007007007007007,5.742695858582826,-0.6341465310886584,-33.00116930129669,-31.289260767005096,26.194031253884685,9.444593027673006,-35.405816025512905,22.653722597390985,11.82111307666551,5.192410944262506,26.589216474346014,13.38713818228042,-17.938852626440482,-14.07923139462848,-9.06203397322919,-9.928674306496147,-20.668837990406466,2.850631645916881,8.9530753095557,14.569688053057314,-41.984055267466346,30.101200418451974,-17.772440496632132,28.71204169904061,22.95300649918926,11.488285904954168,-20.501084720702703,7.253882060393354,25.131037790852996,21.96567405043821,33.22758604323094,-26.532606490660196,-6.082330783558784,16.54966562905186,-26.030979485882344,16.257083280290356,32.76611221858458,11.042366212628806,29.178617180011955,-37.74688234320486,-21.504558167014405,-29.46720733390776,11.254715472567483,-9.075291101919307,-32.57096890771419
0.32,0.008008008008008008,5.7415109781453015,-0.6349884620363233,-33.00400058579865,-31.29190633059559,26.196101943806195,9.44601713565564,-35.409339922298436,22.655156227237136,11.821539883763062,5.1930307542253376,26.590910731299836,13.388325409219426,-17.94005730570693,-14.08060430290709,-9.062221236433414,-9.928720735619775,-20.669442520481752,2.850760343960185,8.95381498387033,14.57067689912759,-41.98683565007738,30.103980519081077,-17.773792321989482,28.715066133791648,22.95529371867874,11.489110277099522,-20.502513368850693,7.254231365659322,25.13229487851381,21.968803031439936,33.22986239933605,-26.534795785441474,-6.082492462987052,16.551165776192356,-26.03350726246918,16.257987085406246,32.76867135749252,11.042171348234891,29.18107715752969,-37.74935087753165,-21.50579134039003,-29.46924178683518,11.255270172954479,-9.075960920554428,-32.57410446418056
0.36,0.009009009009009009,5.740091076586956,-0.6359415186385626,-33.00685232253745,-31.294571118300677,26.198171595274616,9.447539351939158,-35.41296266735892,22.65653621840583,11.821893558315214,5.193678303112349,26.59254627982988,13.389530656719977,-17.941227830557946,-14.082013152701787,-9.062329042116112,-9.92865709771955,-20.669897139093838,2.850874770336156,8.954559790471526,14.571643575843492,-41.989534334344654,30.10681386496207,-17.77513527296056,28.71819912864578,22.95764583695,11.489919040297268,-20.50390995374571,7.25454759394942,25.13344442292864,21.97213051596343,33.23208777990184,-26.536992672834177,-6.082607827549903,16.552691295399995,-26.03609828834716,16.258835200099167,32.77122372306398,11.041823157749803,29.183555772089083,-37.75174311856416,-21.506951232353394,-29.471231486034206,11.255775891469467,-9.076620735329092,-32.57731872068198
