t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
0.0,0.0,30.221969574734988,-31.35394963412144,0.35257760470616917,-34.16053047505429,31.16201078161804,30.683548636697235,-17.346345823027633,5.117822864023243,3.7083860239596427,7.466346120429935,34.29014887515693,-20.305557851361016,-22.671628561241782,1.0478135721194506,33.80671766385941,-2.016820070472221,1.6452874283501024,19.303518675199403,-37.17623176888723,-29.770012420694993,21.462501669900103,-38.418504758954334,28.48989498160788,1.6696014908931822,-5.565036575083865,29.31323481765038,-11.09947621339817,1.4454723800573037,10.355545485058798,-12.406494334763595,4.0548712265383715,9.31586868061756,-30.89976344995995,13.354377970502327,10.034418998797808,-13.064559602777823,19.182031723180994,-12.818457273900018,18.244031806989373,28.43325302192274,-39.8649260647683,-1.7169124341096555,-35.01950514404526,20.956720704297904,-35.841834475113735,-12.905476387960686,33.101612869300546
0.04,0.001001001001001001,30.22437480130706,-31.35646966895357,0.35260420085524824,-34.163275871805666,31.164500775698986,30.685998337007774,-17.347738405323614,5.118223873575449,3.7086709385108714,7.466932793062935,34.29288815035583,-20.307188887655702,-22.673447864120096,1.0478945122528678,33.80941548562927,-2.016992901263387,1.6454133059393066,19.3050575443756,-37.179217668856595,-29.772403803216275,21.46420967288284,-38.421588327083356,28.492173007037053,1.6697285477154888,-5.565492648174947,29.31556945706846,-11.100374596598519,1.4455845866005361,10.356373184225578,-12.407495280414235,4.0551881635553935,9.316605509857697,-30.902240605715047,13.355443838242168,10.035218112724307,-13.06560655348034,19.183556442298876,-12.819487934597905,18.245490900124572,28.43551984037241,-39.86812356064691,-1.7170535381068848,-35.02231231074833,20.95839445065486,-35.844702743793114,-12.906514722696953,33.10425978979382
0.08,0.002002002002002002,30.22680983145866,-31.35892523766132,0.3527271477819899,-34.1661556759869,31.167000345967814,30.68850364973891,-17.34924635292845,5.118617837680617,3.7088701159744746,7.467467111808982,34.295667534900055,-20.30881324189209,-22.675332563998268,1.0479545938011636,33.812203650645905,-2.017166894425915,1.6453939597708407,19.306682113042807,-37.182046757599565,-29.774809677019743,21.465879868811044,-38.424737956913184,28.494469599884752,1.6698759143299513,-5.565854121654806,29.317875739692614,-11.101308439579984,1.4455895734990951,10.35717682426435,-12.408530978108908,4.055517270852014,9.317313177449792,-30.904638012946023,13.356521597720977,10.036004801646738,-13.066603084447035,19.185080026400293,-12.820382761692768,18.247006082079753,28.437876421468008,-39.87135372731702,-1.717269770645807,-35.02497771367583,20.959985387585505,-35.847637324230874,-12.907503756318896,33.1067861992601
0.12,0.003003003003003003,30.22927423845031,-31.361316174144797,0.35294692165181596,-34.16917044745934,31.16951014245647,30.69106464532777,-17.35086940820986,5.119005333092551,3.708983809084315,7.4679493829945915,34.29848745028905,-20.31043072388183,-22.677283099575423,1.0479938706227228,33.815082114797015,-2.017342381004905,1.645229414182127,19.30839203993687,-37.18471938758293,-29.777229751567063,21.467512811366785,-38.427954300521826,28.496785142096872,1.6700433154182748,-5.566121159011491,29.320153314806305,-11.102277571876122,1.4454866661476264,10.35795655533858,-12.40960153309883,4.055858614502458,9.317991707516546,-30.90695639177913,13.357610527910131,10.036778918809384,-13.067549529479892,19.186602206377792,-12.821141990092892,18.248577635912856,28.440322963728892,-39.87461633543203,-1.7175608083332745,-35.027500637543106,20.961493853377497,-35.850638599254204,-12.908442920567028,33.10919188269418
0.16,0.004004004004004004,30.231767614026023,-31.363642302037512,0.3532640335698901,-34.172320815595775,31.172030830028927,30.693681447185366,-17.35260728241602,5.11938693583318,3.709012244138375,7.468379909504596,34.30134829473469,-20.31204115388283,-22.679299945457377,1.0480123972613948,33.818050855774594,-2.017519713930057,1.6449196880807397,19.31018699710998,-37.187235921909064,-29.77966372684581,21.469108983257968,-38.431238033120856,28.499119994391226,1.670230486110855,-5.566293948911625,29.322401847790058,-11.10328182329906,1.4452752282110484,10.35871251103922,-12.410707007177168,4.056212241894382,9.318641128216125,-30.909196435671795,13.358709925714699,10.037540318078303,-13.068446216466283,19.18812271334435,-12.821765778304385,18.25020584092612,28.44285968173054,-39.87791115261999,-1.717926333656494,-35.02988038921053,20.962920130506003,-35.85370694649385,-12.909331646159885,33.11147662318153
0.2,0.005005005005005005,30.23428956808714,-31.365903434482263,0.35367902953135216,-34.17560747916326,31.174563088494196,30.696354231613643,-17.354459655288416,5.1197632213405875,3.7089556209882844,7.4687589906964496,34.30425044303494,-20.31364436287524,-22.681383612079685,1.0480102290561712,33.82110987328307,-2.017699268058665,1.6444647943519557,19.312066669776694,-37.18959673365706,-29.782111293322256,21.470668795916005,-38.43458985304756,28.501474496265313,1.6704371715906123,-5.566372705311999,29.324621019844166,-11.104321024030742,1.4449546616408435,10.359444808832574,-12.411847418423337,4.056578181964383,9.319261471667852,-30.911358811434326,13.35981910609955,10.038288854008965,-13.069293467306583,19.189641279059117,-12.822254208191755,18.251890972398336,28.445486806081856,-39.88123794416803,-1.7183660347244931,-35.03211629682036,20.964264445810112,-35.85684273867862,-12.910169363071383,33.11364020117568
0.24,0.006006006006006006,30.236839728385164,-31.368099373940606,0.3541924903166159,-34.179031206261186,31.177107612730797,30.69908322774596,-17.35642617462209,5.120134764628195,3.7088141130179073,7.4690869223419565,34.30719424643374,-20.315240192856557,-22.6835346456119,1.0479874222617087,33.824259189223845,-2.017881440217725,1.6438647393750005,19.31403075611447,-37.191802205291815,-29.784572131898173,21.472192589150918,-38.438010481718514,28.50384896598421,1.6706631266652445,-5.566357667583164,29.326810527732228,-11.10539500467395,1.4445244067419603,10.360153550499822,-12.413022740978292,4.0569564454219735,9.31985277391192,-30.913444159279447,13.36093740218903,10.039024381908115,-13.07009159783189,19.191157636357502,-12.822607284718869,18.25363330130115,28.448204583390197,-39.88459647370208,-1.7188796050120088,-35.03420770900235,20.965526970651737,-35.86004634388332,-12.910955500795378,33.11568239387175
0.28,0.007007007007007007,30.239417740233083,-31.370229912036653,0.3548050313298045,-34.182592834312096,31.179665112822498,30.701868717510205,-17.358506455774386,5.120502140455179,3.7085878671106727,7.469363996595873,34.31018003246626,-20.31682849715571,-22.68575362784175,1.0479440341798112,33.827498847855665,-2.0180666492452284,1.6431195226480317,19.316078967018726,-37.19385272813968,-29.787045913872387,21.473680630761187,-38.441500663542875,28.506243700548314,1.6709081153073115,-5.5662491006437795,29.32897008354591,-11.106503596262963,1.4439839422918237,10.360838822567837,-12.414232904850873,4.057347024962132,9.320415074903107,-30.91545309289839,13.362064165341382,10.039746757889692,-13.070840917711513,19.19267151958516,-12.822824935669017,18.255433093999088,28.451013276213676,-39.88798650386179,-1.7194667431057018,-35.03615399415009,20.966707821057135,-35.86331812573011,-12.911689488597105,33.11760297467632
0.32,0.008008008008008008,30.242023266234725,-31.37229482943593,0.35551730237821183,-34.186293270102524,31.18223631420527,30.704711035613933,-17.36070008112323,5.120865923508189,3.7082770036053363,7.4695905019909,34.31320810478891,-20.31840914076605,-22.688041176037743,1.0478801233019899,33.83082891593033,-2.0182553360307023,1.6422291365220103,19.318211025812406,-37.19574870192944,-29.789532300907723,21.47513311609572,-38.44506116579364,28.508658975640646,1.6711719101615026,-5.566047295104371,29.331099414491206,-11.107646630233752,1.443332785712734,10.361500696730916,-12.415477795755297,4.057749895466557,9.320948418538396,-30.9173861995623,13.363198765199073,10.04045583892455,-13.071541730349944,19.194182665035417,-12.822907011342984,18.25729061193284,28.453913163000337,-39.891407796970576,-1.7201271524525976,-35.037954539770034,20.967807057841437,-35.86665844354333,-12.912370755751189,33.11940171277361
0.36,0.009009009009009009,30.244655986031745,-31.374293895759994,0.3563299873904845,-34.190133489870995,31.1848219578253,30.70761056955068,-17.363006599476073,5.121226688594421,3.7078816162398485,7.469766723458658,34.31627874299333,-20.319982000697035,-22.69039794278867,1.0477957494632233,33.834249482803024,-2.018447963555053,1.6411935660437256,19.32042666790988,-37.197490534397105,-29.792030945004043,21.476550167565442,-38.4486927784348,28.511095045553475,1.6714542920183744,-5.565752567419038,29.333198262696374,-11.108823938353563,1.4425704932987151,10.362139230263043,-12.416757254979954,4.0581650141937065,9.321452852718375,-30.919244040247868,13.364340589716235,10.041151482883812,-13.072194332773062,19.19569081138968,-12.822853284234293,18.259206111285454,28.456904538013656,-39.89486011570084,-1.720860541110664,-35.03960875190514,20.968824686716616,-35.87006765245769,-12.912998731766017,33.1210783727884
