t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0,0.0,16.242952577343697,-6.923361223069915,23.240372068833466,20.625956687263066,21.224186029793565,22.91495435908151,4.27096268293985,-36.50025826180287,23.171452980941307,-24.381539918399515,-42.72050869769744,10.37986154329161,27.90293731478107,11.27721243179171,-34.99033160939624,-28.59534776104105,25.487307188024005,-11.158300794498528,11.722476986900395,-30.439541209336017,-13.650324072039515,-16.173763892659135,-16.96728622310505,26.05824220584884,30.89656395052547,-13.9614217819852,-0.4275772315995445,12.555950432659108,-2.46832810179796,23.980139910839515,-31.107633752034847,19.594185468001946,22.390778674681563,-40.779537771230565
0.04,0.001001001001001001,16.244239478440807,-6.923920271858596,23.242230404313045,20.62759861649292,21.22588370717132,22.91677947985048,4.271292485931534,-36.503189207212365,23.17329424278841,-24.383499845000213,-42.72393512331519,10.380687060258909,27.905165934831615,11.27811433135918,-34.99313674894434,-28.597638099203714,25.48933621501698,-11.159202111516606,11.723414009249721,-30.441978505480005,-13.651427189279962,-16.17506692635286,-16.968649870304567,26.060322426679548,30.89903177714681,-13.96254356253601,-0.42761972436026957,12.556946257754161,-2.468530749734682,23.982051226592844,-31.11013221416198,19.59574954481426,22.39256673977188,-40.78280259735477
0.08,0.002002002002002002,16.245555980112567,-6.924527032718632,23.243996727990496,20.629253377866636,21.227576649991818,22.918517578276994,4.27164872694038,-36.506115111187555,23.175131049405877,-24.385430342454498,-42.727354592238335,10.381484367619883,27.907439260393176,11.27893561139049,-34.99590340149612,-28.599879009864395,25.49130878692815,-11.160104915205624,11.724381068794763,-30.444478051655544,-13.652466303676935,-16.17650097150908,-16.96985829438813,26.062407594788638,30.901645031266327,-13.963541380848545,-0.42763541392566307,12.557951659223837,-2.4688072183337817,23.983946221296613,-31.11271192940287,19.597381020028152,22.394385985766903,-40.78620153732769
0.12,0.003003003003003003,16.246902152486037,-6.925181594720963,23.24567137671923,20.63092012676758,21.229264410165406,22.920168734073137,4.272031457246526,-36.509036636805256,23.176964325190916,-24.387331072873383,-42.73076698002354,10.382253750094014,27.909756651595234,11.279676885421864,-34.998630630354874,-28.602070873084532,25.49322456272574,-11.16100916985804,11.725378507585345,-30.447039892278596,-13.653441211427236,-16.178065957967213,-16.970911970362934,26.064497187919883,30.90440367182129,-13.964415340473588,-0.42762445300811236,12.55896663447466,-2.4691573557800033,23.985824941399574,-31.11537253940829,19.59907974600612,22.39623663222245,-40.789734883640136
0.16,0.004004004004004004,16.24827806127002,-6.925884067124362,23.247254660721605,20.632598025416943,21.23094657410938,22.921733017633656,4.272440701350048,-36.51195443344749,23.17879497138025,-24.38920169108207,-42.73417214284312,10.382995486572986,27.912117444270894,11.280338736485259,-35.001317490940245,-28.604214117996932,25.49508322384298,-11.161914831114867,11.726406672418621,-30.449664073305836,-13.65435169584322,-16.179761762219286,-16.97181136470362,26.066590672303253,30.907307632013318,-13.96516553212949,-0.42758700448876585,12.559991181609265,-2.4695809888594797,23.987687448836564,-31.11811365043132,19.600845573476185,22.398118905569476,-40.7934029509023
0.2,0.005005005005005005,16.24968376765007,-6.926634579003302,23.248746863366414,20.63428624268897,21.232622762612056,22.92321048982468,4.272876457021479,-36.514869137266565,23.180623866338067,-24.391041844630248,-42.737569917898064,10.383709850512803,27.914520950099426,11.28092171723644,-35.00396303130761,-28.60630922229279,25.496884473948786,-11.162821845991537,11.727465915031434,-30.452350641558674,-13.65519752724564,-16.18158820744958,-16.97255693510505,26.068687502448267,30.91035681858675,-13.965792033382181,-0.4275232414405565,12.561025299410092,-2.4700779232585734,23.989533820970156,-31.120934833179994,19.60267835111882,22.40003303918944,-40.79720607519548
0.24,0.006006006006006006,16.25111932818988,-6.927433278873081,23.250148240962005,20.635983953943118,21.234292630680066,22.9246012017898,4.273338695359651,-36.5177813716478,23.182451865833272,-24.392851173808765,-42.74096012383699,10.384397110328273,27.916966456766602,11.281426350085152,-35.006566292692916,-28.60835671169349,25.498628038729887,-11.163730152907688,11.72855659230208,-30.455099644007674,-13.65597846287216,-16.183545063537967,-16.973149130300236,26.070787120956165,30.913551111071424,-13.966294908377483,-0.4274333471474035,12.562068987327113,-2.4706479438510334,23.991364150517587,-31.12383562266892,19.604577925137423,22.40197927347872,-40.80114461338631
0.28,0.007007007007007007,16.252584794738922,-6.9282803343116255,23.251459022564337,20.6376903408735,21.23595586736947,22.925905194773147,4.273827360856652,-36.52069174767023,23.18427980330563,-24.394629311673345,-42.74434256118174,10.38505752978973,27.919453228143173,11.281853127327327,-35.00912631008249,-28.610357159407403,25.500313665684832,-11.164639681720748,11.729679066461381,-30.45791112701772,-13.656694246801983,-16.18563204702799,-16.97358838994098,26.072888958351257,30.91689036099132,-13.966674207625898,-0.4273175151192777,12.563122245469527,-2.471290814973753,23.99317854546285,-31.126815518071368,19.606544138812097,22.403957855901965,-40.80521894240228
0.32,0.008008008008008008,16.254080214346,-6.92917593157743,23.25267940979934,20.639404591376024,21.237612195601123,22.927122499958955,4.274342371469715,-36.523600864565395,23.186108490120446,-24.396375884075937,-42.747717012759885,10.385691368421872,27.921980504481844,11.282202511279417,-35.01164211280742,-28.61231118557194,25.501941123930273,-11.165550353763285,11.730833705312985,-30.46078513555431,-13.657344609897073,-16.18784882106095,-16.973875144538873,26.074992432931833,30.920374391040493,-13.966929967840104,-0.42717594910280193,12.564185074601394,-2.472006280691452,23.994977128953806,-31.12987398257367,19.60857683203635,22.405969041034375,-40.809429458467434
0.36,0.009009009009009009,16.25560562917857,-6.9301202752230475,23.253809576699226,20.64112589943356,21.23926137196079,22.928253138327264,4.274883618699862,-36.52650931017466,23.187938715811484,-24.39809050970443,-42.75108324414479,10.386298881904489,27.924547502633082,11.28247493441497,-35.01411272516187,-28.614219456680864,25.503510204019925,-11.166462081884008,11.732020882462765,-30.463721712351454,-13.657929269760391,-16.190194995277512,-16.974009815464335,26.077096950641042,30.924002994227962,-13.967062211825418,-0.42700886308704733,12.565257476141115,-2.4727940650506186,23.996760039184217,-31.133010443233694,19.61067584083648,22.408013090592707,-40.81377657629709
