t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,9.986831109339667,-31.440261532720616,-15.028560086337771,5.391246180404743,-8.175428326674362,2.16596687591384,-36.32585379061787,-25.46488268363361,-25.89594904118159,21.88661711863401,-6.818977887556633,-0.16501421254100368,18.811545789264134,15.04812935021755,13.585258682962895,19.71988051836192,26.25343296438146,21.550410812485566,-18.930340629382236,15.528748570455821
0.04,0.001001001001001001,9.987618149492887,-31.442779385121252,-15.029763178591853,5.391672829167256,-8.176094739177655,2.166138903265763,-36.3287675052261,-25.466926539406842,-25.89802678455969,21.888357678117785,-6.819532893560464,-0.16503231425569403,18.81304769933826,15.049331245048597,13.586336401474215,19.721446620685246,26.255527294796767,21.552126319019095,-18.93186513135465,15.529985112624242
0.08,0.002002002002002002,9.988331437988371,-31.445315252038487,-15.030908852609377,5.392141368776755,-8.176752908658539,2.1663097105113605,-36.33164231385502,-25.469019497470214,-25.900033086593275,21.890114541340008,-6.8200619375184015,-0.16503223165401232,18.81450978603458,15.050546642687541,13.58741822966342,19.72301818011501,26.257613666422877,21.55377773634835,-18.933424120675983,15.531208682960955
0.12,0.003003003003003003,9.988971013928499,-31.4478685783382,-15.031997315121998,5.392651562531849,-8.177402876915954,2.166479576264895,-36.334478131647614,-25.471161415940394,-25.901967901213112,21.891887972149807,-6.820565415143324,-0.16501435621959684,18.815931401372506,15.051775857806522,13.58850424754542,19.724595370241097,26.259691875427155,21.55536522060214,-18.935017663798234,15.532419338244463
0.16,0.004004004004004004,9.989536917449607,-31.450438810938564,-15.033028757362432,5.393203170252296,-8.178044685367187,2.1666487639003473,-36.33727487895399,-25.47335213930126,-25.90383119264806,21.89367822945334,-6.8210437177816,-0.16497908905725026,18.81731191495967,15.053019194790032,13.589594533646935,19.72617836196385,26.261761720884575,21.55688892915074,-18.936645819408405,15.53361713614328
0.2,0.005005005005005005,9.990029189720529,-31.453025399220824,-15.034003355142438,5.393795948083935,-8.17867837512071,2.16681752173441,-36.3400324811189,-25.475591498296758,-25.90562293538504,21.895485567383624,-6.821497232593051,-0.1649268407410359,18.8186507140505,15.054276947869347,13.590689164962466,19.727767323418586,26.263823004832773,21.558349020465783,-18.938308638496444,15.534802135369171
0.24,0.006006006006006006,9.99044787294427,-31.45562779543415,-15.034921268929248,5.394429648307639,-8.179303987048602,2.1669860832026693,-36.342750868274805,-25.47787930982689,-25.907343114128526,21.89731023547037,-6.821926342727895,-0.16485803115676606,18.819947203600748,15.055549401255933,13.591788216911155,19.729362419897367,26.26587553232488,21.559745653985136,-18.940006164423718,15.535974395826365
0.28,0.007007007007007007,9.990793010362866,-31.458245455094243,-15.035782643920413,5.395104019152356,-8.179921561858595,2.1671546670290454,-36.345429975140675,-25.48021537684719,-25.908991723759858,21.899152478809917,-6.822331427500566,-0.1647730893391202,18.821200806318128,15.056836829273893,13.592891763294604,19.730963813767964,26.267919111480122,21.56107898998298,-18.94173843299196,15.537133978756685
0.32,0.008008008008008008,9.991064646265446,-31.460877837375232,-15.036587610117088,5.395818804612345,-8.180531140165687,2.1673234773885723,-36.34806974082643,-25.48259948827215,-25.910568769296756,21.9010125382353,-6.8227128625603575,-0.1646724533036315,18.822410962709125,15.05813949649153,13.59399987625566,19.73257166438997,26.269953553532165,21.56234918944528,-18.94350547251269,15.538280946880578
0.36,0.009009009009009009,9.991262825999513,-31.463524405494535,-15.037336282395712,5.396573744268709,-8.181132762563346,2.167492704063609,-36.35067010864324,-25.48503141888288,-25.912074265853377,21.90289065048657,-6.823071020058823,-0.16455656987378195,18.823577131122143,15.059457657852072,13.59511262623818,19.734186128028007,26.27197867287515,21.56355641395077,-18.94530730387708,15.539415364534
