t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.0,0.0,32.77876424776819,25.780750894293973,21.964472719212555,-8.726733226840455,9.394370550138397,3.028661880264874,11.402746743325283,-25.35312333962867,3.4459841359826253,6.4397146527879565,-28.7185952792524,-13.84488467112577,-34.488780003867724,-0.10316276507454575,-19.725312105298958,17.778623995218418
0.04,0.001001001001001001,32.78137845606223,25.782811944786435,21.966221017358023,-8.727433188202443,9.395114733205727,3.0289024883186118,11.403656808640168,-25.355163050465404,3.446258532895537,6.440223545924743,-28.720899351276575,-13.846002856083183,-34.491544261892514,-0.1031745562681314,-19.72689307201259,17.78004123691311
0.08,0.002002002002002002,32.78391853035415,25.78489492703479,21.968032295497245,-8.728098117527521,9.395882626746557,3.0292276671417033,11.40456701153341,-25.35716711194841,3.4464970257072203,6.440684894996774,-28.723136520313275,-13.847161069934385,-34.494260467404644,-0.10317113459897947,-19.7285876397644,17.78137551038351
0.12,0.003003003003003003,32.78638491910083,25.787000404490623,21.969906649747063,-8.728728128914767,9.39667397865679,3.0296377843244473,11.405477316736986,-25.35913571649836,3.4466992525981786,6.441098667037108,-28.72530665432816,-13.84835964574804,-34.496929086483036,-0.10315240861361266,-19.730395783819603,17.782626879617304
0.16,0.004004004004004004,32.78877806098978,25.789128943654582,21.971844194673526,-8.729323338449115,9.397488559070062,3.0301332256855,11.406387685457878,-25.36106906450541,3.446864877308775,6.441464828103163,-28.72740962222133,-13.8495989203043,-34.499550569410516,-0.10311829677843092,-19.732317508337474,17.78379537296707
0.2,0.005005005005005005,32.791098384841455,25.791281114479908,21.973845063088653,-8.729883864415982,9.398326160207624,3.030714395188668,11.407298075278275,-25.362967364184193,3.446993589104549,6.441783343378512,-28.729445293672175,-13.850879234043365,-34.502125350757616,-0.10306872740037905,-19.73435284608212,17.784880982891938
0.24,0.006006006006006006,32.793346309521525,25.793457490764347,21.975909405836248,-8.730409827508323,9.399186596231182,3.0313817148432296,11.408208440055263,-25.364830831442593,3.447085102747894,6.44205417726448,-28.73141353898281,-13.852200931016148,-34.50465384947142,-0.10300363855112289,-19.736501858099977,17.785883665711978
0.28,0.007007007007007007,32.79552224386256,25.795658650530818,21.97803739156617,-8.730901351026068,9.400069703098668,3.0321356245869837,11.409118729819873,-25.366659689764077,3.447139158476268,6.442277293461592,-28.73331422892014,-13.853564358836739,-34.50713646896931,-0.10292297799468937,-19.738764633363207,17.786803341375055
0.32,0.008008008008008008,32.79762658659501,25.797885176397134,21.9802292064964,-8.731358561067895,9.400975338422809,3.0329765821511603,11.4100288906754,-25.36845417010328,3.447155521987072,6.442452655040972,-28.735147234556514,-13.854969868636369,-34.509573597237484,-0.10282670311852461,-19.741141288378167,17.787639893236033
0.36,0.009009009009009009,32.79965972628711,25.800137655935092,21.982485054162215,-8.73178158671535,9.401903381332396,3.033905062906201,11.41093886469489,-25.370214510794582,3.4471339844293305,6.442580224505752,-28.73691242710908,-13.85641781501855,-34.51196560693417,-0.10271478086792339,-19.743631966757874,17.788393167848298
0.4,0.01001001001001001,32.80162204129343,25.802416682019246,21.98480515515163,-8.732170560209267,9.402853732336068,3.0349215596873345,11.411848589817687,-25.371940957473385,3.447074362402284,6.442659963842553,-28.738609677777813,-13.857908556015081,-34.514312855497515,-0.10258718768378254,-19.74623683875733,17.789062974767706
0.44,0.011011011011011011,32.80351389971172,25.804722853165643,21.987189746826374,-8.732525617118505,9.40382631318847,3.036026582598765,11.412757999745004,-25.373633763009817,3.446976497961,6.442691834563092,-28.740238857582334,-13.859442453042556,-34.51661568525818,-0.10244390944363051,-19.748956100770414,17.78964908636914
0.48,0.012012012012012012,32.80533565934794,25.807056773860793,21.989639083027463,-8.732846896500982,9.404821066758538,3.0372206587951913,11.41366702383441,-25.375293187454538,3.4468402586290727,6.442675797735962,-28.741799837197515,-13.861019870859062,-34.51887442355668,-0.10228494140588475,-19.75178997478692,17.79015123767598
0.52,0.013013013013013013,32.80708766768905,25.80941905488116,21.992153433764482,-8.733134541057028,9.405837956899717,3.038504332239276,11.414575586993212,-25.37691949799638,3.4466655374184834,6.442611814008619,-28.74329248678802,-13.86264117752069,-34.521089382865576,-0.10211028815728865,-19.754738707808176,17.790569126202914
0.56,0.014014014014014014,32.80877026188338,25.81181031360342,21.994733084887578,-8.733388697275045,9.406876968321805,3.039878163433572,11.415483609570675,-25.37851296893147,3.446452252856653,6.442499843619609,-28.744716675841833,-13.86430674433748,-34.52326086091665,-0.10191996356347953,-19.757802571219607,17.790902411812635
