t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
0.0,0.0,15.640142396088251,-31.630226691383786,-8.17499618807314,-24.86532283184078,-34.58394472726171,-21.01559845393673,-7.317560272829677,33.127892513079665,12.194563365534771,-33.49962026062037,-7.202768697915635,-0.4460210801970819,-23.009013077234147,-34.739706462596864,8.637025874624262,43.168377926674395,42.375324934712125,-34.672579766640695,41.107103282973,37.81302907320339,-8.161542020090632,20.50912709318419,-6.614407360192753,-9.35217157415871,34.28635776283256,4.68776285566126,-10.596542816855615,-11.054571822856008,-30.00055391831961,35.321564089901635,42.07469371953192,-24.889955128274874,-6.478381934844781,13.35189628265084,6.991018020912573,-11.99340430910202,13.429202690815284,31.28666435992231,-17.00312068208864,-4.87938455528803,-18.12092487888273,-8.413496567434466,-8.00945679562206,-22.351034425079007,25.165054263916815,2.318047802576476,3.994191872022465,-22.968362314351676,18.51031405655464
0.04,0.001001001001001001,15.641383923306652,-31.63275896048929,-8.17565692288354,-24.867312835748024,-34.58671607997194,-21.017283756558705,-7.31814956218415,33.13053592355453,12.195530431683935,-33.5023120225041,-7.203349701005881,-0.4460602195998311,-23.010863394701648,-34.74249395637146,8.637713199731134,43.171820253903505,42.37870673370371,-34.67535606031515,41.110387511911924,37.81604694716425,-8.162200207638145,20.510755325084787,-6.614946973895873,-9.352931598389388,34.28908852587879,4.6881358519257255,-10.597393432371188,-11.055462541734773,-30.00295980850491,35.32438333993586,42.078055972024984,-24.891953220082204,-6.4789112470997345,13.352961797821397,6.991571216152177,-11.99436858947927,13.430268939586806,31.28915759845081,-17.004484665991956,-4.879782016342184,-18.12238091983399,-8.414178894407009,-8.01010545061829,-22.352831335198566,25.16706381865561,2.3182322285351966,3.994505369070446,-22.97020329462952,18.511787383869105
0.08,0.002002002002002002,15.64277795908346,-31.635273005062125,-8.176400383088101,-24.869203857851485,-34.58961632991826,-21.01891679792882,-7.318637765492473,33.13316337472541,12.196520753287997,-33.504955580674014,-7.204013317765481,-0.44619818364495395,-23.01278926192822,-34.74520564347245,8.638474616182968,43.17537788944223,42.38215885889098,-34.678107180228764,41.11360399595175,37.8190622189043,-8.162881484049423,20.512293308833954,-6.615711523474382,-9.353634495271551,34.29201936935774,4.688418326303611,-10.598316557140588,-11.056367705668846,-30.00527906138978,35.3271312886152,42.08147183866317,-24.894029659630405,-6.4794108582151,13.354145095166848,6.992105080547902,-11.995331320142942,13.431242929624462,31.29164863833496,-17.005799614452588,-4.880214612025289,-18.123858744610185,-8.414892590689467,-8.01082249475125,-22.354504782815305,25.168871581572485,2.318357592311504,3.9949526640264574,-22.972095916368538,18.513355971324017
0.12,0.003003003003003003,15.644324366504632,-31.637768713040103,-8.177226514522387,-24.870995485496596,-34.59264592305324,-21.02049764967299,-7.3190243794035945,33.13577446392374,12.197534838763163,-33.50755125983775,-7.204759487143579,-0.44643512871752655,-23.014791273501334,-34.74784161144366,8.63930983769398,43.17905054894775,42.385681633722925,-34.68083346741287,41.116751917935,37.82207445372034,-8.163585161967092,20.513740843806186,-6.616700402751159,-9.3542803319433,34.29515050336389,4.688610150033813,-10.599312699396252,-11.057287546660673,-30.007511699882027,35.32980777743828,42.08494214437114,-24.8961833271197,-6.479880363680084,13.355446650070226,6.992619647711549,-11.99629199144583,13.432124351920633,31.29413776691114,-17.007066165713237,-4.880682075670309,-18.125358814169505,-8.415637270329498,-8.011607798393783,-22.356054736544632,25.17047754229704,2.3184243265754936,3.995533494862938,-22.974040477333748,18.515019119073216
0.16,0.004004004004004004,15.646023058349664,-31.640246003176472,-8.178135245521833,-24.872687374550175,-34.59580529706926,-21.022026346676753,-7.319308959616826,33.13836881474764,12.19857315403073,-33.510099366909046,-7.2055881816477285,-0.44677119656279946,-23.01687003739877,-34.75040192947014,8.64021855696333,43.182837883868594,42.389275358174196,-34.68353522081568,41.119830530386956,37.825083230190614,-8.164310508638792,20.515097712604103,-6.617912965687459,-9.35486914498985,34.298482145982554,4.688711199871549,-10.60038237843357,-11.058222316025287,-30.009657765765773,35.33241265973181,42.08846774377779,-24.898413078144642,-6.480319351459825,13.356866954186492,6.993114941360283,-11.99725008244269,13.432912835448002,31.29662528158575,-17.008284941424503,-4.8811841413197845,-18.126881632345608,-8.416412560821835,-8.01246121321875,-22.35748119146666,25.171881697971525,2.3184328610597276,3.9962476499402486,-22.976037267788975,18.51677605255854
0.2,0.005005005005005005,15.64787399664959,-31.64270482496945,-8.179126486197607,-24.874279248873584,-34.599094881538136,-21.023502886871,-7.319491120427591,33.140946077058516,12.199636122804037,-33.51260019136443,-7.206499407097748,-0.447206513743301,-23.019026174812073,-34.7528866481017,8.641200445949602,43.18673948020604,42.39294030750948,-34.68621269757106,41.122839155483895,37.82808814038547,-8.165056746662792,20.516363681196484,-6.619348525108082,-9.355400940668595,34.30201452205377,4.688721357870656,-10.601526124330853,-11.059172284221122,-30.011717320166287,35.334945800527166,42.09204952121975,-24.900717742862433,-6.480727401891403,13.358406514727866,6.99359097539615,-11.998205060887532,13.433607947168758,31.29911149018388,-17.009456547205595,-4.881720543632065,-18.128427745747103,-8.417218102951278,-8.013382572793706,-22.358784168458424,25.17308405358485,2.318383622664158,3.99709496796398,-22.978086570612167,18.518625922563633
0.24,0.006006006006006006,15.649877192245508,-31.64514515859037,-8.180200127639438,-24.87577089980583,-34.602515098006144,-21.024927231018527,-7.3195705343668624,33.14350592697111,12.20072412682195,-33.51505400560519,-7.207493202310102,-0.44774119104198684,-23.021260319916454,-34.75529579898347,8.642255156146808,43.19075485717748,42.39667673097014,-34.68886611328044,41.12577718503106,37.83108879006212,-8.165823054760246,20.517538499078064,-6.621006351222149,-9.355875695111044,34.305747861848744,4.688640511194015,-10.60274447762329,-11.060137740685793,-30.013690444025507,35.337407076496895,42.09568839072395,-24.90309612519675,-6.481104087594466,13.360065853649475,6.9940477539541375,-11.999156383257679,13.434209191999779,31.301596711284734,-17.010581573237193,-4.8822910178008465,-18.129997743667385,-8.418053550621819,-8.014371693126488,-22.35996371355323,25.174084622451836,2.3182770355585274,3.9980753379196066,-22.980188661398625,18.520567805262004
0.28,0.007007007007007007,15.652032704346357,-31.647567014809496,-8.181356041045511,-24.87716218565818,-34.606066360044466,-21.026299302500586,-7.319546931934847,33.14604806683787,12.201837506029655,-33.517461065324916,-7.208569638712741,-0.4483753228108427,-23.023573119586793,-34.757629394593124,8.64338231886148,43.1948834657867,42.40048485038411,-34.69149564230897,41.128644080452425,37.834084798843875,-8.166608568573636,20.51862189945202,-6.622885669944754,-9.356293354501739,34.309682399656694,4.68846855195226,-10.604037988930243,-11.061118993676871,-30.015577238588204,35.33979637595092,42.09938529596673,-24.90554700208054,-6.481448973396605,13.361845506732877,6.99448527141905,-12.000103494805181,13.434716012734803,31.30408127454339,-17.011660594886436,-4.882895299487793,-18.131592258003742,-8.418918570672458,-8.01542837316119,-22.361019897328134,25.174883426838775,2.318113521282429,3.9991886989858574,-22.982343808552393,18.522600702262746
0.32,0.008008008008008008,15.654340640084254,-31.649970434918373,-8.182594076779521,-24.878453031221923,-34.60974907325508,-21.02761898710264,-7.319420101428969,33.14857222522804,12.202976558707752,-33.51982160988246,-7.209728819890029,-0.4491089862644055,-23.0259652330593,-34.75988742798454,8.644581545490558,43.19912468730664,42.40436485870004,-34.694101418097084,41.131439372793956,37.83707580038399,-8.167412381490884,20.519613599436052,-6.624985661025211,-9.356653835234184,34.31381837228003,4.688205377070931,-10.605407218535234,-11.062116370117721,-30.01737782589877,35.34211359889248,42.103141210206886,-24.90806912274144,-6.481761616273623,13.363746022564941,6.994903512411376,-12.001045829636137,13.435127789924529,31.306565520998316,-17.012694173363958,-4.8835331247680696,-18.13321196318455,-8.419812842680196,-8.016552395224023,-22.361952814320283,25.175480498736093,2.317893498843159,4.0004350404280045,-22.98455227336608,18.524723540657288
0.36,0.009009009009009009,15.65680115406531,-31.652355490647576,-8.183914063355104,-24.879643427290663,-34.61356363523241,-21.028886132798547,-7.319189888865733,33.15107815690197,12.204141541550719,-33.5221358626804,-7.210970881057104,-0.4499422407177313,-23.0284373315385,-34.762069872537545,8.6458524277998,43.203477831680466,42.40831691844737,-34.69668353348886,41.134162662742014,37.840061442514404,-8.168233545494477,20.520513300292798,-6.627305455988044,-9.356957024043705,34.31815601743595,4.687850888186261,-10.606852735918082,-11.063130215448458,-30.01909234930852,35.344358657133654,42.106957136189926,-24.9106612080337,-6.4820415653049315,13.365767961409452,6.99530245174229,-12.001982810818543,13.435443841715538,31.30904980336416,-17.013682856412927,-4.884204230088626,-18.13485757610326,-8.42073605875057,-8.017743525418483,-22.3627625824728,25.175875880778655,2.3176173848114687,4.001814401472127,-22.98681431008942,18.526935173071013
