t,p,x0,x1,x2,x3
0.0,0.0,-18.089556343142668,17.5730203503633,23.200186365427037,-22.33537412239999
0.04,0.001001001001001001,-18.091011082198097,17.574419344787312,23.20203705653305,-22.337169068874584
0.08,0.002002002002002002,-18.092501647797675,17.57582975697567,23.203872120239797,-22.338923979170108
0.12,0.003003003003003003,-18.09402814337371,17.577251717321808,23.205691526109856,-22.34063884981027
0.16,0.004004004004004004,-18.095590673969525,17.578685355251174,23.207495247877887,-22.342313678911854
0.2,0.005005005005005005,-18.0971893461938,17.580130799152606,23.209283263379092,-22.343948466090215
0.24,0.006006006006006006,-18.098824268173015,17.58158817630888,23.21105555447834,-22.345543212366522
0.28,0.007007007007007007,-18.100495549501957,17.58305761282641,23.212812107000026,-22.3470979200768
0.32,0.008008008008008008,-18.102203301192247,17.584539233564016,23.214552910658657,-22.34861259278275
0.36,0.009009009009009009,-18.10394763561882,17.586033162060758,23.216277958990183,-22.35008723518445
0.4,0.01001001001001001,-18.10572866646432,17.587539520462755,23.217987249284114,-22.351521853034882
0.44,0.011011011011011011,-18.10754650866137,17.589058429448983,23.219680782516416,-22.352916453056363
0.48,0.012012012012012012,-18.109401278332644,17.59059000815599,23.22135856328321,-22.354271042858883
0.52,0.013013013013013013,-18.111293092728726,17.592134374101473,23.22302059973528,-22.355585630860354
0.56,0.014014014014014014,-18.113222070163662,17.593691643106737,23.22466690351339,-22.3568602262088
0.6,0.015015015015015015,-18.1151883299482,17.595261929217898,23.226297489684463,-22.358094838706496
0.64,0.016016016016016016,-18.117191992320652,17.596845344625876,23.227912376678525,-22.359289478736084
0.68,0.017017017017017015,-18.11923317837533,17.59844199958509,23.229511586226543,-22.36044415718864
0.72,0.018018018018018018,-18.121312009988504,17.600052002330845,23.231095143299047,-22.361558885393723
0.76,0.01901901901901902,-18.123428609741836,17.601675458995327,23.232663076045604,-22.362633675051434
0.8,0.02002002002002002,-18.12558310084327,17.603312473522244,23.234215415735108,-22.363668538166426
0.84,0.02102102102102102,-18.12777560704528,17.60496314757999,23.235752196696886,-22.36466348698394
0.88,0.022022022022022022,-18.130006252560495,17.60662758047335,23.237273456262617,-22.365618533927815
0.92,0.023023023023023025,-18.132275161974604,17.608305869053716,23.23877923470906,-22.366533691540514
0.96,0.024024024024024024,-18.134582460156526,17.609998107627728,23.240269575201562,-22.367408972425107
1.0,0.025025025025025023,-18.136928272165797,17.611704387864393,23.24174452373835,-22.36824438918929
1.04,0.026026026026026026,-18.13931272315714,17.613424798700546,23.243204129095606,-22.369039954391354
1.08,0.02702702702702703,-18.14173593828217,17.615159426244738,23.24464844277326,-22.36979568048817
1.12,0.028028028028028028,-18.144198042588208,17.61690835367942,23.24607751894157,-22.37051157978512
1.16,0.029029029029029027,-18.146699160914157,17.618671661161482,23.24749141438836,-22.371187664388025
1.2,0.03003003003003003,-18.149239417783416,17.620449425721063,23.24889018846703,-22.371823946157015
1.24,0.031031031031031032,-18.151818937293807,17.622241721158655,23.250273903045198,-22.372420436662384
1.28,0.03203203203203203,-18.154437843004473,17.624048617940467,23.251642622454032,-22.372977147142368
1.32,0.03303303303303303,-18.15709625781972,17.625870183092015,23.252996413438222,-22.37349408846286
1.36,0.03403403403403403,-18.15979430386981,17.627706480089962,23.25433534510658,-22.37397127107907
1.4000000000000001,0.035035035035035036,-18.16253210238863,17.62955756875217,23.255659488883225,-22.374408704999098
1.44,0.036036036036036036,-18.16530977358829,17.631423505125973,23.256968918459375,-22.374806399749392
1.48,0.037037037037037035,-18.168127436530554,17.633304341374668,23.258263709745677,-22.375164364342126
1.52,0.03803803803803804,-18.17098520899517,17.635200125662205,23.259543940825075,-22.375482607244447
1.56,0.03903903903903904,-18.173883207345046,17.63711090203611,23.260809691906186,-22.375761136349585
1.6,0.04004004004004004,-18.176821546388286,17.639036710308623,23.262061045277164,-22.375999958949837
1.6400000000000001,0.04104104104104104,-18.179800339237072,17.64097758593608,23.263298085260022,-22.376199081711366
1.68,0.04204204204204204,-18.182819697163428,17.642933559896555,23.2645208981654,-22.376358510650864
1.72,0.043043043043043044,-18.185879729451827,17.644904658565753,23.26572957224773,-22.37647825111399
1.76,0.044044044044044044,-18.188980543248718,17.646890903591245,23.266924197660785,-22.376558307755644
1.8,0.04504504504504504,-18.19212224340893,17.648892311764993,23.268104866413616,-22.37659868452201
1.84,0.04604604604604605,-18.195304932339027,17.65090889489426,23.26927167232679,-22.376599384634357
1.8800000000000001,0.04704704704704705,-18.19852870983761,17.652940659670946,23.27042471098897,-22.376560410574637
1.92,0.04804804804804805,-18.20179367293263,17.654987607539333,23.271564079713748,-22.376481764072782
1.96,0.04904904904904905,-18.20509991571573,17.657049734562378,23.27268987749678,-22.37636344609576
2.0,0.050050050050050046,-18.208447529173686,17.65912703128655,23.273802204973126,-22.37620545683832
2.04,0.05105105105105105,-18.21183660101698,17.66121948260529,23.274901164374814,-22.37600779571546
2.08,0.05205205205205205,-18.215267215505595,17.663327067621204,23.275986859488604,-22.37577046135655
2.12,0.05305305305305305,-18.218739453272068,17.66544975950697,23.277059395613907,-22.375493451601145
2.16,0.05405405405405406,-18.22225339114191,17.667587525365164,23.278118879520857,-22.375176763496448
2.2,0.055055055055055056,-18.225809101951445,17.669740326087002,23.2791654194085,-22.374820393296392
2.24,0.056056056056056056,-18.229406654363196,17.67190811621014,23.28019912486309,-22.374424336462372
2.2800000000000002,0.057057057057057055,-18.233046112678874,17.674090843775634,23.281220106816466,-22.373988587665565
2.32,0.058058058058058054,-18.23672753665013,17.67628845018414,23.282228477504503,-22.373513140790852
2.36,0.05905905905905906,-18.240450981287122,17.678500870051533,23.283224350425574,-22.372997988942327
2.4,0.06006006006006006,-18.244216496665096,17.680728031064024,23.28420784029908,-22.37244312445035
2.44,0.06106106106106106,-18.248024127729053,17.682969853832926,23.28517906302396,-22.371848538880172
2.48,0.062062062062062065,-18.251873914096677,17.68522625174921,23.286138135637216,-22.371214223042085
2.52,0.06306306306306306,-18.255765889859674,17.68749713083803,23.2870851762724,-22.37054016700309
2.56,0.06406406406406406,-18.259700083383667,17.689782389613335,23.288020304118074,-22.369826360100078
2.6,0.06506506506506507,-18.263676517106845,17.692081918932775,23.288943639376242,-22.369072790954508
2.64,0.06606606606606606,-18.26769520733753,17.694395601853053,23.289855303220705,-22.368279447488565
2.68,0.06706706706706707,-18.27175616405085,17.69672331348592,23.29075541775536,-22.367446316942765
2.72,0.06806806806806806,-18.275859390684733,17.699064920855015,23.291644105972427,-22.366573385895045
2.7600000000000002,0.06906906906906907,-18.28000488393543,17.70142028275376,23.2925214917106,-22.365660640281263
2.8000000000000003,0.07007007007007007,-18.284192633552777,17.703789249604466,23.293387699613117,-22.364708065417137
2.84,0.07107107107107107,-18.288422622135446,17.70617166331897,23.294242855085745,-22.363715646021603
2.88,0.07207207207207207,-18.2926948249264,17.70856735716095,23.295087084254675,-22.36268336624156
2.92,0.07307307307307308,-18.297009209608852,17.71097615561018,23.295920513924333,-22.361611209677996
2.96,0.07407407407407407,-18.30136573610293,17.713397874228995,23.29674327153512,-22.36049915941352
3.0,0.07507507507507508,-18.305764356363365,17.7158323195312,23.29755548512106,-22.359347198041228
3.04,0.07607607607607608,-18.31020501417847,17.71827928885366,23.298357283267382,-22.358155307694908
3.08,0.07707707707707707,-18.31468764497069,17.720738570230928,23.299148795068046,-22.356923470080616
3.12,0.07807807807807808,-18.319212175599045,17.72320994227307,23.299930150083203,-22.35565166650956
3.16,0.07907907907907907,-18.323778524163767,17.725693174047084,23.30070147829663,-22.35433987793228
3.2,0.08008008008008008,-18.328386599813445,17.728188024962137,23.301462910073134,-22.35298808497416
3.24,0.08108108108108109,-18.33303630255501,17.73069424465893,23.302214576115947,-22.351596267972205
3.2800000000000002,0.08208208208208208,-18.337727523066906,17.733211572903535,23.30295660742413,-22.350164407013093
3.3200000000000003,0.08308308308308308,-18.34246014251579,17.735739739485954,23.303689135250014,-22.348692481972513
3.36,0.08408408408408408,-18.347234032377074,17.738278464123784,23.304412291056696,-22.347180472555742
3.4,0.08508508508508508,-18.352049054259737,17.740827456371253,23.30512620647561,-22.345628358339457
3.44,0.08608608608608609,-18.356905059735727,17.743386415533976,23.30583101326421,-22.344036118814795
3.48,0.08708708708708708,-18.361801890174316,17.745955030589784,23.306526843263807,-22.342403733431613
3.52,0.08808808808808809,-18.36673937658182,17.748532980115908,23.30721382835754,-22.340731181643967
3.56,0.0890890890890891,-18.37171733944704,17.751119932222892,23.307892100428592,-22.339018442956785
3.6,0.09009009009009009,-18.376735588592823,17.75371554449557,23.308561791318628,-22.337265496973718
3.64,0.09109109109109109,-18.381793923034092,17.75631946394141,23.30922303278651,-22.33547232344617
3.68,0.0920920920920921,-18.38689213084282,17.758931326946612,23.30987595646735,-22.333638902323486
3.72,0.09309309309309309,-18.39202998902023,17.76155075924026,23.31052069383192,-22.331765213804292
3.7600000000000002,0.0940940940940941,-18.397207263376693,17.764177375866865,23.311157376146447,-22.32985123838896
3.8000000000000003,0.09509509509509509,-18.402423708419697,17.766810781167653,23.31178613443293,-22.327896956933227
3.84,0.0960960960960961,-18.407679067250246,17.769450568770914,23.31240709942988,-22.32590235070289
3.88,0.0970970970970971,-18.41297307146811,17.772096321591718,23.313020401553686,-22.323867401429638
3.92,0.0980980980980981,-18.418305441086282,17.77474761184135,23.313626170860548,-22.321792091367957
3.96,0.0990990990990991,-18.42367588445506,17.777404001046744,23.314224537009085,-22.319676403353107
4.0,0.10010010010010009,-18.429084098196075,17.780065040080245,23.31481562922367,-22.31752032086018
4.04,0.1011011011011011,-18.434529767146646,17.78273026919997,23.315399576258535,-22.315323828064198
4.08,0.1021021021021021,-18.440012564314856,17.78539921810107,23.315976506362702,-22.313086909901255
4.12,0.1031031031031031,-18.445532150845633,17.788071405978155,23.316546547245824,-22.310809552130685
4.16,0.1041041041041041,-18.451088175998212,17.790746341599146,23.31710982604497,-22.308491741398246
4.2,0.10510510510510511,-18.45668027713529,17.79342352339081,23.317666469292426,-22.306133465300285
4.24,0.1061061061061061,-18.462308079724192,17.796102439536188,23.31821660288458,-22.303734712448914
4.28,0.10710710710710711,-18.4679711973503,17.798782568084153,23.318760352051946,-22.30129547253814
4.32,0.10810810810810811,-18.473669231743095,17.801463377071304,23.319297841330393,-22.298815736410937
4.36,0.1091091091091091,-18.47940177281502,17.804144324656335,23.319829194533632,-22.296295496127286
4.4,0.11011011011011011,-18.48516839871339,17.806824859267092,23.320354534727066,-22.293734745033106
4.44,0.1111111111111111,-18.49096867588565,17.80950441976044,23.32087398420299,-22.29113347783012
4.48,0.11211211211211211,-18.496802159158086,17.81218243559504,23.321387664457284,-22.288491690646577
4.5200000000000005,0.11311311311311312,-18.502668391828237,17.814858327017166,23.321895696167605,-22.285809381108876
4.5600000000000005,0.11411411411411411,-18.508566905771126,17.817531505259616,23.322398199173183,-22.283086548414015
4.6000000000000005,0.11511511511511512,-18.514497221559463,17.820201372753775,23.322895292456227,-22.280323193402882
4.64,0.11611611611611611,-18.520458848597894,17.822867323354856,23.32338709412506,-22.27751931863436
4.68,0.11711711711711711,-18.526451285271413,17.825528742580303,23.32387372139899,-22.27467492846022
4.72,0.11811811811811812,-18.532474019107948,17.82818500786136,23.324355290595015,-22.27179002910077
4.76,0.11911911911911911,-18.538526526955163,17.830835488807704,23.32483191711638,-22.268864628721268
4.8,0.12012012012012012,-18.544608275171473,17.83347954748511,23.325303715443056,-22.265898737509037
4.84,0.12112112112112113,-18.550718719831217,17.83611653870598,23.325770799124186,-22.262892367751295
4.88,0.12212212212212212,-18.55685730694392,17.838745810332668,23.326233280772545,-22.259845533913634
4.92,0.12312312312312312,-18.563023472687572,17.841366703593327,23.326691272061055,-22.256758252719155
4.96,0.12412412412412413,-18.56921664365573,17.843978553410192,23.327144883721402,-22.253630543228216
5.0,0.12512512512512514,-18.575436237118367,17.846580688739984,23.327594225544775,-22.25046242691874
5.04,0.12612612612612611,-18.58168166129619,17.8491724329262,23.328039406384768,-22.247253927767126
5.08,0.12712712712712712,-18.587952315648245,17.85175310406302,23.328480534162487,-22.244005072329614
5.12,0.12812812812812813,-18.594247591172508,17.854322015370492,23.32891771587386,-22.240715889824195
5.16,0.12912912912912913,-18.600566870719234,17.856878475580622,23.32935105759919,-22.237386412212928
5.2,0.13013013013013014,-18.606909529316656,17.859421789334046,23.32978066451496,-22.2340166742847
