t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
0.0,0.0,2.13553415982386,13.680166501310117,4.6496654317528385,3.213082575408856,-0.10645409515867103,34.0782154330274,-19.595146049900812,19.673769619916943,20.96009147931339,38.34200989348037,-31.11245354787046,16.624573492821213,15.769497935024285,2.022233727016166,-30.091985064549906,-31.17881957066007,-20.929509038764106,28.140467853993858,-21.467845345855217,-23.392011728426116,-6.522116557667597,3.832758613997464,20.52400315407373,28.721184813397148,-13.270569692940095,37.23532872984131,-32.526618968261914,-4.805306753819352,-18.521544924291014,-7.323342104160568,0.6664858291150011,4.927062224168678,-1.7774023493252396,-17.483418924507966,-17.197194687087162,-15.961514610047402,23.03212934742307,-1.6285644690774175
0.04,0.001001001001001001,2.1356986958145194,13.68125468455928,4.650035723235919,3.2133378361943206,-0.10646535797560262,34.080936431133146,-19.596716779316036,19.675342465161805,20.961763944967778,38.345075158498474,-31.114953584453364,16.625891508534178,15.770759007932636,2.0223867204717476,-30.094399620867186,-31.181325160915986,-20.931191779986865,28.14271220708956,-21.469571600446226,-23.39388794597974,-6.522647053566004,3.833054869058618,20.52563922256341,28.723470689203918,-13.271641438607357,37.23829519888293,-32.52922322949146,-4.805697726503263,-18.52303852960724,-7.32393613389509,0.6665283304483464,4.927444189135814,-1.777546873098788,-17.484820653103604,-17.198581438140817,-15.962802919832347,23.033962388968654,-1.6286991135334616
0.08,0.002002002002002002,2.13599731442384,13.682298885532818,4.650507750972396,3.213554236567365,-0.10659676030432187,34.08357359736058,-19.5983091925782,19.676957891945836,20.963378360170562,38.34820611414824,-31.117319053400767,16.627166221369723,15.7720582468477,2.022604389735985,-30.096788883124738,-31.18372739850737,-20.93290732888182,28.14482304232649,-21.471383311146585,-23.395963195016627,-6.523168644817242,3.8333881376723546,20.527144639911697,28.72571673454914,-13.272624439536596,37.2412461992463,-32.53184914861645,-4.806120430968309,-18.52462733222489,-7.32446200922566,0.6667337344139563,4.927779270543708,-1.7777096954010425,-17.486162955760626,-17.19992931569365,-15.963959334123293,23.03582908262121,-1.6289130884970882
0.12,0.003003003003003003,2.1364300538724863,13.68329902197651,4.6510814811328585,3.21373195026989,-0.10684867249940373,34.08612800471933,-19.599923379245645,19.678616176541336,20.964934923299445,38.35140126066895,-31.11954960793641,16.628397514338445,15.77339599883149,2.0228867590472928,-30.099151676803082,-31.186026188552333,-20.934656002331028,28.146800378529473,-21.473280853762184,-23.398237691403338,-6.523681359294675,3.833758339119405,20.528519039318976,28.72792298182223,-13.27351872247499,37.2441812953803,-32.53449683516298,-4.806574692791176,-18.526311116473238,-7.324919967869084,0.6671015494945676,4.928067421508576,-1.7778906594898727,-17.487445240794187,-17.201238503875427,-15.964983621757408,23.03772955939746,-1.6292065842179373
0.16,0.004004004004004004,2.136996927088724,13.68425501363588,4.651756897232126,3.2138711317816115,-0.10722143587390714,34.088600671875426,-19.601559421175175,19.68031760648519,20.966433849016514,38.3546591199102,-31.121644918986085,16.6295852665327,15.774772572368542,2.023233851197553,-30.1014868540542,-31.18822141169041,-20.936438126191323,28.148644238704225,-21.475264637115068,-23.4007116557591,-6.524185217200607,3.834165354478788,20.529762101247535,28.7300894608018,-13.274324325421295,37.24710005712716,-32.53716639462766,-4.807060298143599,-18.52808966168006,-7.325310263206375,0.6676313230334454,4.928308596202929,-1.778089603389466,-17.488666951858775,-17.202509152939122,-15.965875533653517,23.03966396672387,-1.6295798099438752
0.2,0.005005005005005005,2.1376979216592176,13.685166781964979,4.65253399986202,3.213971916187351,-0.10771536255090067,34.0909925627046,-19.603217392270853,19.68206248042537,20.96787536796417,38.35797823594288,-31.123604675152812,16.630729352939586,15.776188237267,2.0236456878881017,-30.103793294631952,-31.19031292331546,-20.938254034973916,28.150354649821075,-21.477335102598417,-23.4033853120223,-6.5246802315087935,3.834609026605291,20.530873552874347,28.732216198626894,-13.275041297910013,37.250002059515836,-32.539857929011895,-4.807576993712596,-18.529962741797682,-7.325633164345794,0.6683226414173246,4.92850274991161,-1.7783063600783278,-17.48982756772284,-17.20374137909014,-15.966634802575154,23.04163246836041,-1.6300329941336131
0.24,0.006006006006006006,2.138532999696731,13.68603424986592,4.653412806399943,3.2140344190544514,-0.10833073526645615,34.093304585897414,-19.604897358246067,19.683851107973855,20.969259726463854,38.3613571756229,-31.12542858275433,16.63182964425453,15.777643224548722,2.0241222900600606,-30.10606990678873,-31.192300552843076,-20.94010407150534,28.151931642651114,-21.479492723728605,-23.40625888579495,-6.5251664084179515,3.8350891601087866,20.531853167610596,28.734303219772233,-13.275669701348304,37.25288688256041,-32.54257153736615,-4.8081244866068396,-18.531930124988172,-7.325888956172714,0.6691751301575989,4.928649839068045,-1.7785407576739476,-17.490926602050067,-17.204935264319243,-15.967261142987063,23.043635244312046,-1.630566384686598
0.28,0.007007007007007007,2.1395020976244914,13.686857341459664,4.654393350691918,3.2140587363206414,-0.10906780712440238,34.0955375946128,-19.606599376399135,19.685683809566036,20.97058718621746,38.364794529108245,-31.127116365922543,16.632886006695742,15.779137726327626,2.0246636781989005,-30.108315628137643,-31.19418410301162,-20.941988586569526,28.153375251655433,-21.481738005693785,-23.409332602464094,-6.52564374781632,3.8356055213355202,20.532700764689768,28.736350546027616,-13.276209609406205,37.255754111063695,-32.545307316344164,-4.808702444249644,-18.5339915731683,-7.326077939386733,0.6701884538722748,4.928749821270822,-1.7787926196146178,-17.49196360318765,-17.206090856238998,-15.967754251006037,23.045672490727792,-1.6311802491904324
0.32,0.008008008008008008,2.1406051258770824,13.687635981888489,4.65547568270859,3.21404494419272,-0.10992680130327875,34.09769238617693,-19.608323495402686,19.687560916326735,20.971858024011247,38.36828891032984,-31.12866776676441,16.633898301819663,15.780671895675535,2.0252698726131224,-30.11052942647939,-31.195963349216047,-20.9439079385308,28.154685514928058,-21.484071484898422,-23.41260668509908,-6.526112243757345,3.836157838351494,20.53341620882583,28.73835819648144,-13.276661108460727,37.25860333442623,-32.54806536076708,-4.809310494259114,-18.536146841514846,-7.326200430526455,0.6713623161710766,4.928802655280679,-1.779061764838892,-17.492938153961852,-17.207208167923547,-15.968113804447121,23.047744419787076,-1.6318748751861314
0.36,0.009009009009009009,2.1418419685178276,13.688370097150584,4.656659868172454,3.213993099056499,-0.11090791071607593,34.09976970182452,-19.61006975510706,19.689482769942913,20.97307253142209,38.37183895741677,-31.130082545583885,16.634866386337688,15.782245846474918,2.0259408936869776,-30.112710300592934,-31.19763803887382,-20.9458624929375,28.15586247419319,-21.486493728503067,-23.416081352123705,-6.526571884946615,3.8367458009281115,20.533999409942837,28.74032618750838,-13.277024298094435,37.261434146461006,-32.550845764197476,-4.809948224316011,-18.538395677930826,-7.326256761982345,0.6726964594459797,4.928808300997939,-1.7793480079631785,-17.49384987148074,-17.20828717775163,-15.968339462966332,23.04985125957315,-1.6326505704515812
