t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
0.0,0.0,-4.876094997723312,-15.380128598962258,20.38814137604869,26.016918143938746,-25.568128735255684,26.99892197587085,-28.83768874397897,18.75347744734609,11.945347422491887,8.89937399679495,-23.262168874313662,34.97375994880035,22.776810362947177,30.05824418828883,23.285784282762876,-14.999513754422585,-1.1215285858153,-30.870763101623908,29.070173378849617,23.3688002749743,30.833178837307376,35.97592164816083,-14.26976516852977,2.3039332644001402,32.33752548494404,-33.270943620434394,17.441478590348773,-25.072783995434516,27.68779960728723,-38.609848195814145,5.808399730173191,25.019633846958193,21.29960431119923,15.556246904853415,-23.824541653606843,-7.0793181575864015,-23.677753098919556,-25.830922638677137,-40.705115851556165,-39.84178130263471,-33.74974324788849,-17.26404022429821,-9.227680832708268,6.8489003709150555,-16.559479398225026
0.04,0.001001001001001001,-4.8764959229558364,-15.381359878615893,20.389765612198264,26.018993321073907,-25.57018115098844,27.001078907381242,-28.840004377704943,18.754965941180764,11.94629716962565,8.900074219812804,-23.264032425245624,34.976546697783824,22.778631840426275,30.060641504270574,23.28764046628108,-15.000719105555579,-1.1216261038398183,-30.87323630474107,29.072486985042854,23.37066850560811,30.835635775488747,35.978789357855824,-14.270917589688557,2.3041133259889284,32.34011044453294,-33.2736141346529,17.442872914690366,-25.074798886202867,27.690006248007442,-38.612939948564616,5.8088639558151955,25.021624787388074,21.30130100050601,15.557482872517678,-23.82645318098295,-7.079896829122106,-23.679650982114488,-25.832990851120858,-40.708380004112556,-39.84497252299046,-33.75245243984577,-17.26543096151096,-9.228428010048544,6.849445325239783,-16.560812950858992
0.08,0.002002002002002002,-4.87670147309695,-15.382636259851235,20.391433593444347,26.02112580798686,-25.57232053137951,27.00320234510156,-28.842326150615275,18.756395406875576,11.947150116183805,8.900856789513504,-23.265667024729535,34.97944207714128,22.780460124595045,30.062968581827004,23.28936739464536,-15.001967117867853,-1.1215915857683323,-30.875549554697496,29.074651508711664,23.372510597528272,30.838127553219376,35.98178131968093,-14.272071059234225,2.304289214733062,32.34270789904046,-33.27636956265252,17.444323311298216,-25.07679443626874,27.692170307580913,-38.61598567335608,5.809133613786194,25.023507842602207,21.302911798204573,15.558622256448457,-23.828362050288156,-7.080435457903918,-23.681618022025123,-25.83515124882717,-40.711586183997596,-39.84813376709234,-33.75519646471124,-17.266635007807363,-9.229103899873802,6.849897443151816,-16.562191754003504
0.12,0.003003003003003003,-4.876711596014503,-15.383957890552757,20.39314576036585,26.0233163035234,-25.57454628185593,27.0052916594981,-28.844654413053988,18.75776614914354,11.947906261914259,8.901721893883408,-23.26707268088177,34.98244576808559,22.782294932968227,30.0652254981802,23.29096572478474,-15.003258016423215,-1.1214248604086055,-30.8777032806283,29.07666663338994,23.374326589862978,30.840654302003855,35.9848978481722,-14.273225124145366,2.304460951095898,32.34531799409041,-33.279209410668614,17.44582989222117,-25.078770433836624,27.694291398512032,-38.618985819704804,5.809209025138402,25.02528282641942,21.304436381838535,15.559664987898563,-23.830268447759412,-7.080933891585212,-23.68365539669047,-25.837403892406787,-40.71473540517316,-39.851264633506425,-33.7579755892974,-17.267652061266105,-9.229708197194013,6.850257035901389,-16.56361587858613
0.16,0.004004004004004004,-4.876526191499499,-15.38532491696464,20.39490257768374,26.02556551321579,-25.576857766035413,27.00734627329953,-28.846989514810705,18.7590784782804,11.948565613348421,8.902669706408055,-23.268249383680885,34.98555741566249,22.7841359839059,30.067412337134133,23.29243609526227,-15.004592055463503,-1.12112576667965,-30.879697861001123,29.078531991429934,23.376116513630514,30.8432161063283,35.98813919806846,-14.274379355715414,2.304628558460048,32.34794085614296,-33.28213317917997,17.447392753974867,-25.080726697743863,27.696369204139568,-38.6219408910438,5.809090544723158,25.02694958994542,21.30587448095245,15.560610980175591,-23.83217257899955,-7.081392024642868,-23.68576432277396,-25.839748855496996,-40.717828647622134,-39.85436476823175,-33.76079012222519,-17.268481705453848,-9.230240607001365,6.850524431132213,-16.565085373785575
0.2,0.005005005005005005,-4.876145110509144,-15.386737483552567,20.396704534229787,26.027874149493552,-25.57925430550607,27.009365661405077,-28.849331805387475,18.760332710330058,11.949128184052944,8.90370038539416,-23.26919710351175,34.98877662767623,22.78598299604865,30.069529189149726,23.293779126201642,-15.005969518725568,-1.1206941536554036,-30.881533622943873,29.080247163425984,23.377880391687516,30.845813003642288,35.99150556360809,-14.275533349404004,2.304792062891062,32.35057659250041,-33.28514036207096,17.449011977543137,-25.082663077203094,27.69840347790383,-38.6248514447245,5.808778560844663,25.028508021418144,21.30722587629628,15.561460128096844,-23.83407466877443,-7.081809798234506,-23.687946056628597,-25.84218622353154,-40.72086685728487,-39.857433864204424,-33.763640413309844,-17.26912340908793,-9.230700844455795,6.850699972989665,-16.566600266870875
0.24,0.006006006006006006,-4.875568154535845,-15.388195732835415,20.398552142914056,26.030242931903242,-25.58173517963408,27.01134935078516,-28.851681634250127,18.761529167240727,11.949593994854734,8.904814073287154,-23.269915789892682,34.992102973557245,22.787835687769295,30.07157615140793,23.294995419304996,-15.007390719714634,-1.1201298806764297,-30.88321084157993,29.08181167768959,23.37961823864451,30.848444984343462,35.99499707776739,-14.27668672470428,2.3049514929261883,32.3532252913353,-33.288230445822215,17.450687628339864,-25.08457945150314,27.70039404269488,-38.62771809207081,5.808273495004854,25.02995804606391,21.30849039913075,15.562212307557088,-23.83597496075923,-7.082187200094418,-23.690201895355536,-25.844716092455684,-40.723850946010174,-39.8604716608536,-33.7665268529789,-17.26957652572622,-9.231088635115363,6.8507840222725305,-16.56816056297364
0.28,0.007007007007007007,-4.874795075102899,-15.389699805186241,20.40044594069023,26.032672587337434,-25.584299625400387,27.013296920375616,-28.854039351063886,18.76266817701196,11.949963074038491,8.906010895984178,-23.270405370386207,34.99553598317343,22.789693776641773,30.073553327861227,23.296085557959113,-15.008856001933916,-1.1194328175297055,-30.88472973937064,29.083225009775354,23.381330060748088,30.851111991765112,35.998613811442006,-14.27783912502529,2.305106879388027,32.35588702174185,-33.291402908732046,17.452419756131743,-25.086475729669363,27.702340790282932,-38.630541498485954,5.807575801737691,25.031299625965264,21.30966793063523,15.562867375209294,-23.837873717233787,-7.082524264468751,-23.692533177856543,-25.847338567386487,-40.72678179151715,-39.863477943710016,-33.76944987171964,-17.26984029348711,-9.231403715212075,6.850776956627992,-16.569766244793417
0.32,0.008008008008008008,-4.8738255733879745,-15.391249838601889,20.402386488517774,26.03516385027331,-25.58694683726762,27.015208000966645,-28.85640530591292,18.763750073832323,11.950235457515848,8.90729096214244,-23.270665749694185,34.99907514558671,22.79155697892769,30.0754608292741,23.297050107427324,-15.010365739070114,-1.118602844696524,-30.886090485464948,29.084486582058084,23.38301585572898,30.853813922167177,36.00235577257328,-14.278990217588607,2.305258255222931,32.35856183381128,-33.294657220170905,17.454208394922265,-25.08835185008442,27.704243680831926,-38.63332238361251,5.806685968530951,25.032532759941116,21.310758401419434,15.56342516825864,-23.839771218726767,-7.082821072090479,-23.694941285880635,-25.850053761218472,-40.72966023736412,-39.86645254406776,-33.77240993955303,-17.269913834803354,-9.231645831973676,6.850679170789494,-16.571417272236275
0.36,0.009009009009009009,-4.872659299975861,-15.392845968440383,20.404374371319985,26.037717463021117,-25.589675967078765,27.017082275087564,-28.858779849503396,18.764775198207687,11.950411188965074,8.908654362482899,-23.270696808938098,35.00271990775677,22.793425009081272,30.077298773252764,23.29788961512475,-15.011920335134088,-1.1176398536685022,-30.887293195056184,29.08559576336193,23.384675612615546,30.856550624731245,36.0062229052218,-14.280139693338436,2.305405655364031,32.36124975873186,-33.29799283987103,17.456053562797443,-25.0902077800703,27.70610274249703,-38.63606152154599,5.805604515833296,25.033657483439598,21.311761791140082,15.563885504370226,-23.84166776360832,-7.083077750194707,-23.697427645065147,-25.85286179317494,-40.73248709292116,-39.86939533869936,-33.775407565530834,-17.269796156214394,-9.231814743991837,6.850491076856999,-16.573113581986675
