t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,18.788840444888976,-17.14563355558126,17.015585190551935,-1.0139580889705404,-36.36924757214003,4.388806398484722,-15.875438875541061,18.576015533863046,-47.98252610655159,15.877083046954224,16.48413790467261,18.344529348994598,20.41156971804936,-1.5569676007231952,-8.342866440167713
0.04,0.001001001001001001,18.790332401568907,-17.147012411289744,17.016938940496555,-1.014043297237361,-36.372166670190246,4.389145016141054,-15.87671602770929,18.577492170811386,-47.98637185356352,15.878347740038103,16.485444674630614,18.345986887997302,20.413194142121185,-1.5570981433352231,-8.34354422369564
0.08,0.002002002002002002,18.791788281023027,-17.148342637364202,17.018324789541783,-1.0142326849388992,-36.375090431244004,4.389505312937546,-15.877905757487886,18.57889842626533,-47.99023487666311,15.879688244166205,16.48685890066685,18.347372953199823,20.414827752236615,-1.5572680614005794,-8.344260864154412
0.12,0.003003003003003003,18.79320837038819,-17.149624400990582,17.01974264877523,-1.0145259533004727,-36.378018534288216,4.389887355495897,-15.879008485132495,18.580234514925873,-47.99411569954981,15.88110447027446,16.488380475413948,18.348687930338755,20.416470360440186,-1.5574773400606958,-8.345016365946185
0.16,0.004004004004004004,18.794592943356644,-17.15085786762577,17.021192421714098,-1.0149228063484632,-36.380950642645985,4.39029121949691,-15.880024604927348,18.581500625750795,-47.99801482574826,15.882596336113773,16.49000928994606,18.349932184032745,20.41812178258924,-1.5577259671177013,-8.345810741802651
0.2,0.005005005005005005,18.795942260290634,-17.152043200949688,17.02267400425656,-1.0154229506427115,-36.38388640425434,4.390716989708048,-15.880954485097933,18.582696922036344,-48.00193273894538,15.884163766133778,16.49174523354781,18.351106057974583,20.419781838404695,-1.5580139330757894,-8.346644012602521
0.24,0.006006006006006006,18.797256568329583,-17.153180562816082,17.024187284626446,-1.0160260949687567,-36.38682545194095,4.39116476000326,-15.881798467736598,18.583823541512167,-48.00586990331735,15.885806691352064,16.49358819342896,18.35220987514351,20.421450351525273,-1.5583412311739986,-8.347516207183437
0.28,0.007007007007007007,18.798536101490086,-17.15427011320213,17.025732143311405,-1.0167319499907237,-36.38976740369969,4.391634633375002,-15.882556868740338,18.58488059644918,-48.009826763846775,15.88752504920898,16.495538054385364,18.35324393803767,20.423127149564937,-1.5587078574105555,-8.348427362148314
0.32,0.008008008008008008,18.799781080758827,-17.155312010156955,17.027308452994955,-1.0175402278656442,-36.39271186296487,4.392126721938361,-15.88322997776005,18.585868173780124,-48.0138037466306,15.889318783408068,16.497594698406846,18.354208528926616,20.42481206417344,-1.559113810558912,-8.349377521666105
0.36,0.009009009009009009,18.800991714178675,-17.156306409749188,17.028916078482666,-1.018450641820002,-36.39565841888399,4.392641146927135,-15.88381805816067,18.586786335232627,-48.01780125917902,15.891187843742179,16.49975800423252,18.35510391012395,20.42650493109976,-1.5595590921755953,-8.35036673726695
