t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
0.0,0.0,30.537136340484903,-46.04239122610321,-8.55790035276457,-43.099386806405995,1.3596967837465461,21.59275663030146,5.271227154563166,-31.828778960471457,20.761786149247218,27.683157137530586,8.121938698991059,-5.158802857683269,24.05529810827236,-17.351456096392642,20.83792306967405,21.27121639206549,26.182518183619216,-0.9420987599254615,-32.98677285015097,24.194862608526282,-7.976256017744157,-30.601022615004993,-10.192640638770708,0.7197222874389698,-16.693069172727288,5.153827179995345,-25.42035826489386,23.029485049634847,1.1411833123556692,-25.472437851529406,12.03154081389789,17.71741266507712,-22.891498764564084,2.9233963595336823,22.383630926560947,-1.7033994939775603,-25.751024576075192,11.580922099417068,-2.5517399761923,30.033214610615417
0.04,0.001001001001001001,30.539574026022876,-46.0460863237666,-8.558586364414172,-43.10284168862512,1.3597968999443226,21.594473391547613,5.271642691838223,-31.831326588164334,20.763443543742074,27.685359794938186,8.122579312275903,-5.159218111086202,24.057219214864055,-17.352849148725632,20.839588216228908,21.272907559355463,26.184605098013137,-0.9421829914218588,-32.98942407432935,24.196786106225016,-7.976901794921812,-30.603481129310403,-10.19345918766555,0.7197742891931553,-16.694413433333796,5.154227108353788,-25.422403265642508,23.031321171685438,1.1412672416908896,-25.474484005113567,12.03249817354725,17.718829547020523,-22.8933309996105,2.92362963483705,22.385410271747457,-1.7035429946739062,-25.753093016650542,11.581844746032115,-2.551945172409849,30.035609530934426
0.08,0.002002002002002002,30.54204926265449,-46.04985240876127,-8.559248790810615,-43.10628531735169,1.3598490052523755,21.596247582668664,5.272119052691181,-31.834006919081034,20.765187054418814,27.68763280313603,8.123210370537809,-5.159751907128102,24.05908573680334,-17.354226841818246,20.841252311795916,21.27452580816578,26.18670919845588,-0.9422954883574785,-32.99201677435999,24.19867777068732,-7.977579097078047,-30.605947929175436,-10.194138908687627,0.719875221549089,-16.69583434710069,5.154656434683051,-25.42435798656501,23.033205495843358,1.1414035073866264,-25.476486400530554,12.033392071359389,17.72018069998417,-22.89501753271406,2.9239559613732644,22.387180438585883,-1.7036767123962622,-25.755230653707745,11.582664932436495,-2.5521987168906017,30.037909292217716
0.12,0.003003003003003003,30.544561736874403,-46.0536893532215,-8.559887456683127,-43.109717572569345,1.359852896455565,21.598079777812657,5.272656583929045,-31.836820553587312,20.767016520553096,27.68997673508066,8.123832188880174,-5.160404352904658,24.06089711378846,-17.355589178351686,20.842915796093827,21.276071369789243,26.18883014381092,-0.9424363270372038,-32.994550617368695,24.200538012517182,-7.978287614057135,-30.608423015807436,-10.19468002265026,0.7200248775648591,-16.69733206072463,5.155115571011689,-25.4262226495361,23.035138646427992,1.1415919211669883,-25.47844551336549,12.034221845341749,17.721466282549162,-22.8965586153992,2.924375534671385,22.388941603201214,-1.7038007598411604,-25.75743686026091,11.583382266810874,-2.5525007795231156,30.04011315873
0.16,0.004004004004004004,30.547111123869847,-46.05759705722809,-8.560502207903607,-43.11313835408556,1.3598083537321735,21.599970595840826,5.273255622907139,-31.839768114073248,20.768931768542387,27.692392181218217,8.124445115688022,-5.1611755442791605,24.0626527741816,-17.35693613528806,20.84457911796482,21.27754449855196,26.190967603928243,-0.9426056048071783,-32.997025297704845,24.202367206375293,-7.979027045689773,-30.610906386171834,-10.195082713426595,0.7202230533958612,-16.698906726852023,5.155604878824393,-25.42799748640332,23.037121246926187,1.1418322368555491,-25.48036185827539,12.034986850037052,17.722686423337223,-22.897954436510588,2.924888614685437,22.390693949469703,-1.7039152583671962,-25.759710995584033,11.5839963784703,-2.552851513471667,30.0422204214921
0.2,0.005005005005005005,30.549697087405786,-46.06157544810929,-8.56109291149804,-43.11654758184485,1.3597151405776846,21.601920700666746,5.273916497338374,-31.842850244239013,20.770932612349227,27.694879749614987,8.125049532378535,-5.162065566124516,24.06435213497501,-17.358267664084636,20.846242735279986,21.278945471841293,26.193121259704494,-0.9428034400502254,-32.99944053685658,24.20416569090488,-7.979797101664236,-30.61339803302161,-10.195347128317144,0.7204695480772398,-16.700558504068972,5.1561246688013735,-25.42968273880014,23.039153919555723,1.1421241505373942,-25.48223598933745,12.035686456717102,17.72384122099965,-22.899205121795088,2.9254955261379414,22.392437668489006,-1.7040203382469707,-25.762052405568117,11.584506917771684,-2.5532510548028915,30.044230398477833
0.24,0.006006006006006006,30.55231927968956,-46.065624479697995,-8.561659455657994,-43.11994519624849,1.359573003729986,21.603930801603138,5.274639525082285,-31.846067608363583,20.773018853982737,27.697440066092312,8.12564585316635,-5.163074492540529,24.0659946017465,-17.35958369087664,20.84790711485902,21.280274590159507,26.195290803126984,-0.9430299722223544,-33.00179608336984,24.20593376863793,-7.980597501383661,-30.615897944920317,-10.195473378415347,0.7207641632909513,-16.702287556861588,5.15667520051202,-25.43127865801021,23.04123728480642,1.1424673007753632,-25.484068500415407,12.036320053540711,17.72493074417827,-22.900310733522147,2.9261966589139243,22.39417295807173,-1.704116138934581,-25.76446042309159,11.584913556011207,-2.553699522062008,30.04614243478955
0.28,0.007007007007007007,30.554977341214933,-46.06974413154426,-8.562201749752395,-43.123331158480696,1.3593816730961532,21.606001653714856,5.275425013913343,-31.849420890553727,20.775190284018716,27.700073774365315,8.126234524843246,-5.1642023870461395,24.0675795686047,-17.36088411662908,20.849572732404116,21.281532177203328,26.197475937301625,-0.9432853619302511,-33.00409171277185,24.207671705881577,-7.981427973809406,-30.61840610625873,-10.19546153897098,0.7211067031174175,-16.704094055546733,5.157256682062537,-25.432785504882666,23.043371960957277,1.1428612688805135,-25.48586002554379,12.036887045676096,17.725955031438605,-22.901271270141027,2.926992468505112,22.39590002226107,-1.7042028093487502,-25.76693436840428,11.5852159853124,-2.5541970157988523,30.047955902812856
0.32,0.008008008008008008,30.557670900585318,-46.07393440808246,-8.56271972433974,-43.12670545084135,1.3591408616809908,21.60813405817648,5.276273261267999,-31.852910793970604,20.777446682158654,27.702781536184915,8.126816026571836,-5.165449302746397,24.069106418124377,-17.362168817258148,20.8512400724482,21.282718579969476,26.199676376465,-0.9435697910496595,-33.006327227499796,24.209379732584427,-7.98228825729036,-30.62092249726522,-10.195311649751286,0.7214969737717217,-16.705978176173332,5.1578692696973505,-25.43420354979825,23.045558563568108,1.1433055792368254,-25.487611239329837,12.037386855388036,17.726914091175374,-22.902086665973588,2.9278834765038804,22.397619070867176,-1.7042805081716885,-25.769473549525102,11.58541391850563,-2.554743618043916,30.04967020235113
0.36,0.009009009009009009,30.560399574315973,-46.0781953377519,-8.56321333118085,-43.13006807708508,1.3588502655175319,21.610328862632816,5.277184553969925,-31.856538040031104,20.77978781782802,27.705564031482588,8.12739086969295,-5.166815282474051,24.07057452127224,-17.363437643722573,20.852909628317494,21.28383416888626,26.20189184598066,-0.9438834628845524,-33.008502456835224,24.211058042182724,-7.98317809937809,-30.62344709401,-10.19502371539983,0.7219347833242803,-16.70794010039425,5.1585130673541935,-25.435533072686155,23.047797704944127,1.1437996996801618,-25.489322857372844,12.037818922090182,17.727807901490618,-22.90275679094158,2.928870271146382,22.399330319023,-1.704349404163756,-25.772077262653845,11.58550708899966,-2.555339391734537,30.051284760740604
0.4,0.01001001001001001,30.563162966614872,-46.08252697206977,-8.563682543252296,-43.133419062766585,1.358509563599716,21.61258696156052,5.278159167932857,-31.86030336758099,20.782213450814172,27.708421958517345,8.127959597546388,-5.168300358905746,24.071983237323547,-17.364690422085395,20.854581902108585,21.284879337971272,26.204122082319923,-0.9442266023669884,-33.010617256844995,24.21270679142613,-7.984097256627637,-30.62597986840339,-10.19459770579313,0.7224199414059078,-16.709980015308812,5.159188126172864,-25.436774363091303,23.050089993571937,1.1443430419314953,-25.490995636700724,12.038182702362807,17.728636410044697,-22.903281450327626,2.9299535079041155,22.401033986758378,-1.7044096764939904,-25.77474479259723,11.585495250645948,-2.555984380091373,30.052799032946673
0.44,0.011011011011011011,30.56596066914197,-46.086929384655,-8.564127354760542,-43.136758455591966,1.3581184178174919,21.614909296628845,5.279197367840461,-31.86420753203678,20.784723331944296,27.71135603402442,8.128522785304714,-5.1699045546528835,24.07333191377003,-17.365926953546467,20.856257404680022,21.285854505015216,26.206366833027293,-0.9445994562975439,-33.01267151032938,24.214326100183023,-7.98504549438378,-30.628520788188286,-10.194033556395192,0.7229522588971776,-16.71209811327589,5.159894443957759,-25.43792772029188,23.052436033525378,1.1449349620843983,-25.49263037622355,12.038477669936363,17.729399533880436,-22.903660384569253,2.9311339101230405,22.402730298591088,-1.704461515086547,-25.777475413209647,11.585378177596237,-2.5566786059452506,30.054212501642358
0.48,0.012012012012012012,30.56879226074645,-46.09140267020151,-8.564547781156826,-43.14008632577578,1.3576764728946102,21.617296857057458,5.280299406802596,-31.86825130449316,20.78731720380373,27.714366993365093,8.12908103981986,-5.171627882327338,24.074619886219452,-17.367147014446026,20.85793665565863,21.286760111791775,26.208625856670817,-0.9450022936261984,-33.01466512677816,24.21591605122523,-7.986022586552534,-30.63106981692707,-10.193331168610156,0.7235315476019628,-16.714294591697538,5.160631964594394,-25.43899345346689,23.05483642383975,1.1455747611467846,-25.494227917203805,12.038703315641145,17.730097159220772,-22.90389326908569,2.9324122697091712,22.404419483133786,-1.7045051209830708,-25.780268387848885,11.585155664154046,-2.5574220710144644,30.055524677269762
0.52,0.013013013013013013,30.571657307181578,-46.09594694339928,-8.564943859152821,-43.14340276640347,1.3571833563294,21.619750679969087,5.281465525987359,-31.872435470792606,20.78999480149512,27.71745559067717,8.12963499948227,-5.173470344582297,24.07584647828733,-17.368350356239613,20.859620183460645,21.287596624293553,26.210898922777606,-0.945435405773537,-33.0165980423353,24.21747668999202,-7.987028315357625,-30.633626913983225,-10.192490410133315,0.7241576199050304,-16.716569652773096,5.161400577420209,-25.43997188191339,23.0572917578529,1.1462616856368693,-25.495789143743146,12.038859147323413,17.7307291412403,-22.903979714137265,2.9337894478593767,22.40610177271566,-1.704540706721012,-25.783122969847184,11.584827524620549,-2.558214755132589,30.056735098085497
0.56,0.014014014014014014,30.57455536079672,-46.10056233780122,-8.565315646737027,-43.1467078937988,1.356638678338843,21.622271850734553,5.282695954228248,-31.87676083055374,20.79275585343872,27.720622599025496,8.130185334092353,-5.175431934128576,24.07701100148126,-17.36953670544457,20.86130852532782,21.288364532993914,26.213185811754784,-0.9458991069921169,-33.01847021977311,24.219008024333377,-7.988062471081651,-30.63619203449789,-10.191511115300836,0.7248302884135464,-16.71892350322359,5.1622001165501,-25.440863335313242,23.05980262251172,1.1469949282332945,-25.497314983285335,12.038944689728224,17.73129530381112,-22.90391926471755,2.9352663758359303,22.407777403017764,-1.7045684967278598,-25.78603840299805,11.584393593135319,-2.5590566154268473,30.057843330191066
0.6,0.015015015015015015,30.577485960205987,-46.10524900463414,-8.565663223191812,-43.150001847895865,1.3560420318062847,21.624861503307613,5.283990907605802,-31.88122819615478,20.79560008221437,27.723868810552034,8.130732744744067,-5.177512633726882,24.078112755078365,-17.37070576355829,20.863002227378697,21.28906435313467,26.21548631479623,-0.9463937347678162,-33.02028164847647,24.220510024232446,-7.989124851791609,-30.63876512936171,-10.190393085438547,0.7255493655823384,-16.721356353986337,5.163030360157208,-25.44166815404898,23.06236959764258,1.1477736284793467,-25.498806407135124,12.038959484349292,17.73179543922349,-22.90371140047861,2.9368440557831152,22.409446612720988,-1.7045887277312484,-25.789013922059162,11.583853723512389,-2.5599475854470826,30.05884896754931
0.64,0.016016016016016016,30.580448629933056,-46.11000711155141,-8.56598668911106,-43.153284792615146,1.3553929922331431,21.627520820546863,5.285350589003052,-31.88583839166835,20.79852720544544,27.727195036624853,8.131277963720471,-5.179712416156569,24.079151025996328,-17.371857206948384,20.86470184467521,21.289696625039426,26.217800233775378,-0.9469196502609588,-33.02203234443803,24.221982621507145,-7.990215263048431,-30.641346145182325,-10.189136089210239,0.7263146633227499,-16.723868419879533,5.163891029709635,-25.442386689568508,23.064993255184312,1.148596873541156,-25.50026443099277,12.038903089246112,17.732229307881816,-22.903355535689943,2.9385235615839664,22.411109643165776,-1.7046016491848566,-25.79204875327184,11.583207789072006,-2.5608875742453843,30.059751631988018
0.68,0.017017017017017015,30.583442880031523,-46.11483684132537,-8.566286166418235,-43.15655691624314,1.3546911176950072,21.630251034521656,5.286775187634088,-31.89059225174366,20.801536936725242,27.73060210798552,8.131821754401088,-5.18203124416154,24.08012508865863,-17.372990686714832,20.866407941304868,21.290261914452454,26.2201273811245,-0.9474772387869683,-33.02372235026499,24.223425709490964,-7.991333517600154,-30.643935024247845,-10.187739862965952,0.7271259925949092,-16.726459919236593,5.164781789163864,-25.443019304798327,23.06767415838237,1.149463699019744,-25.501690115503905,12.03877507882858,17.732596637976588,-22.90285101923201,2.9403060397549594,22.412766738022654,-1.7046075237099898,-25.795142114897427,11.582455682468453,-2.561876465406423,30.06055097319187
0.72,0.018018018018018018,30.58646820568027,-46.11973839047689,-8.566561798384754,-43.159818431814934,1.3539359488025284,21.63305342679891,5.2882648785451,-31.89549062043196,20.804628986586287,27.73409087489421,8.132364911180998,-5.184469070374038,24.081034204854507,-17.37410582852419,20.868121090478727,21.29076081290288,26.222467579700798,-0.9480669103362626,-33.02535173519822,24.224839142692968,-7.992479435058287,-30.646531704486737,-10.186204111090774,0.72798316298323,-16.729131073510015,5.1657022441158125,-25.44356637460487,23.070412860942792,1.1503730898167406,-25.503084566824363,12.038575043609308,17.732897125132936,-22.902197134625386,2.942192710376185,22.41441814297277,-1.7046066275526917,-25.79829321777109,11.58159731551425,-2.562914116028577,30.061246668683992
0.76,0.01901901901901902,30.58952408675316,-46.12471196783968,-8.566813749648423,-43.16306957749918,1.353127008667546,21.635929328707313,5.289819822087169,-31.900534349951034,20.807803063512793,27.73766220727198,8.13290825940159,-5.187025837217166,24.081877623594252,-17.375202232415845,20.869841874645417,21.29119393809399,26.22482066263978,-0.9486891001330484,-33.02692059514451,24.22622273643708,-7.993652841556942,-30.649136119424558,-10.184528506354715,0.7288859822549479,-16.731882106844456,5.166651940910582,-25.444028286303638,23.07320990614472,1.1513239810535578,-25.504448937199733,12.03830258992378,17.73313043203657,-22.90139310009693,2.9441848680542346,22.416064105397727,-1.704599251056197,-25.8015012658734,11.580632619001019,-2.564000355655958,30.061838423798374
0.8,0.02002002002002002,30.592609987362437,-46.12975779305676,-8.56704220623175,-43.166310616984816,1.352263802874899,21.638880121575323,5.29144016336017,-31.905724299384183,20.811058874996856,27.74131699483947,8.13345265529293,-5.189701476787081,24.082654580960465,-17.376279472580258,20.871570885621477,21.291561934317404,26.227186473196266,-0.949344269232615,-33.02842905272256,24.227576266480778,-7.994853569394234,-30.65174819813802,-10.18271269026427,0.7298342559014951,-16.734713245618725,5.167630365712106,-25.44440544021567,23.076065825910227,1.1523152590437564,-25.50578442555919,12.037957339618508,17.733296188037947,-22.90043806868453,2.946283882914698,22.417704874077987,-1.70458569914849,-25.8047654569202,11.579561542517263,-2.565134985161479,30.06232597164454
0.84,0.02102102102102102,30.595725355375176,-46.13487609500627,-8.567247375559829,-43.169541839868856,1.3513458194604089,21.641907236938966,5.293126031627083,-31.9110613333091,20.814396128638695,27.745056147251397,8.133998985927759,-5.192495910715897,24.083364299955925,-17.377337097109088,20.873308724738354,21.291865472891917,26.229564864573593,-0.9500329051566538,-33.02987725732344,24.228899468613314,-7.996081456655426,-30.65436786520685,-10.18075627341629,0.7308277866625053,-16.73762471795634,5.168636943534064,-25.444698250270992,23.078981139830304,1.1533457623182952,-25.50709227812326,12.037538929707207,17.733393988735564,-22.899331128382332,2.948491201620808,22.419340698899312,-1.7045662918446831,-25.808084982971156,11.578384054263278,-2.56631777558116,30.062709073065864
0.88,0.022022022022022022,30.59886962190205,-46.140067110153886,-8.567429486477511,-43.17276356204458,1.3503725288955317,21.64501215671527,5.294877539698052,-31.916546320351763,20.8178145332913,27.7488805942261,8.13454816918718,-5.195409050016434,24.08400599034877,-17.37837462771705,20.875056003006335,21.29210525262671,26.231955699741416,-0.9507555225660558,-33.03126538518621,24.230192038233735,-7.997336346817279,-30.65699504066404,-10.17865883585487,0.7318663740322412,-16.740616753204247,5.169671037233596,-25.44490714465854,23.08195635414587,1.1544142827033006,-25.508373789025097,12.037047011995085,17.73342339553949,-22.898071302328514,2.950808348414378,22.420971830566707,-1.704541364763879,-25.81145903105747,11.577100140863381,-2.567548466899922,30.062987516593005
