t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
0.0,0.0,5.609137896920429,7.761907264574679,24.315203062947628,-27.355771489569236,9.71901950828608,26.461892373269784,-17.55475780930488,-36.30269567086477,38.171970898418145,-12.094479316604183,-1.8122271192186072,-5.99824725043556,20.38100301266128,9.20037043897781,-3.1018977901822784,2.511671563525754,-6.417987600487551,-3.919318538710346,15.511961743357686,-37.35103960236716,0.42017984082291143,-32.16966723305891,7.425113841267957,3.9068814263898726,-5.7942549057795825,-18.149481254391194,-12.922031344422434,37.613830508351604,18.385573289035253,28.367408397690923,32.811676897895246,3.263506973325532,29.613243473320633,-26.01148770992297,-15.551934489424308,-34.50357764496124,-14.809510788671611,33.08712708745582,33.796054383385545,-33.77019433800844,-24.945642258871114,-18.235328759509148,-25.908185471944215,29.857147049958954
0.04,0.001001001001001001,5.6095829279878355,7.7625275529651026,24.317144289517962,-27.357972315959582,9.719790633317,26.46399943265271,-17.55616814703263,-36.30560766160747,38.175021205011184,-12.095453911673605,-1.8123723525855073,-5.998735461202203,20.382628438352654,9.201095143233658,-3.1021552265452006,2.511869044276498,-6.418507128968781,-3.9196388076733255,15.513190687971218,-37.35403340290709,0.42020908860416284,-32.17224787419221,7.4257014125988166,3.907189624013478,-5.7947227795936085,-18.150945103636495,-12.923076671596977,37.616827633635836,18.387032387095335,28.369676421352906,32.81429946629884,3.2637635090715347,29.615600750785898,-26.01356951432604,-15.553185358315833,-34.506342794007736,-14.810699771769226,33.08977107664894,33.798751474268535,-33.77289995215002,-24.94764752092633,-18.23679089024516,-25.910266726471338,29.859529718856045
0.08,0.002002002002002002,5.610022644160948,7.763136499161988,24.31910896256626,-27.360168052427092,9.72044190589959,26.46605693591605,-17.55755595962179,-36.30857331983379,38.17808629724716,-12.096435767392624,-1.812516674778529,-5.999170700747258,20.384320243083504,9.201600448919377,-3.1024068689058883,2.5121190238894937,-6.419094692020745,-3.920094173570835,15.514400111139866,-37.3569675105426,0.42030938562637293,-32.17465330689768,7.426436872233569,3.907504890931526,-5.795276588233204,-18.152411586031125,-12.924143248704047,37.61988738756745,18.388438927398006,28.37183371534037,32.81700136108563,3.263983139126685,29.61799792718923,-26.015544280622773,-15.554422271943576,-34.50909107442229,-14.811816587701314,33.09242226196616,33.80143212884438,-33.775790214215434,-24.94965457517366,-18.23823344883317,-25.912292177564048,29.861934556019627
0.12,0.003003003003003003,5.610457076888831,7.7637343640556145,24.32109637321843,-27.36235908839362,9.720973067513608,26.468065051811944,-17.55892092720022,-36.311591761061656,38.18116562221362,-12.09742490674327,-1.8126602385342423,-5.999553317281825,20.386078435287764,9.20188688870816,-3.1026528488573915,2.512421518828006,-6.419750252383783,-3.920684504619906,15.515590710396072,-37.35984201530852,0.4204810471778949,-32.176883267030746,7.427320699554943,3.907827119560078,-5.795916421800404,-18.15388075565442,-12.925230835567488,37.62300902123663,18.389792885948463,28.373880644348368,32.81978230244844,3.264166102178567,29.620435364986445,-26.017411471487556,-15.555645291296633,-34.51182270191625,-14.81286127193073,33.095080630191575,33.80409644338237,-33.77886636109175,-24.951663203923946,-18.239656746917237,-25.914262010632115,29.86436137482767
0.16,0.004004004004004004,5.610886252036551,7.764321401122441,24.323105814781854,-27.364545831566762,9.721383845648079,26.470024003515483,-17.560262707198678,-36.314662076001774,38.18425865844874,-12.098421337659385,-1.8128032019181466,-5.999883684388139,20.387903000244457,9.201954985094948,-3.1028933068945905,2.512776507875839,-6.420473728376982,-3.921409719577254,15.516763126769568,-37.36265699460723,0.42072445934617314,-32.17893752390887,7.428353416597228,3.9081562077791534,-5.796642338574246,-18.155352651251064,-12.926339160191452,37.62619180540235,18.391094274248296,28.37581755631519,32.82264197355733,3.264312626770123,29.622913410214576,-26.019170569584684,-15.556854503905152,-34.51453788808632,-14.813833899702002,33.09774618280488,33.80674449033342,-33.78212968794538,-24.953673145669264,-18.241061085921125,-25.916176406150676,29.86680999530227
0.2,0.005005005005005005,5.611310189722464,7.764897856530949,24.325136583016274,-27.366728708620695,9.721673954036817,26.471934068137582,-17.561580934026637,-36.317783330364115,38.187364916288196,-12.09942505316353,-1.812945728448362,-6.000162201004131,20.38979389968705,9.201805251591155,-3.103128392432452,2.5131839318812297,-6.421264993889814,-3.922269787885326,15.517917945039233,-37.36541251308435,0.4210400791776508,-32.18081587973637,7.429535587726636,3.908492058799859,-5.797454365331451,-18.156827296414473,-12.927467919045196,37.62943503059761,18.3923431392306,28.377644782203927,32.82558002030897,3.264422931425858,29.625432392690378,-26.020821077112757,-15.55805002350914,-34.51723684030886,-14.814734586281146,33.10041893542784,33.8093763177076,-33.78558154737459,-24.955684095256494,-18.242446756889187,-25.91803553977501,29.869280243855986
0.24,0.006006006006006006,5.611728904167129,7.765463969270409,24.327187976407593,-27.368908165928307,9.721843092922095,26.473795576208676,-17.56287521878948,-36.320954564658535,38.1904839382374,-12.100436031498774,-1.813087987237968,-6.000389291354791,20.391751071351237,9.201438194092766,-3.1033582638392954,2.5136436934653226,-6.422123878325866,-3.9232647297882766,15.519055693957904,-37.368108622482914,0.4214284349018439,-32.182518169079266,7.430867819242678,3.9088345809996747,-5.798352497617386,-18.158304699739926,-12.928616777363814,37.63273800721806,18.393539563231275,28.379362635793584,32.82859605105412,3.264497224740497,29.62799262618881,-26.02236251529948,-15.55923198976365,-34.51991976164971,-14.81556348719171,33.103098917224024,33.81199194842044,-33.78922334853188,-24.95769570407567,-18.2438140403196,-25.919839582446578,29.871771953017113
0.28,0.007007007007007007,5.6121424035540945,7.766019971302438,24.329259296445176,-27.371084670344967,9.721890949347062,26.475608911132287,-17.564145149048468,-36.324174793990515,38.193615299369014,-12.10145423625489,-1.8132301531564796,-6.000565404830276,20.393774428460276,9.200854312419569,-3.103583088484726,2.514155656694587,-6.423050166498907,-3.924394616418312,15.520176846450044,-37.37074536147611,0.42189012622055677,-32.184044258391346,7.432350758898503,3.90918368772614,-5.799336699966539,-18.159784854946842,-12.92978536946441,37.63610006559495,18.39468366399644,28.380971413478896,32.831689636303864,3.264535705430033,29.630594408601574,-26.023794423846713,-15.560400567980787,-34.522586850789324,-14.81632079844704,33.10578617025098,33.81459137960771,-33.793056556209976,-24.959707580262798,-18.245163205989165,-25.921588700490496,29.874284961134673
0.32,0.008008008008008008,5.612550689902828,7.766566087735211,24.331349847903287,-27.373258710044453,9.721817197477597,26.477374508607355,-17.565390288625036,-36.327443007853034,38.196758607745345,-12.102479616488658,-1.8133724070110175,-6.000691015810753,20.39586385914706,9.200054102023294,-3.1038030428018906,2.514719646716622,-6.424043598481745,-3.925659569852478,15.521281819782235,-37.37332275547892,0.4224258246631679,-32.18539404559216,7.433985095337793,3.9095392970691294,-5.8004069060718635,-18.16126774096973,-12.930973299077282,37.63952055605344,18.395775594725958,28.382471394077967,32.83486030841505,3.264538562345098,29.63323802207585,-26.02511636032525,-15.561555948909046,-34.52523830196318,-14.817006756778587,33.108480748763526,33.817174581908546,-33.79708268988512,-24.96171928891686,-18.246494512769004,-25.92328305570457,29.87681911206405
0.36,0.009009009009009009,5.612953758954084,7.76710253702021,24.333458939127294,-27.375430795407485,9.721621498954338,26.479092856018042,-17.56661017745103,-36.33075816991554,38.199913504865336,-12.103512106837975,-1.8135149357477833,-6.000766623437942,20.398019225812007,9.199038055862545,-3.104018312363662,2.5153354493588806,-6.425103869408586,-3.927059763139596,15.522370975706565,-37.375840816438746,0.4230362740088674,-32.18656745969744,7.435771557445559,3.90990133160185,-5.801563018902493,-18.162753322017256,-12.932180139691777,37.642998848957035,18.39681554415296,28.38386283864685,32.83810756125562,3.2645059744465605,29.635923733133335,-26.02632789951876,-15.56269834855049,-34.52787430491735,-14.817621639859857,33.11118271846717,33.81974149871664,-33.80130332271081,-24.96373035233098,-18.247808208430556,-25.924922805440062,29.879374254834193
