t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,-23.513691404679342,33.6068036990851,14.49218839314556,7.551166554507791,-34.27183525565849,-15.749751747727737,-10.27890771847808,24.567855751104958,23.750561016831192,3.273890335554033,-35.9939517052563,9.953632189719128,11.008187388607068,-0.16444931979269226,34.397829580326835,-17.914917430658715,2.294334482983799,6.111291261294582,20.335903467080367,-23.56209858629769,30.328293623783086,13.164352781655984,-38.19386284376145,-10.138775949609231,19.512091148231473,-10.108544445060781,-10.783438470265592,-1.7973858783060561,-9.669812821874947,-14.797409020528159,-33.03488909246933,8.774360407345405,29.5357229969673
0.04,0.001001001001001001,-23.51557751928822,33.609486443193454,14.49333754167735,7.551765191638899,-34.274587988147175,-15.751014034623259,-10.279737676922705,24.569820411888273,23.75246073584075,3.2741512397533206,-35.996843765603735,9.954425144104636,11.009056669859358,-0.16446820908486876,34.40056889301068,-17.916350926559563,2.2945068661025796,6.111776969012837,20.33752199398503,-23.563994014433685,30.330707871117763,13.16539877227374,-38.1969221066873,-10.139587585856555,19.513641686422396,-10.109361473561828,-10.784302433855688,-1.7975373416004994,-9.670594667395571,-14.798595083095057,-33.03753453382881,8.775050959691333,29.538075358771188
0.08,0.002002002002002002,-23.517379691953003,33.6120380988536,14.494504998145086,7.5524098434353615,-34.27738442505183,-15.752265224280922,-10.280627139390536,24.571722018538342,23.754427653954153,3.2742757533278426,-35.99966534891802,9.955196715208636,11.009872173947022,-0.16448711773281716,34.40328886162038,-17.917657811521963,2.294764572232516,6.112292240594058,20.339156781363485,-23.565803460520918,30.333074241174728,13.166482165804645,-38.199969483098926,-10.14038602403214,19.51518967689038,-10.11020307889573,-10.785006801611864,-1.7977854740560202,-9.671380474057221,-14.799913769075083,-33.040185131245,8.775723999216622,29.540424048934184
0.12,0.003003003003003003,-23.519097192487145,33.614457403940435,14.495690931506186,7.553100614741814,-34.28022473845073,-15.753505419082183,-10.281576275388826,24.573560854533596,23.756462165626537,3.274263942629534,-36.002415901305156,9.95594699496469,11.01063380282452,-0.1645060407371585,34.405989874698086,-17.918838126372783,2.2951078863777656,6.112837277615724,20.340807472252095,-23.567527101830454,30.33539283223024,13.167602890358815,-38.20300590629748,-10.14117161350731,19.51673511128379,-10.111069211316618,-10.785551486234631,-1.798130275742437,-9.672170190611475,-14.801365122660007,-33.042840297337456,8.776379248613349,29.542768982963718
0.16,0.004004004004004004,-23.52072931854431,33.61674321929826,14.496895517471504,7.553837616388786,-34.28310912516788,-15.754734726883354,-10.282585200240923,24.57533723070317,23.758564657827137,3.2741158335525338,-36.00509490271774,9.956676077035189,11.011341426039635,-0.16452498905501653,34.40867229601304,-17.91989187846977,2.295537111067182,6.113412317305863,20.342473728389933,-23.5691651040097,30.33766372895151,13.168760871192974,-38.206032311453754,-10.14194468510204,19.518277993595454,-10.111959825942575,-10.785936429918637,-1.7985718369538726,-9.672963761319469,-14.802949179943436,-33.045499469095425,8.777016455198417,29.545110052586367
0.2,0.005005005005005005,-23.522275396113347,33.61889452851265,14.498118938221673,7.554620965169567,-34.28603780641286,-15.755953260912447,-10.283653974924235,24.577051485441338,23.760735509996973,3.2738314108598257,-36.00770186699465,9.957384056780146,11.011994880731917,-0.16454398977828977,34.411336464323554,-17.920819041070832,2.296052566563357,6.114017632633237,20.344155230304647,-23.570717620576634,30.33988700246399,13.169956030745029,-38.209049636241545,-10.142705550953597,19.519818340397666,-10.11287488260657,-10.786161604328628,-1.7991103384853173,-9.673761126105239,-14.804665968574708,-33.04816210796122,8.77763539089277,29.547447125800822
0.24,0.006006006006006006,-23.523734779967675,33.620910437654366,14.499361382137206,7.555450783821562,-34.28901102739654,-15.757161139684401,-10.284782605935966,24.5787039848951,23.76297509400465,3.27341061761539,-36.01023634189323,9.95807103123297,11.012593971626309,-0.1645630863146214,34.413982693126975,-17.921619552761914,2.2966545910754386,6.114653532450521,20.345851677412803,-23.572184792425183,30.342062710404605,13.171188288672635,-38.21205882147757,-10.143454504377164,19.521356181104075,-10.113814345704274,-10.786227010656102,-1.7997460519499604,-9.674562220698917,-14.80651550739182,-33.050827699919175,8.778235852195648,29.549780046923313
0.28,0.007007007007007007,-23.525106854069957,33.622790175001114,14.50062304354164,7.556327201011248,-34.292029056922786,-15.758358486934382,-10.285971045186407,24.580295123124852,23.765283774100222,3.2728533547213674,-36.012697909114515,9.958737099083423,11.01313847102175,-0.1645823385713359,34.416611270397176,-17.92229331694404,2.297343540975852,6.115320361690721,20.34756278813472,-23.573566747342362,30.34419089696088,13.172457561895527,-38.21506081176857,-10.144191819717792,19.52289155825858,-10.11477818403849,-10.786132679758145,-1.800479340137905,-9.675366976769341,-14.808497806033314,-33.0534957555902,8.778817660154386,29.552108636625146
0.32,0.008008008008008008,-23.526391031933013,33.624533090742446,14.501904122457022,7.557250351321966,-34.29509218695551,-15.759545431568897,-10.287219189919668,24.58182532223816,23.767661906867144,3.2721594805599596,-36.01508618432223,9.959382360667941,11.013628118774658,-0.16460182314263871,34.419222458309235,-17.922840201380268,2.2981197910210303,6.116018501617166,20.34928830002369,-23.57486359953784,30.346271592895803,13.173763764641347,-38.21805655616627,-10.14491775219312,19.524424527851416,-10.115766370659951,-10.785878672379697,-1.8013106574166886,-9.676175322045697,-14.810612864529144,-33.05616581033168,8.779380660330268,29.554432691962102
0.36,0.009009009009009009,-23.527586756937833,33.6261386566726,14.50320482437104,7.55822037524384,-34.298200732160915,-15.760722107634534,-10.28852688266187,24.583295032496533,23.770109841172214,3.2713288107400222,-36.017400817156165,9.960006917967526,11.014062622277278,-0.16462163350040576,34.42181649295093,-17.92326003780342,2.29898373457624,6.1167483701274215,20.351027969909588,-23.576075449186522,30.348304815558436,13.175106808494707,-38.22104700883071,-10.145632537726279,19.525955159662733,-10.116778882704226,-10.785465079460343,-1.802240550173843,-9.676987180427927,-14.812860672870569,-33.058837424342705,8.779924722760796,29.556751986395398
