Time,traj,gen,theta
1.0,1.2611000537872314,1.3110970761986778,-0.995
2.0,1.3221999406814575,1.3183540627846473,-0.99
3.0,1.291599988937378,1.3202666521131916,-0.985
4.0,1.2979999780654907,1.3198700656683113,-0.98
5.0,1.3009999990463257,1.3183287103868369,-0.975
6.0,1.3098000288009644,1.3161917745606169,-0.97
7.0,1.346400022506714,1.3137451312993709,-0.965
8.0,1.3279000520706177,1.3111447343364742,-0.96
9.0,1.327399969100952,1.3084772333853292,-0.955
10.0,1.2963000535964966,1.3057908224305532,-0.95
11.0,1.3229000568389893,1.303112011018278,-0.945
12.0,1.312399983406067,1.3004550539196116,-0.94
13.0,1.3072999715805054,1.2978273220856413,-0.935
14.0,1.3098000288009644,1.2952323639783885,-0.9299999999999999
15.0,1.3203999996185305,1.2926716395707867,-0.925
16.0,1.2821999788284302,1.2901454925115838,-0.92
17.0,1.3050999641418457,1.2876536882236735,-0.915
18.0,1.278499960899353,1.2851957072621214,-0.91
19.0,1.277899980545044,1.282770902339065,-0.905
20.0,1.281499981880188,1.2803785803942171,-0.9
21.0,1.3039000034332275,1.2780180440368845,-0.895
22.0,1.2914999723434448,1.2756886113129475,-0.89
23.0,1.2901999950408936,1.2733896241264882,-0.885
24.0,1.258999943733215,1.2711204508703096,-0.88
25.0,1.291700005531311,1.268880486208536,-0.875
26.0,1.3005000352859497,1.2666691495450717,-0.87
27.0,1.2899999618530271,1.264485882960533,-0.865
28.0,1.2812000513076782,1.2623301490054308,-0.86
29.0,1.2683000564575195,1.2602014285329994,-0.855
30.0,1.2861000299453735,1.2580992186512159,-0.85
31.0,1.2353999614715576,1.256023030822132,-0.845
32.0,1.245300054550171,1.2539723891121464,-0.84
33.0,1.2811000347137451,1.2519468285859272,-0.835
34.0,1.2792999744415283,1.249945893832554,-0.83
35.0,1.225499987602234,1.247969137611429,-0.825
36.0,1.2302000522613523,1.2460161196059862,-0.8200000000000001
37.0,1.2403000593185425,1.244086405274296,-0.815
38.0,1.2421000003814695,1.2421795647868432,-0.81
39.0,1.239199995994568,1.2402951720429938,-0.8049999999999999
40.0,1.2346999645233154,1.2384328037587506,-0.8
41.0,1.229200005531311,1.2365920386194187,-0.7949999999999999
42.0,1.246399998664856,1.2347724564916536,-0.79
43.0,1.2553999423980713,1.2329736376901705,-0.785
44.0,1.2598999738693235,1.2311951622950594,-0.78
45.0,1.257699966430664,1.2294366095162457,-0.775
46.0,1.2324999570846558,1.2276975571021758,-0.77
47.0,1.208400011062622,1.225977580790267,-0.765
48.0,1.2035000324249268,1.2242762537970917,-0.76
49.0,1.2275999784469604,1.2225931463465987,-0.755
50.0,1.214400053024292,1.2209278252350588,-0.75
51.0,1.1928999423980713,1.219279853431669,-0.745
52.0,1.1885000467300415,1.2176487897140436,-0.74
53.0,1.225200057029724,1.2160341883380452,-0.735
54.0,1.1897000074386597,1.2144355987416162,-0.73
55.0,1.2206000089645386,1.2128525652824742,-0.725
56.0,1.226199984550476,1.211284627009698,-0.72
57.0,1.2093000411987305,1.209731317469357,-0.715
58.0,1.2059999704360962,1.2081921645444944,-0.71
59.0,1.212399959564209,1.206666690329862,-0.7050000000000001
60.0,1.23389995098114,1.205154411041904,-0.7
61.0,1.202399969100952,1.2036548369645539,-0.6950000000000001
62.0,1.219099998474121,1.202167472431454,-0.69
63.0,1.2170000076293943,1.2006918158452513,-0.685
64.0,1.2069000005722046,1.1992273597346317,-0.6799999999999999
65.0,1.2080999612808228,1.1977735908497489,-0.675
66.0,1.1878999471664429,1.196329990296668,-0.6699999999999999
67.0,1.20360004901886,1.1948960337114107,-0.665
68.0,1.180799961090088,1.1934711914741052,-0.6599999999999999
69.0,1.2139999866485596,1.1920549289636704,-0.655
70.0,1.1710000038146973,1.1906467068533237,-0.6499999999999999
71.0,1.184999942779541,1.1892459814470944,-0.645
72.0,1.216599941253662,1.1878522050573526,-0.64
73.0,1.1811000108718872,1.1864648264231754,-0.635
74.0,1.1557999849319458,1.1850832911691915,-0.63
75.0,1.1865999698638916,1.183707042304315,-0.625
76.0,1.1927000284194946,1.182335520759525,-0.62
77.0,1.1611000299453735,1.1809681659636133,-0.615
78.0,1.148300051689148,1.1796044164555297,-0.61
79.0,1.1759999990463257,1.1782437105316756,-0.605
80.0,1.163699984550476,1.1768854869261924,-0.6
81.0,1.1389000415802002,1.175529185521988,-0.595
82.0,1.1526999473571775,1.174174248089949,-0.59
83.0,1.1434999704360962,1.172820119053439,-0.585
84.0,1.1512999534606934,1.171466246274923,-0.5800000000000001
85.0,1.1473000049591064,1.1701120818612327,-0.575
86.0,1.134600043296814,1.168757082983716,-0.5700000000000001
87.0,1.1291999816894531,1.167400712709242,-0.565
88.0,1.1461999416351318,1.166042440837815,-0.56
89.0,1.156999945640564,1.1646817447423055,-0.5549999999999999
90.0,1.145900011062622,1.1633181102056815,-0.55
91.0,1.139299988746643,1.1619510322509128,-0.5449999999999999
92.0,1.1370999813079834,1.160580015958715,-0.54
93.0,1.1432000398635864,1.1592045772681752,-0.5349999999999999
94.0,1.1548999547958374,1.1578242437553559,-0.53
95.0,1.1591999530792236,1.156438555384991,-0.5249999999999999
96.0,1.1402000188827517,1.1550470652305322,-0.52
97.0,1.1369999647140503,1.1536493401579362,-0.515
98.0,1.1478999853134155,1.1522449614688237,-0.51
99.0,1.152500033378601,1.1508335254988997,-0.505
100.0,1.2134000062942505,1.1494146441678412,-0.5
101.0,1.1683000326156616,1.1479879454772575,-0.495
102.0,1.187399983406067,1.1465530739536873,-0.49
103.0,1.1857000589370728,1.1451096910340977,-0.485
104.0,1.2109999656677246,1.1436574753917972,-0.48
105.0,1.1691999435424805,1.1421961232011912,-0.475
106.0,1.1714999675750732,1.1407253483403264,-0.47
107.0,1.194700002670288,1.1392448825307007,-0.46499999999999997
108.0,1.2028000354766846,1.1377544754143496,-0.45999999999999996
109.0,1.1664999723434448,1.136253894568747,-0.45499999999999996
110.0,1.1920000314712524,1.134742925460544,-0.44999999999999996
111.0,1.1679999828338623,1.133221371339711,-0.44499999999999995
112.0,1.1579999923706057,1.1316890530760455,-0.43999999999999995
113.0,1.1723999977111816,1.1301458089404801,-0.43499999999999994
114.0,1.1576000452041626,1.128591494333982,-0.42999999999999994
115.0,1.111799955368042,1.127025981467202,-0.42499999999999993
116.0,1.1729999780654907,1.1254491589942814,-0.42000000000000004
117.0,1.1704000234603882,1.123860931604519,-0.41500000000000004
118.0,1.090499997138977,1.1222612195757469,-0.41000000000000003
119.0,1.1198999881744385,1.120649958293424,-0.405
120.0,1.166100025177002,1.119027097739541,-0.4
121.0,1.1555999517440796,1.117392601955462,-0.395
122.0,1.1131000518798828,1.1157464484828103,-0.39
123.0,1.0951999425888062,1.1140886277864843,-0.385
124.0,1.100000023841858,1.1124191426637478,-0.38
125.0,1.107300043106079,1.110738007643245,-0.375
126.0,1.0351999998092651,1.1090452483776094,-0.37
127.0,1.1239999532699585,1.1073409010331525,-0.365
128.0,1.0638999938964844,1.1056250116799047,-0.36
129.0,1.1121000051498413,1.103897635685051,-0.355
130.0,1.1241999864578247,1.1021588371125592,-0.35
131.0,1.0825999975204468,1.1004086881315467,-0.345
132.0,1.1128000020980835,1.0986472684356898,-0.33999999999999997
133.0,1.1109999418258667,1.0968746646756962,-0.33499999999999996
134.0,1.0511000156402588,1.0950909699066365,-0.32999999999999996
135.0,1.066100001335144,1.0932962830516664,-0.32499999999999996
136.0,1.0997999906539917,1.091490708383426,-0.31999999999999995
137.0,1.1146999597549438,1.0896743550242005,-0.31499999999999995
138.0,1.0749000310897827,1.0878473364656767,-0.30999999999999994
139.0,1.068600058555603,1.0860097701089468,-0.30499999999999994
140.0,1.076799988746643,1.084161776825208,-0.29999999999999993
141.0,1.0180000066757202,1.0823034805374585,-0.29500000000000004
142.0,1.086300015449524,1.0804350078232903,-0.29000000000000004
143.0,1.0751999616622925,1.078556487538778,-0.28500000000000003
144.0,1.0752999782562256,1.0766680504632997,-0.28
145.0,1.020799994468689,1.0747698289650416,-0.275
