,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-872.9468941161663,-872.950195381179,-872.90538527419,-870.4003205043913,-864.093711387849,-849.0112086625887,-853.130551072867,-884.4478944856758,-880.7673152584405,-876.4441859757636,100000.0,100000.0
-15,-872.9521989610921,-872.9721851185614,-872.9420404561886,-870.5205294047491,-863.9532809661636,-852.0904351752481,-854.4899227424701,-884.8906721017721,-879.2085666993901,-876.8818460409357,100000.0,100000.0
-10,-872.8722989937265,-873.018909740823,-885.2865467440228,-870.7553663286884,-880.9512093739344,-856.269465896955,-874.5701639651143,-880.7510980058319,-876.7934906110213,-877.1811047192977,100000.0,100000.0
-5,-870.5479716673551,-873.1812008734398,-885.2860932511838,-879.3559270636443,-879.4325963871992,-874.5705506058055,-857.5888516067931,-877.3521974543712,-876.7118750263897,-877.3927034278214,100000.0,100000.0
-1,-871.3720684388652,-875.4108879094016,-875.3566579542577,-880.0936020502854,-879.9496626150119,-880.6983886706629,-879.3318711899773,-877.0350251650752,-877.3652019619514,-877.5203887924838,100000.0,100000.0
0,-875.3848321309385,-877.381355339436,-875.3998668226016,-879.9459864845328,-879.9462672406813,-879.1882461813135,-878.0516838418747,-877.2440083686095,-877.4791984562017,-877.5480902950806,100000.0,100000.0
1,-869.7929793528529,-875.2780089062516,-875.3156672829932,-880.8771058988065,-879.8671863848774,-876.3845575347256,-877.5625363102432,-877.4375795959483,-877.5779398056878,-877.5742169541418,100000.0,100000.0
5,-869.5609571703583,-872.7087714713472,-885.2857898247295,-882.2681941099025,-869.7646930227943,-876.5798787471219,-876.2408285884225,-878.0748353692425,-877.8911296886517,-877.6673420636406,100000.0,100000.0
10,-872.7841683166234,-872.8044242665295,-885.2856602238554,-869.3150430453796,-866.3149898634724,-869.4428124972112,-878.2927322168856,-878.0923304404076,-878.2094189149025,100000.0,100000.0,100000.0
15,-872.9128459230712,-872.8316338521197,-872.6651611277482,-869.5500127842481,-865.7548979554069,-867.0656315579214,-871.7332769712627,-877.2580391784609,-878.3617874366196,100000.0,100000.0,100000.0
20,-872.9210607948966,-872.8455678206157,-872.6987724095077,-869.6678188286431,-865.4789893232768,-866.1241778278528,-866.5853086773066,-876.7490434779551,-878.1966754888095,100000.0,100000.0,100000.0
