cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.0003554408222164824,0.0010632872295599084,0.0012243025293603585,0.004423098667583313,0.004527866819443926,0.003355973862399015,0.013268463748280923,0.02099241961065809,0.01869503024558623,0.002947019006443999
